label,Test R2
elevation;cost100.0,"[-0.6426189104340125, -0.6087892082611641]"
elevation;cost1000.0,[0.023442061936813197]
elevation;cost1001.0,[0.022537707672988905]
elevation;cost101.0,[-0.6101262837381829]
elevation;cost499.0,"[-0.06638242892125779, -0.02333365817069266]"
elevation;cost500.0,"[-0.06967164422451311, -0.020550796293183682, -0.06967164422451311]"
elevation;cost99.0,"[-0.6210332718923113, -0.5725905356726211]"
elevation;cost999.0,"[0.030501559075656326, 0.015318075818749333, 0.028731519791563187]"
population;cost100.0,"[0.1363385266487278, 0.12859895479446404, 0.15335293581497011, 0.12859895479446404, 0.1363385266487278]"
population;cost1000.0,"[0.36214672230968525, 0.36214672230968525, 0.3510462380914402, 0.35232659732238536, 0.36214672230968525]"
population;cost499.0,"[0.3153430171247603, 0.3031746338591289]"
population;cost500.0,"[0.3021410170149825, 0.29637230128784053]"
population;cost502.0,[0.29455109082513475]
treecover;cost100.0,"[0.528942942235661, 0.5341396435150563]"
treecover;cost1000.0,[0.752734395650947]
treecover;cost1001.0,[0.7553374609796074]
treecover;cost101.0,[0.5150082543349503]
treecover;cost499.0,"[0.7258718807915856, 0.7252065394051805]"
treecover;cost500.0,"[0.7273800843990694, 0.7189926035651759, 0.7273800843990694]"
treecover;cost99.0,"[0.5296095060873194, 0.5344707954763623]"
treecover;cost999.0,"[0.7529507919497462, 0.7559129895807299, 0.7536476796933813]"
