label,Test R2
elevation;cost1414,"[0.09383303530802956, 0.10805383298873916, 0.254897716588359, -0.24355614340056775, 0.25610809597546647]"
elevation;cost1920,"[0.3073444937787768, 0.030152380102859366, 0.3260269980838406, 0.30003420864821695, 0.24178253532374205]"
elevation;cost2425,"[0.3146725399482819, 0.021686856873061156, 0.3349704684876801, 0.32518202030622645, 0.3219917487172339]"
elevation;cost2930,"[0.3208039176351507, 0.1579467097403442, 0.36545675975702074, 0.37318140963550905, 0.011915524128093602]"
elevation;cost3434,"[0.31784441912315975, 0.17520338442348682, 0.41062763822821513, 0.38054025333959796, 0.27000507310111344]"
elevation;cost3940,"[0.36901694384778827, 0.2311903038345301, 0.3678318892036281, 0.38555944099793515, 0.2869728973989849]"
elevation;cost4445,"[0.3877658544734569, 0.23989206644918581, 0.35436235274783245, 0.3783605944945029, 0.3192679219347069]"
elevation;cost4950,"[0.3669398255363152, 0.3014214171495202, 0.37610652212661355, 0.38018009690774013, 0.31612512633225087]"
elevation;cost910,"[0.11447072075396192, 0.10550902495736914, -0.5273429444190239, -0.35234278085828796, 0.2378671322511945]"
population;cost1414,"[0.32266074563368574, 0.15525858367525014, 0.06951836864385952, -1.239114233318523, 0.11900273092585412]"
population;cost1920,"[0.3772330434401412, 0.2323490326503368, 0.08816351255820198, 0.2123880917018952, 0.12070648363584335]"
population;cost2425,"[0.38242213015473203, 0.17706888250689545, 0.33454501149774785, 0.07335557867618503, 0.12484764407669213]"
population;cost2930,"[0.43275271639798185, 0.2030603573552071, 0.24927347789448562, 0.31238512850886946, 0.29865384274867435]"
population;cost3434,"[0.48125589825907344, 0.2878651974058928, 0.347293833936945, 0.3055996700611906, 0.31684508820707813]"
population;cost3940,"[0.4512855326898627, 0.341200608201361, 0.44640963337591777, 0.3901224972933698, 0.3605962140078811]"
population;cost4445,"[0.4303953913020355, 0.3465765122214153, 0.44714980706426677, 0.36378882142678093, 0.4160335161514196]"
population;cost4950,"[0.4912552092256883, 0.40666362547348234, 0.4622740284500848, 0.3884615240829751, 0.4437200679660397]"
population;cost910,"[-0.07915865030536962, 0.22550235293928178, 0.06359577595556332, 0.20762439203466088, 0.19095941920528237]"
treecover;cost1414,"[0.5067783721610545, 0.3086476349335947, 0.640968742854009, 0.4644162705048982, 0.6089054747476713]"
treecover;cost1920,"[0.2675686580296832, 0.5053347129384833, 0.6841613496312245, 0.524117807240988, 0.6732426005978128]"
treecover;cost2425,"[0.6458045122153897, 0.5947488487024961, 0.7215420782495336, 0.5818919476348252, 0.7266957797061321]"
treecover;cost2930,"[0.5904824107240154, 0.6582823687415649, 0.7163898320072061, 0.17024059018731963, 0.754985097273239]"
treecover;cost3434,"[0.6309247525833874, 0.6620727725879351, 0.7421507558401321, 0.6095506479187011, 0.736868214494086]"
treecover;cost3940,"[0.7288362410479936, 0.6733559504702867, 0.7088391322274438, 0.6017389331992148, 0.7369604868394182]"
treecover;cost4445,"[0.7467769684486729, 0.7091878779107317, 0.7497393028271844, 0.6532353997392361, 0.7427342391881735]"
treecover;cost4950,"[0.7128091772163578, 0.7130066484088358, 0.77990967556593, 0.7078309930463877, 0.7537338022102168]"
treecover;cost910,"[0.37764126786851604, 0.45253266831688865, 0.5897764187357166, 0.2532859668896321, 0.045820740680422745]"
