label,Test R2
elevation;cost1000.0,"[0.02995977062334132, -0.03243051250228213, -0.046904036590087905, -0.08145020017155025, -0.012846249179837343]"
elevation;cost1500.0,"[0.0148888356088408, 0.027020650981496863, -0.03326564319237901, 0.00029403413819095725, -0.013630313401659322]"
elevation;cost2000.0,"[0.053714542997232995, 0.03314967868452623, 0.044639381659768995, 0.043827120429704935, -0.0275929088522453]"
elevation;cost2500.0,"[0.13930691382535576, 0.0834073055644976, 0.09748609213362491, 0.03409891979250945, 0.030065000091996863]"
elevation;cost3000.0,"[0.17478372730235003, 0.10804096347748038, 0.09741182060057318, 0.08585474960987449, 0.07611905984817968]"
elevation;cost3500.0,"[0.1719264798779372, 0.09211825140705843, 0.10119113831951843, 0.08432528296818542, 0.08948941089149287]"
elevation;cost4000.0,"[0.1824459517660164, 0.10772498030201794, 0.15611221176348644, 0.09903936017755477, 0.10328439573376202]"
elevation;cost4500.0,"[0.18564432841085288, 0.061703242984575524, 0.18618344315602453, 0.11028801140910138, 0.15345057960437658]"
elevation;cost500.0,"[-0.011327954681481511, -0.050421474754389184, 0.04576075381036182, -0.2922645848234293, -0.2781830196473798]"
elevation;cost5000.0,"[0.1690177062804763, 0.11392809686842709, 0.1705796677600694, 0.09290967215040513, 0.18824886008841346]"
population;cost1000.0,"[0.4700160353043361, 0.4515407611719191, 0.46649226199412286, 0.3950024727963408, 0.43964825880023095]"
population;cost1500.0,"[0.46708717867359983, 0.4601143902252691, 0.4718888268237623, 0.36164919485333424, 0.4637797826250091]"
population;cost2000.0,"[0.48908852361686106, 0.4635728406062496, 0.4379184992348488, 0.36986949185416873, 0.4411349282439311]"
population;cost2500.0,"[0.48539804865418756, 0.4294956932151429, 0.44683831076945235, 0.3824603981927597, 0.4676399499935536]"
population;cost3000.0,"[0.48529027714643713, 0.4098934422916133, 0.4325503106670664, 0.464255910905063, 0.4794343488767985]"
population;cost3500.0,"[0.488889423054921, 0.42575950994783485, 0.4289907607368604, 0.42630348554237163, 0.480837765736178]"
population;cost4000.0,"[0.5033388362197173, 0.40076037371636253, 0.4438313437118615, 0.4421095235661189, 0.47735369466258115]"
population;cost4500.0,"[0.5129908958175946, 0.44223676465837203, 0.4577464572457951, 0.45316899766918417, 0.4815104610987222]"
population;cost500.0,"[0.40931425236347196, 0.386191623149158, 0.4182722820932627, 0.3147274780554883, 0.36038896633573236]"
population;cost5000.0,"[0.5179517564071947, 0.46536001290377693, 0.4627770029449245, 0.4690947980766217, 0.4886445250663837]"
treecover;cost1000.0,"[0.6975983942081319, 0.7037789360199729, 0.7208535704251097, 0.747726388607604, 0.70366757767691]"
treecover;cost1500.0,"[0.7152117949001364, 0.7773956917849311, 0.7257267501713451, 0.7355427159919545, 0.7102248322679992]"
treecover;cost2000.0,"[0.7169775508635836, 0.777226710815995, 0.7430752755453596, 0.7499299460901909, 0.7281679655348566]"
treecover;cost2500.0,"[0.7136326017736317, 0.7681630675553599, 0.7374210650291102, 0.7474456604389965, 0.7311975369207142]"
treecover;cost3000.0,"[0.7252637469472385, 0.7671960254952646, 0.744714261078515, 0.7476548166389678, 0.7367346135550767]"
treecover;cost3500.0,"[0.7470986358636703, 0.7676004267855814, 0.7542910335082846, 0.7458758559043941, 0.7339335864166558]"
treecover;cost4000.0,"[0.747049293825609, 0.7747440394405543, 0.7555160232291428, 0.7518953870895043, 0.728153619868439]"
treecover;cost4500.0,"[0.7475018738901158, 0.7746793918589365, 0.7678848296657708, 0.7649091925042876, 0.7290842388459977]"
treecover;cost500.0,"[0.6395549280534784, 0.6929805647609178, 0.6260056994786882, 0.701115039840775, 0.6544004123703658]"
treecover;cost5000.0,"[0.7461170482780927, 0.7789529315421756, 0.769268406748026, 0.7616447421917382, 0.733999566021527]"
