label,Test R2
elevation;cost1021,[0.020522127466932716]
elevation;cost1022,"[0.02305909884031021, 0.02305909884031021]"
elevation;cost1023,[0.021778355683162443]
elevation;cost1533,"[0.18216089351195008, 0.193439512309579]"
elevation;cost1534,[0.1826413053167667]
elevation;cost1536,"[0.1982242372284727, 0.18631236210388102]"
elevation;cost1945,"[0.25179176031460904, 0.28179821124706683]"
elevation;cost2145,[0.26697876167675116]
elevation;cost2146,"[0.2614998417142117, 0.2654589628815164]"
elevation;cost2357,[0.36252246941960975]
elevation;cost2556,[0.3543475852708581]
elevation;cost2558,[0.35842685574218824]
elevation;cost2656,"[0.354459506756176, 0.354459506756176]"
elevation;cost2867,[0.3651284308974393]
elevation;cost2868,[0.36942765826478374]
elevation;cost2967,[0.372994370599426]
elevation;cost2969,[0.3769777143867209]
elevation;cost3070,[0.3569528754529835]
elevation;cost3379,[0.39742622680450157]
elevation;cost3380,"[0.4016859130508762, 0.4016859130508762]"
elevation;cost3381,[0.3975094378200694]
elevation;cost3479,[0.39439475700546356]
elevation;cost3891,[0.40013754914831545]
elevation;cost3992,"[0.3919781616993754, 0.39425932437198896]"
elevation;cost4091,"[0.40397960738088035, 0.39988693760297744]"
elevation;cost410,[-0.12317623389310639]
elevation;cost4304,[0.4030235295255513]
elevation;cost4402,[0.40322146324045816]
elevation;cost4503,"[0.4078143964685996, 0.4078143964685996, 0.4104380775242181]"
elevation;cost4915,[0.4268262906033333]
elevation;cost5014,[0.4344763475104618]
elevation;cost5015,[0.42444638361419007]
elevation;cost5016,[0.4257493305298772]
elevation;cost511,[-0.12241956295677925]
elevation;cost5115,[0.4397264984965905]
elevation;cost512,[-0.09355556536841747]
elevation;cost513,[-0.07810098591252945]
elevation;cost612,[-0.01588467002998284]
elevation;cost921,[0.01960933215899896]
population;cost1040,[0.31631824144498333]
population;cost1041,[0.34580924846469074]
population;cost1363,[0.43914059156632934]
population;cost1462,[0.44326586981798666]
population;cost1463,[0.4574653804822838]
population;cost1562,[0.46097201440125457]
population;cost1563,[0.46236188939337575]
population;cost1983,"[0.5167758332494414, 0.5167758332494414, 0.5167758332494414]"
population;cost1984,"[0.5151920908033952, 0.5213780427245936]"
population;cost2305,[0.5194722274115735]
population;cost2404,[0.5184976222896343]
population;cost2405,[0.5185330147324023]
population;cost2503,[0.5197380748622271]
population;cost2603,[0.5288747910068061]
population;cost2924,[0.5295032738556427]
population;cost2926,[0.5339239101218569]
population;cost3024,[0.5311178735266556]
population;cost3026,"[0.5346003062260104, 0.5351048788787738]"
population;cost3445,[0.5297190536167197]
population;cost3446,[0.5246761093796031]
population;cost3545,"[0.5294977757286219, 0.5280615575254712, 0.5280615575254712]"
population;cost3965,[0.5410718274263336]
population;cost3967,[0.5346111899227766]
population;cost4066,[0.5412993028677837]
population;cost4067,"[0.5371090482135816, 0.5371090482135816]"
population;cost420,[0.16682806306132147]
population;cost4286,[0.5428193906406986]
population;cost4387,[0.5400730808686328]
population;cost4486,"[0.5432408249270453, 0.5446841223327341]"
population;cost4488,[0.5432471580827016]
population;cost4808,[0.5438316992801571]
population;cost4908,[0.5427331296291872]
population;cost5008,[0.5454347971245924]
population;cost5010,[0.5422987505469798]
population;cost5109,[0.546573551650967]
population;cost521,"[0.14629520810061614, 0.14629520810061614, 0.14496773798659923]"
population;cost522,[0.17640108342484306]
population;cost940,[0.30985992537372675]
population;cost941,[0.3147770970414341]
population;cost942,[0.31136173788442045]
treecover;cost1021,[0.6452762089394346]
treecover;cost1022,"[0.6523385480528189, 0.6523385480528189]"
treecover;cost1023,[0.6524558881776843]
treecover;cost1533,"[0.6904446555839937, 0.6855065705342307]"
treecover;cost1534,[0.6853633407338866]
treecover;cost1536,"[0.6918422215903073, 0.6882315746029264]"
treecover;cost1945,"[0.7369153693138137, 0.7478041645984602]"
treecover;cost2145,[0.7454780895258348]
treecover;cost2146,"[0.7455955575228779, 0.7451835017104346]"
treecover;cost2357,[0.7762194596143283]
treecover;cost2556,[0.7746690149114199]
treecover;cost2558,[0.7609228919928666]
treecover;cost2656,"[0.7747360877241029, 0.7747360877241029]"
treecover;cost2867,[0.7471903701423347]
treecover;cost2868,[0.7477639863716804]
treecover;cost2967,[0.749824311121305]
treecover;cost2969,[0.7473655335660014]
treecover;cost3070,[0.7493841964499925]
treecover;cost3379,[0.7526025446811452]
treecover;cost3380,"[0.7526261324541902, 0.7526261324541902]"
treecover;cost3381,[0.7529323793544764]
treecover;cost3479,[0.7552297818975375]
treecover;cost3891,[0.7598140233933879]
treecover;cost3992,"[0.7643715077561375, 0.760638305995069]"
treecover;cost4091,"[0.7622719868484908, 0.7712035383272686]"
treecover;cost410,[0.5780047162785946]
treecover;cost4304,[0.7715245396126731]
treecover;cost4402,[0.7710968110575983]
treecover;cost4503,"[0.7724184457408458, 0.7724184457408458, 0.7722198600763605]"
treecover;cost4915,[0.7839468143744411]
treecover;cost5014,[0.7867630516765034]
treecover;cost5015,[0.7845368481286898]
treecover;cost5016,[0.7853973349397578]
treecover;cost511,[0.5863688063469769]
treecover;cost5115,[0.7867463304888246]
treecover;cost512,[0.5884115373541119]
treecover;cost513,[0.5825382147646985]
treecover;cost612,[0.5874045802533532]
treecover;cost921,[0.6261122806340986]
