label,Test R2
elevation;cost1075,[0.05218328470905986]
elevation;cost1076,"[0.07193294926090243, 0.09729174967313847]"
elevation;cost1414,"[0.06828752004741367, 0.06828752004741367]"
elevation;cost1512,[0.12468476051861233]
elevation;cost1515,[0.1276881133664004]
elevation;cost1613,[0.12103652913661667]
elevation;cost1852,[0.1635691179297839]
elevation;cost2051,[0.1643131224596286]
elevation;cost2052,[0.12050062467871236]
elevation;cost2150,[0.07711523273757681]
elevation;cost2151,[0.14143467620954786]
elevation;cost2388,[0.13763273385079333]
elevation;cost2389,[0.1556091087089645]
elevation;cost2488,[0.10617540469279096]
elevation;cost2490,[0.17600650490601766]
elevation;cost2589,[0.18207011867597278]
elevation;cost2826,[0.22209319782445336]
elevation;cost2828,[0.2273862360695037]
elevation;cost2925,[0.18383237976837463]
elevation;cost2928,"[0.24568992063402473, 0.2607172971983577]"
elevation;cost3465,[0.27125588454097016]
elevation;cost3564,"[0.29948699369847254, 0.29948699369847254, 0.29948699369847254]"
elevation;cost3565,[0.3081582320950196]
elevation;cost3902,[0.3105916350678152]
elevation;cost3903,"[0.293807096484309, 0.2856489352555782]"
elevation;cost3904,[0.31577658444914747]
elevation;cost4003,[0.3717279165723949]
elevation;cost4339,[0.36670955647939896]
elevation;cost4342,[0.3686587110231603]
elevation;cost438,"[-0.16397476461623306, -0.15069506833726587]"
elevation;cost4439,[0.38674885629385103]
elevation;cost4440,"[0.40660176167511075, 0.4119247672972697]"
elevation;cost4977,[0.42799494131081095]
elevation;cost4978,[0.423003379693939]
elevation;cost4979,[0.4386045691214272]
elevation;cost5078,[0.43813782779088417]
elevation;cost5178,[0.4373863047155182]
elevation;cost537,"[-0.14156144972437135, -0.10466649677675699]"
elevation;cost538,[-0.1454297618292517]
elevation;cost975,"[0.04324809823739506, 0.04324809823739506]"
population;cost1336,[0.3050192445249523]
population;cost1436,[0.3150394932121773]
population;cost1437,"[0.39244225831583557, 0.39383797929388076]"
population;cost1537,[0.3944533486263171]
population;cost1882,[0.39520530861452907]
population;cost1983,"[0.3946444195229165, 0.41669827293230577]"
population;cost1984,[0.41523131278246694]
population;cost2082,[0.39654075740444905]
population;cost2427,[0.4332944585349674]
population;cost2428,[0.43382164426296943]
population;cost2527,[0.44120854974231805]
population;cost2528,"[0.4333975870340695, 0.44310819699188064]"
population;cost2873,[0.49327873490787877]
population;cost2974,[0.47283261105582897]
population;cost3074,[0.4932977970397565]
population;cost3075,"[0.47829447289235516, 0.473303028769836]"
population;cost3420,"[0.4928875186925519, 0.4928875186925519, 0.4928875186925519]"
population;cost3519,[0.4966773527789422]
population;cost3620,[0.48929854106251724]
population;cost3865,[0.4910871793688083]
population;cost3965,[0.49834545926681206]
population;cost3966,[0.49744741745184895]
population;cost4065,[0.4887463685829241]
population;cost4066,[0.48341470119491237]
population;cost4410,[0.5064828715685814]
population;cost4411,"[0.5124762644709444, 0.5129878884716662, 0.5124762644709444]"
population;cost445,[0.147024146199483]
population;cost446,"[0.09439026716492227, 0.09439026716492227]"
population;cost4612,[0.5131043504854973]
population;cost4955,[0.5240781057731382]
population;cost4956,[0.5237738920598423]
population;cost4957,[0.5210737427532564]
population;cost5057,[0.5233821773479523]
population;cost5155,[0.5231890450597261]
population;cost544,[0.22787360444920046]
population;cost547,[0.24796398662796615]
population;cost890,"[0.3092420337686631, 0.3092420337686631]"
population;cost891,"[0.3378883752750278, 0.33259394865267145]"
population;cost991,[0.2686888880171189]
treecover;cost1075,[0.6315582337686734]
treecover;cost1076,"[0.6397339735133415, 0.6523171585469347]"
treecover;cost1414,"[0.6712824718995041, 0.6712824718995041]"
treecover;cost1512,[0.6630979802690601]
treecover;cost1515,[0.6620455912113361]
treecover;cost1613,[0.6530884371873376]
treecover;cost1852,[0.5778857914393531]
treecover;cost2051,[0.5583652129948092]
treecover;cost2052,[0.5767094691623952]
treecover;cost2150,[0.6130835806499391]
treecover;cost2151,[0.6257146889094685]
treecover;cost2388,[0.6571665998539018]
treecover;cost2389,[0.6248627755160612]
treecover;cost2488,[0.656348215402001]
treecover;cost2490,[0.6294078630806592]
treecover;cost2589,[0.6258175350372891]
treecover;cost2826,[0.6715319042582826]
treecover;cost2828,[0.6704475254228299]
treecover;cost2925,[0.671443504183739]
treecover;cost2928,"[0.6678201117036182, 0.6773557758399659]"
treecover;cost3465,[0.7082873981447949]
treecover;cost3564,"[0.7086901097127776, 0.7086901097127776, 0.7086901097127776]"
treecover;cost3565,[0.708835902750405]
treecover;cost3902,[0.7273349111962513]
treecover;cost3903,"[0.7186354344594847, 0.7215559384173281]"
treecover;cost3904,[0.7275655222142576]
treecover;cost4003,[0.7260846936319593]
treecover;cost4339,[0.7319285119398797]
treecover;cost4342,[0.7344624866338476]
treecover;cost438,"[0.45593518881243567, 0.5149034248709449]"
treecover;cost4439,[0.7315949812488156]
treecover;cost4440,"[0.7315839899897779, 0.7325452289698979]"
treecover;cost4977,[0.7456958395187026]
treecover;cost4978,[0.7402781332001762]
treecover;cost4979,[0.7436384865882866]
treecover;cost5078,[0.7435177655761149]
treecover;cost5178,[0.7406849119245711]
treecover;cost537,"[0.2364981987507555, 0.36197477256951305]"
treecover;cost538,[0.40969479471295245]
treecover;cost975,"[0.6374835206758656, 0.6374835206758656]"
