,initial_set,size,pop_risk_nlcd_0.5,pop_risk_nlcd_0,pop_risk_nlcd_0.01,pop_risk_nlcd_0.1,pop_risk_nlcd_0.9,pop_risk_nlcd_0.99,pop_risk_nlcd_1,pop_risk_image_clusters_8_0.5,pop_risk_image_clusters_8_0,pop_risk_image_clusters_8_0.01,pop_risk_image_clusters_8_0.1,pop_risk_image_clusters_8_0.9,pop_risk_image_clusters_8_0.99,pop_risk_image_clusters_8_1,diversity,_merge,sampling_type
492,random_sample_1800_points_seed_1.pkl,1800,-0.0446071782765621,-0.0235702260395515,-0.0239909650842918,-0.0277776164869537,-0.0614367400661706,-0.0652233914688325,-0.0656441305135728,-0.0448183262610138,-0.0235702260395515,-0.0239951880439808,-0.027819846083844,-0.0618168064381836,-0.0656414644780468,-0.0660664264824761,-2526451.05619906,both,random_sampling
493,random_sample_1800_points_seed_1213.pkl,1800,-0.0446463452520998,-0.0235702260395515,-0.0239917484238025,-0.0277854498820612,-0.0615072406221384,-0.065300942080397,-0.065722464464648,-0.0447895814184706,-0.0235702260395515,-0.0239946131471299,-0.0278140971153353,-0.0617650657216058,-0.0655845496898112,-0.0660089367973896,-2517896.7644577404,both,random_sampling
494,random_sample_1800_points_seed_123.pkl,1800,-0.0445992025394839,-0.0235702260395515,-0.0239908055695502,-0.027776021339538,-0.0614223837394297,-0.0652075995094175,-0.0656281790394162,-0.044882735410794,-0.0235702260395515,-0.0239964762269764,-0.0278327279138,-0.0619327429077879,-0.0657689945946116,-0.0661952447820364,-2525820.888194017,both,random_sampling
495,random_sample_1800_points_seed_1234.pkl,1800,-0.0446558069901421,-0.0235702260395515,-0.0239919376585633,-0.0277873422296697,-0.0615242717506146,-0.0653196763217209,-0.0657413879407327,-0.0447635666386655,-0.0235702260395515,-0.0239940928515338,-0.0278088941593743,-0.0617182391179568,-0.0655330404257973,-0.0659569072377796,-2515635.525027715,both,random_sampling
496,random_sample_1800_points_seed_1415.pkl,1800,-0.0445615188343973,-0.0235702260395515,-0.0239900518954485,-0.0277684845985207,-0.061354553070274,-0.0651329857733462,-0.0655528116292431,-0.0448406227648279,-0.0235702260395515,-0.0239956339740571,-0.0278243053846068,-0.061856940145049,-0.0656856115555988,-0.0661110194901043,-2514838.5548495725,both,random_sampling
497,random_sample_1800_points_seed_42.pkl,1800,-0.0446171249853942,-0.0235702260395515,-0.0239911640184684,-0.0277796058287201,-0.0614546441420684,-0.0652430859523201,-0.0656640239312369,-0.0447089766234314,-0.0235702260395515,-0.0239930010512291,-0.0277979761563275,-0.0616199770905354,-0.0654249521956338,-0.0658477272073113,-2524069.739339061,both,random_sampling
498,random_sample_1800_points_seed_456.pkl,1800,-0.0446346840367848,-0.0235702260395515,-0.0239915151994962,-0.0277831176389982,-0.0614862504345714,-0.0652778528740733,-0.065699142034018,-0.0448079814798085,-0.0235702260395515,-0.0239949811483567,-0.0278177771276029,-0.0617981858320141,-0.0656209818112603,-0.0660457369200655,-2509869.0917937164,both,random_sampling
499,random_sample_1800_points_seed_5678.pkl,1800,-0.0445673251190261,-0.0235702260395515,-0.023990168021141,-0.0277696458554464,-0.0613650043826057,-0.0651444822169112,-0.0655644241985007,-0.0447912671211279,-0.0235702260395515,-0.0239946468611831,-0.0278144342558668,-0.061768099986389,-0.0655878873810727,-0.0660123082027042,-2530225.970315441,both,random_sampling
500,random_sample_1800_points_seed_789.pkl,1800,-0.0445696337827883,-0.0235702260395515,-0.0239902141944163,-0.0277701075881989,-0.0613691599773777,-0.0651490533711603,-0.0655690415260251,-0.044818490325075,-0.0235702260395515,-0.023995191325262,-0.0278198788966562,-0.0618171017534937,-0.0656417893248879,-0.0660667546105984,-2509446.836907111,both,random_sampling
501,random_sample_1800_points_seed_9101.pkl,1800,-0.0444943914564074,-0.0235702260395515,-0.0239887093478887,-0.0277550591229227,-0.0612337237898921,-0.0650000735649262,-0.0654185568732633,-0.0447843938572958,-0.0235702260395515,-0.0239945093959064,-0.0278130596031004,-0.0617557281114913,-0.0655742783186853,-0.0659985616750402,-2528947.146177032,both,random_sampling
502,random_sample_1900_points_seed_1.pkl,1900,-0.0434284952853512,-0.0229415733870561,-0.023351311825022,-0.0270389577667151,-0.0598180328039872,-0.0635056787456803,-0.0639154171836462,-0.0436281409121877,-0.0229415733870561,-0.0233553047375588,-0.0270788868920824,-0.060177394932293,-0.0639009770868167,-0.0643147084373194,-2826667.8044328038,both,random_sampling
503,random_sample_1900_points_seed_1213.pkl,1900,-0.0434901952894265,-0.0229415733870561,-0.0233525458251035,-0.0270512977675302,-0.0599290928113228,-0.0636278447537495,-0.0640388171917969,-0.0436070732115056,-0.0229415733870561,-0.0233548833835451,-0.027074673351946,-0.0601394730710651,-0.063859263039466,-0.064272573035955,-2816126.6684070104,both,random_sampling
504,random_sample_1900_points_seed_123.pkl,1900,-0.0433847585620658,-0.0229415733870561,-0.0233504370905563,-0.0270302104220581,-0.0597393067020735,-0.0634190800335752,-0.0638279437370754,-0.0436654836630872,-0.0229415733870561,-0.0233560515925767,-0.0270863554422623,-0.060244611883912,-0.0639749157335976,-0.0643893939391182,-2821199.143623198,both,random_sampling
505,random_sample_1900_points_seed_1234.pkl,1900,-0.0434386159087309,-0.0229415733870561,-0.0233515142374896,-0.0270409818913911,-0.0598362499260707,-0.0635257175799721,-0.0639356584304056,-0.0435519695409545,-0.0229415733870561,-0.0233537813101341,-0.0270636526178358,-0.0600402864640733,-0.063750157771775,-0.064162365694853,-2817072.19826335,both,random_sampling
506,random_sample_1900_points_seed_1415.pkl,1900,-0.0433569094928828,-0.0229415733870561,-0.0233498801091727,-0.0270246406082215,-0.0596891783775441,-0.0633639388765929,-0.0637722455987094,-0.0436327567970293,-0.0229415733870561,-0.0233553970552556,-0.0270798100690508,-0.0601857035250078,-0.063910116538803,-0.0643239402070024,-2811020.6170205204,both,random_sampling
507,random_sample_1900_points_seed_42.pkl,1900,-0.0434224047739035,-0.0229415733870561,-0.0233511900147931,-0.0270377396644256,-0.0598070698833815,-0.063493619533014,-0.063903236160751,-0.0435241699197892,-0.0229415733870561,-0.0233532253177108,-0.0270580926936027,-0.0599902471459756,-0.0636951145218676,-0.0641067664525222,-2821817.2922485056,both,random_sampling
508,random_sample_1900_points_seed_456.pkl,1900,-0.0434795512176338,-0.0229415733870561,-0.0233523329436677,-0.0270491689531717,-0.059909933482096,-0.0636067694915999,-0.0640175290482115,-0.043615955361231,-0.0229415733870561,-0.0233550610265396,-0.0270764497818911,-0.0601554609405709,-0.0638768496959224,-0.0642903373354059,-2809273.4964223,both,random_sampling
509,random_sample_1900_points_seed_5678.pkl,1900,-0.0433781804971889,-0.0229415733870561,-0.0233503055292588,-0.0270288948090827,-0.0597274661852951,-0.063406055465119,-0.0638147876073217,-0.0436110752352375,-0.0229415733870561,-0.0233549634240198,-0.0270754737566924,-0.0601466767137827,-0.0638671870464553,-0.064280577083419,-2828602.2935208627,both,random_sampling
510,random_sample_1900_points_seed_789.pkl,1900,-0.0433482799162343,-0.0229415733870561,-0.0233497075176397,-0.0270229146928918,-0.0596736451395769,-0.063346852314829,-0.0637549864454126,-0.0435930466184263,-0.0229415733870561,-0.0233546028516835,-0.0270718680333302,-0.0601142252035224,-0.063831490385169,-0.0642445198497964,-2809728.998254436,both,random_sampling
511,random_sample_1900_points_seed_9101.pkl,1900,-0.0433085658753471,-0.0229415733870561,-0.0233489132368219,-0.0270149718847143,-0.0596021598659799,-0.0632682185138723,-0.0636755583636381,-0.0435643825250064,-0.0229415733870561,-0.0233540295698151,-0.0270661352146462,-0.0600626298353666,-0.0637747354801977,-0.0641871916629567,-2828128.29437052,both,random_sampling
512,random_sample_2000_points_seed_1.pkl,2000,-0.0423275577906856,-0.0223606797749978,-0.0227600173353116,-0.0263540553781354,-0.0583010602032358,-0.0618950982460596,-0.0622944358063733,-0.0425229897323808,-0.0223606797749978,-0.0227639259741455,-0.0263931417664744,-0.0586528376982871,-0.062282053490616,-0.0626852996897637,-3143760.785888765,both,random_sampling
513,random_sample_2000_points_seed_1213.pkl,2000,-0.0423433541231089,-0.0223606797749978,-0.0227603332619601,-0.02635721464462,-0.0583294936015977,-0.0619263749842576,-0.0623260284712199,-0.0424969670495866,-0.0223606797749978,-0.0227634055204896,-0.0263879372299156,-0.0586059968692577,-0.0622305285786837,-0.0626332543241754,-3136956.7589538665,both,random_sampling
514,random_sample_2000_points_seed_123.pkl,2000,-0.0422880470902047,-0.0223606797749978,-0.022759227121302,-0.0263461532380392,-0.0582299409423701,-0.0618168670591073,-0.0622154144054115,-0.0425531838389535,-0.0223606797749978,-0.022764529856277,-0.026399180587789,-0.058707187090118,-0.06234183782163,-0.0627456879029092,-3138445.5895920894,both,random_sampling
515,random_sample_2000_points_seed_1234.pkl,2000,-0.0423483744583238,-0.0223606797749978,-0.0227604336686644,-0.026358218711663,-0.0583385302049845,-0.0619363152479831,-0.0623360691416497,-0.042441358184078,-0.0223606797749978,-0.0227622933431795,-0.0263768154568139,-0.0585059009113421,-0.0621204230249765,-0.0625220365931581,-3132371.3382732985,both,random_sampling
516,random_sample_2000_points_seed_1415.pkl,2000,-0.0422451019096087,-0.0223606797749978,-0.0227583682176901,-0.02633756420192,-0.0581526396172973,-0.0617318356015272,-0.0621295240442195,-0.0425095277952312,-0.0223606797749978,-0.0227636567354025,-0.0263904493790445,-0.0586286062114179,-0.0622553988550599,-0.0626583758154646,-3129850.6922869054,both,random_sampling
517,random_sample_2000_points_seed_42.pkl,2000,-0.0423345293543237,-0.0223606797749978,-0.0227601567665844,-0.026355449690863,-0.0583136090177843,-0.061908901942063,-0.0623083789336495,-0.0424248684486121,-0.0223606797749978,-0.0227619635484701,-0.0263735175097207,-0.0584762193875034,-0.062087773348754,-0.0624890571222263,-3132708.3447413864,both,random_sampling
518,random_sample_2000_points_seed_456.pkl,2000,-0.0423609710770863,-0.0223606797749978,-0.0227606856010396,-0.0263607380354155,-0.058361204118757,-0.0619612565531329,-0.0623612623791747,-0.0424956219719474,-0.0223606797749978,-0.0227633786189368,-0.0263876682143878,-0.058603575729507,-0.0622278653249579,-0.0626305641688969,-3125697.776284909,both,random_sampling
519,random_sample_2000_points_seed_5678.pkl,2000,-0.0422683805790679,-0.0223606797749978,-0.0227588337910793,-0.0263422199358119,-0.0581945412223239,-0.0617779273670565,-0.0621760813831379,-0.0424958230900442,-0.0223606797749978,-0.0227633826412988,-0.0263877084380071,-0.0586039377420812,-0.0622282635387895,-0.0626309664050905,-3142090.9197196853,both,random_sampling
520,random_sample_2000_points_seed_789.pkl,2000,-0.0422604880898844,-0.0223606797749978,-0.0227586759412956,-0.0263406414379752,-0.0581803347417937,-0.0617623002384732,-0.062160296404771,-0.0424907787334733,-0.0223606797749978,-0.0227632817541674,-0.0263866995666929,-0.0585948579002536,-0.0622182757127792,-0.0626208776919487,-3122999.8114307267,both,random_sampling
521,random_sample_2000_points_seed_9101.pkl,2000,-0.0422177051002636,-0.0223606797749978,-0.0227578202815032,-0.026332084840051,-0.0581033253604762,-0.061677589919024,-0.0620747304255293,-0.0424495176272202,-0.0223606797749978,-0.0227624565320423,-0.0263784473454423,-0.0585205879089981,-0.0621365787223981,-0.0625383554794426,-3143616.481916335,both,random_sampling
522,random_sample_200_points_seed_1.pkl,200,-0.1353951165145454,-0.0707106781186547,-0.0720043668865725,-0.0836475657978328,-0.1871426672312579,-0.1987858661425182,-0.200079554910436,-0.1355507239590531,-0.0707106781186547,-0.0720074790354627,-0.0836786872867344,-0.1874227606313717,-0.1990939688826434,-0.2003907697994514,-12814.67726402403,both,random_sampling
523,random_sample_200_points_seed_1213.pkl,200,-0.1338630477563845,-0.0707106781186547,-0.0719737255114093,-0.0833411520462007,-0.1843849434665683,-0.1957523700013596,-0.1970154173941142,-0.1349193955205421,-0.0707106781186547,-0.0719948524666924,-0.0835524215990322,-0.1862863694420521,-0.1978439385743918,-0.1991281129224296,-13019.343822110895,both,random_sampling
524,random_sample_200_points_seed_123.pkl,200,-0.1342873119339992,-0.0707106781186547,-0.0719822107949616,-0.0834260048817236,-0.1851486189862748,-0.1965924130730368,-0.1978639457493437,-0.1350368683874274,-0.0707106781186547,-0.0719972019240302,-0.0835759161724092,-0.1864978206024455,-0.1980765348508246,-0.1993630586562001,-13131.86384080768,both,random_sampling
525,random_sample_200_points_seed_1234.pkl,200,-0.13523956324562,-0.0707106781186547,-0.072001255821194,-0.0836164551440478,-0.1868626713471923,-0.198477870670046,-0.1997684483725853,-0.135324979665311,-0.0707106781186547,-0.0720029641495878,-0.083633538427986,-0.187016420902636,-0.1986469951810341,-0.1999392812119673,-13000.5810242784,both,random_sampling
526,random_sample_200_points_seed_1415.pkl,200,-0.1351401057500643,-0.0707106781186547,-0.0719992666712829,-0.0835965636449366,-0.186683647855192,-0.1982809448288457,-0.1995695333814739,-0.1368914429474674,-0.0707106781186547,-0.072034293415231,-0.0839468310844172,-0.1898360548105176,-0.2017485924797039,-0.2030722077762801,-13602.35824694157,both,random_sampling
527,random_sample_200_points_seed_42.pkl,200,-0.1367754563074045,-0.0707106781186547,-0.0720319736824297,-0.0839236337564047,-0.1896272788584042,-0.2015189389323792,-0.2028402344961542,-0.1362636342801313,-0.0707106781186547,-0.0720217372418842,-0.08382126935095,-0.1887059992093127,-0.2005055313183784,-0.201816590441608,-12833.731852610115,both,random_sampling
528,random_sample_200_points_seed_456.pkl,200,-0.1343048553870331,-0.0707106781186547,-0.0719825616640223,-0.0834295135723304,-0.1851801972017357,-0.1966271491100439,-0.1978990326554114,-0.1353427819583977,-0.0707106781186547,-0.0720033201954496,-0.0836370988866033,-0.187048465030192,-0.1986822437213457,-0.1999748857981406,-13054.004551072116,both,random_sampling
529,random_sample_200_points_seed_5678.pkl,200,-0.1339385355619435,-0.0707106781186547,-0.0719752352675205,-0.0833562496073124,-0.1845208215165744,-0.1959018358563664,-0.1971663930052322,-0.136069674881618,-0.0707106781186547,-0.072017858053914,-0.0837824774712474,-0.1883568722919886,-0.200121491709322,-0.2014286716445813,-13981.865596551892,both,random_sampling
530,random_sample_200_points_seed_789.pkl,200,-0.1349507163720462,-0.0707106781186547,-0.0719954788837225,-0.083558685769333,-0.1863427469747593,-0.1979059538603698,-0.1991907546254376,-0.135134629791271,-0.0707106781186547,-0.071999157152107,-0.083595468453178,-0.1866737911293641,-0.198270102430435,-0.1995585814638873,-13340.761024255764,both,random_sampling
531,random_sample_200_points_seed_9101.pkl,200,-0.1352472203804061,-0.0707106781186547,-0.0720014089638897,-0.083617986571005,-0.1868764541898072,-0.1984930317969224,-0.1997837626421574,-0.1365438730881186,-0.0707106781186547,-0.072027342018044,-0.0838773171125475,-0.1892104290636898,-0.2010604041581933,-0.2023770680575826,-13682.975650866028,both,random_sampling
532,random_sample_2100_points_seed_1.pkl,2100,-0.0413266023010968,-0.0218217890235992,-0.0222118852891491,-0.0257227516790987,-0.0569304529230948,-0.0604413193130444,-0.0608314155785944,-0.0414872489255329,-0.0218217890235992,-0.0222150982216379,-0.0257548810039859,-0.0572196168470798,-0.0607593996294279,-0.0611527088274665,-3476331.155300065,both,random_sampling
533,random_sample_2100_points_seed_1213.pkl,2100,-0.0413408609191432,-0.0218217890235992,-0.0222121704615101,-0.025725603402708,-0.0569561184355784,-0.0604695513767763,-0.0608599328146872,-0.0414617834752203,-0.0218217890235992,-0.0222145889126316,-0.0257497879139234,-0.0571737790365172,-0.060708978037809,-0.0611017779268414,-3470860.387908033,both,random_sampling
534,random_sample_2100_points_seed_123.pkl,2100,-0.0412499374793548,-0.0218217890235992,-0.0222103519927143,-0.0257074187147503,-0.0567924562439593,-0.0602895229659953,-0.0606780859351104,-0.0415356506354124,-0.0218217890235992,-0.0222160662558355,-0.0257645613459618,-0.057306739924863,-0.0608552350149894,-0.0612495122472257,-3470191.5448211567,both,random_sampling
535,random_sample_2100_points_seed_1234.pkl,2100,-0.0413139463404325,-0.0218217890235992,-0.0222116321699359,-0.0257202204869659,-0.0569076721938991,-0.0604162605109291,-0.0608061036572658,-0.041410438952745,-0.0218217890235992,-0.0222135620221821,-0.0257395190094283,-0.0570813588960616,-0.0606073158833078,-0.0609990888818907,-3466294.409705095,both,random_sampling
536,random_sample_2100_points_seed_1415.pkl,2100,-0.0412207091610869,-0.0218217890235992,-0.0222097674263489,-0.0257015730510967,-0.0567398452710771,-0.0602316508958249,-0.0606196292985747,-0.0414730729292138,-0.0218217890235992,-0.0222148147017115,-0.0257520458047221,-0.0571941000537055,-0.0607313311567161,-0.0611243568348284,-3454144.8898415035,both,random_sampling
537,random_sample_2100_points_seed_42.pkl,2100,-0.0413278669049639,-0.0218217890235992,-0.0222119105812265,-0.0257230045998721,-0.0569327292100557,-0.0604438232287013,-0.0608339447863286,-0.0414148452299311,-0.0218217890235992,-0.0222136501477258,-0.0257404002648656,-0.0570892901949966,-0.0606160403121364,-0.061007901436263,-3467801.0430857157,both,random_sampling
538,random_sample_2100_points_seed_456.pkl,2100,-0.0413438717072578,-0.0218217890235992,-0.0222122306772724,-0.0257262055603309,-0.0569615378541846,-0.0604755127372431,-0.0608659543909163,-0.0414622693392896,-0.0218217890235992,-0.022214598629913,-0.0257498850867373,-0.0571746535918419,-0.0607099400486662,-0.06110274965498,-3461542.3643387705,both,random_sampling
539,random_sample_2100_points_seed_5678.pkl,2100,-0.0412484909363946,-0.0218217890235992,-0.0222103230618551,-0.0257071294061583,-0.0567898524666309,-0.0602866588109341,-0.06067519284919,-0.0414537257846838,-0.0218217890235992,-0.0222144277588209,-0.0257481763758161,-0.0571592751935514,-0.0606930238105467,-0.0610856625457683,-3472128.444221316,both,random_sampling
540,random_sample_2100_points_seed_789.pkl,2100,-0.0412619433248258,-0.0218217890235992,-0.0222105921096237,-0.0257098198838445,-0.0568140667658071,-0.0603132945400279,-0.0607020976260524,-0.0414590026716228,-0.0218217890235992,-0.0222145332965597,-0.0257492317532039,-0.0571687735900417,-0.060703472046686,-0.0610962163196465,-3455713.809877409,both,random_sampling
541,random_sample_2100_points_seed_9101.pkl,2100,-0.0412224936810119,-0.0218217890235992,-0.0222098031167474,-0.0257019299550817,-0.056743057406942,-0.0602351842452763,-0.0606231983384245,-0.0414404820071139,-0.0218217890235992,-0.0222141628832695,-0.0257455276203021,-0.0571354363939257,-0.0606668011309584,-0.0610591749906287,-3472232.448849268,both,random_sampling
542,random_sample_2200_points_seed_1.pkl,2200,-0.0403830204558122,-0.021320071635561,-0.021701330611966,-0.0251326613996112,-0.0556333795120132,-0.0590647102996584,-0.0594459692760634,-0.0405306134116113,-0.021320071635561,-0.021704282471082,-0.0251621799907711,-0.0558990468324516,-0.0593569443521407,-0.0597411551876617,-3826507.6182042593,both,random_sampling
543,random_sample_2200_points_seed_1213.pkl,2200,-0.0403760699457442,-0.021320071635561,-0.0217011916017647,-0.0251312712975976,-0.0556208685938907,-0.0590509482897237,-0.0594320682559274,-0.0405216862851159,-0.021320071635561,-0.0217041039285521,-0.025160394565472,-0.0558829780047599,-0.0593392686416798,-0.0597233009346709,-3817160.412773253,both,random_sampling
544,random_sample_2200_points_seed_123.pkl,2200,-0.0403205550740028,-0.021320071635561,-0.0217000813043298,-0.0251201683232494,-0.0555209418247563,-0.0589410288436758,-0.0593210385124446,-0.0405691255045295,-0.021320071635561,-0.0217050527129404,-0.0251698824093547,-0.0559683685997044,-0.0594331982961187,-0.0598181793734981,-3820350.5989137073,both,random_sampling
545,random_sample_2200_points_seed_1234.pkl,2200,-0.0403648156622644,-0.021320071635561,-0.0217009665160951,-0.0251290204409017,-0.0556006108836272,-0.0590286648084338,-0.0594095596889679,-0.0404482803552727,-0.021320071635561,-0.0217026358099552,-0.0251457133795033,-0.055750847331042,-0.0591939249005901,-0.0595764890749843,-3810375.270877094,both,random_sampling
546,random_sample_2200_points_seed_1415.pkl,2200,-0.0402689907328989,-0.021320071635561,-0.0216990500175078,-0.0251098554550286,-0.0554281260107692,-0.05883893144829,-0.0592179098302368,-0.040524517658922,-0.021320071635561,-0.0217041605560282,-0.0251609608402332,-0.0558880744776108,-0.0593448747618158,-0.059728963682283,-3800822.975287513,both,random_sampling
547,random_sample_2200_points_seed_42.pkl,2200,-0.040372627411005,-0.021320071635561,-0.0217011227510699,-0.0251305827906498,-0.0556146720313602,-0.0590441320709401,-0.059425183186449,-0.0404638689772079,-0.021320071635561,-0.0217029475823939,-0.0251488311038904,-0.0557789068505255,-0.0592247903720219,-0.0596076663188548,-3822451.642172517,both,random_sampling
548,random_sample_2200_points_seed_456.pkl,2200,-0.0403796341337159,-0.021320071635561,-0.0217012628855241,-0.025131984135192,-0.0556272841322399,-0.0590580053819078,-0.0594391966318709,-0.0405000836878578,-0.021320071635561,-0.0217036718766069,-0.0251560740460203,-0.0558440933296952,-0.0592964954991086,-0.0596800957401545,-3805351.760685706,both,random_sampling
549,random_sample_2200_points_seed_5678.pkl,2200,-0.0403117593829721,-0.021320071635561,-0.0216999053905092,-0.0251184091850432,-0.055505109580901,-0.0589236133754349,-0.0593034471303832,-0.0404655428592425,-0.021320071635561,-0.0217029810600346,-0.0251491658802973,-0.0557819198381876,-0.0592281046584503,-0.0596110140829239,-3816170.717754484,both,random_sampling
550,random_sample_2200_points_seed_789.pkl,2200,-0.0403072824472887,-0.021320071635561,-0.0216998158517955,-0.0251175137979065,-0.0554970510966709,-0.0589147490427819,-0.0592944932590165,-0.0404864107451137,-0.021320071635561,-0.021703398417752,-0.0251533394574715,-0.0558194820327558,-0.0592694230724753,-0.0596527498546664,-3800891.4887060914,both,random_sampling
551,random_sample_2200_points_seed_9101.pkl,2200,-0.0402659383507637,-0.021320071635561,-0.021698988969865,-0.0251092449786015,-0.0554226317229258,-0.0588328877316623,-0.0592118050659664,-0.0404742251118944,-0.021320071635561,-0.0217031547050877,-0.0251509023308277,-0.0557975478929611,-0.0592452955187011,-0.0596283785882278,-3822615.288082289,both,random_sampling
552,random_sample_2300_points_seed_1.pkl,2300,-0.039471486889884,-0.0208514414057074,-0.021223842315391,-0.0245754505025427,-0.0543675232772252,-0.057719131464377,-0.0580915323740605,-0.0396281273313827,-0.0208514414057074,-0.0212269751242209,-0.0246067785908425,-0.0546494760719229,-0.0580292795385444,-0.0584048132570579,-4189669.4883209495,both,random_sampling
553,random_sample_2300_points_seed_1213.pkl,2300,-0.0394881819471805,-0.0208514414057074,-0.0212241762165369,-0.024578789514002,-0.0543975743803589,-0.057752187677824,-0.0581249224886535,-0.0396394623772878,-0.0208514414057074,-0.021227201825139,-0.0246090456000235,-0.054669879154552,-0.0580517229294365,-0.0584274833488681,-4184145.5664274506,both,random_sampling
554,random_sample_2300_points_seed_123.pkl,2300,-0.0394211008740728,-0.0208514414057074,-0.0212228345950747,-0.0245653732993805,-0.0542768284487652,-0.057619367153071,-0.0579907603424383,-0.0396772979503789,-0.0208514414057074,-0.0212279585366009,-0.0246166127146417,-0.0547379831861162,-0.058126637364157,-0.0585031544950505,-4189493.00606117,both,random_sampling
555,random_sample_2300_points_seed_1234.pkl,2300,-0.0394759482509859,-0.0208514414057074,-0.021223931542613,-0.0245763427747631,-0.0543755537272086,-0.0577279649593588,-0.0581004550962643,-0.0395498685924316,-0.0208514414057074,-0.0212254099494419,-0.0245911268430523,-0.0545086103418109,-0.0578743272354212,-0.0582482957791557,-4178752.995937121,both,random_sampling
556,random_sample_2300_points_seed_1415.pkl,2300,-0.0393709095836589,-0.0208514414057074,-0.0212218307692665,-0.0245553350412977,-0.0541864841260201,-0.0575199883980513,-0.0578903777616103,-0.0396213827161853,-0.0208514414057074,-0.021226840231917,-0.024605429667803,-0.0546373357645677,-0.0580159252004537,-0.0583913240266633,-4170650.2337651057,both,random_sampling
557,random_sample_2300_points_seed_42.pkl,2300,-0.0394727062179225,-0.0208514414057074,-0.0212238667019517,-0.0245756943681504,-0.0543697180676945,-0.0577215457338932,-0.0580939710301375,-0.0395761616836146,-0.0208514414057074,-0.0212259358112656,-0.0245963854612889,-0.0545559379059404,-0.0579263875559637,-0.0583008819615218,-4189485.5183619214,both,random_sampling
558,random_sample_2300_points_seed_456.pkl,2300,-0.0394935729370972,-0.0208514414057074,-0.0212242840363352,-0.0245798677119854,-0.0544072781622091,-0.0577628618378592,-0.058135704468487,-0.0396278288876452,-0.0208514414057074,-0.0212269691553462,-0.024606718902095,-0.0546489388731954,-0.0580286886199442,-0.058404216369583,-4169361.281454112,both,random_sampling
559,random_sample_2300_points_seed_5678.pkl,2300,-0.0394215574028783,-0.0208514414057074,-0.0212228437256509,-0.0245654646051416,-0.0542776502006151,-0.0576202710801058,-0.0579916734000493,-0.0395627755902296,-0.0208514414057074,-0.0212256680893979,-0.0245937082426119,-0.0545318429378474,-0.0578998830910614,-0.0582741097747518,-4178258.806031445,both,random_sampling
560,random_sample_2300_points_seed_789.pkl,2300,-0.0394265158260962,-0.0208514414057074,-0.0212229428941152,-0.0245664562897852,-0.0542865753624072,-0.0576300887580772,-0.058001590246485,-0.0396020278777579,-0.0208514414057074,-0.0212264531351484,-0.0246015587001175,-0.0546024970553983,-0.0579776026203673,-0.0583526143498084,-4163597.27327657,both,random_sampling
561,random_sample_2300_points_seed_9101.pkl,2300,-0.0393848481134794,-0.0208514414057074,-0.0212221095398629,-0.0245581227472618,-0.0542115734796969,-0.0575475866870959,-0.0579182548212513,-0.0395927677447931,-0.0208514414057074,-0.0212262679324891,-0.0245997066735246,-0.0545858288160616,-0.057959267557097,-0.0583340940838787,-4191281.769407374,both,random_sampling
562,random_sample_2400_points_seed_1.pkl,2400,-0.0386328563741476,-0.0204124145231931,-0.0207768233602122,-0.024056502893384,-0.0532092098549111,-0.056488889388083,-0.056853298225102,-0.0387897560315568,-0.0204124145231931,-0.0207799613533604,-0.0240878828248658,-0.0534916292382477,-0.0567995507097532,-0.0571670975399205,-4576412.567639423,both,random_sampling
563,random_sample_2400_points_seed_1213.pkl,2400,-0.0386464810797397,-0.0204124145231931,-0.020777095854324,-0.0240592278345024,-0.053233734324977,-0.0565158663051554,-0.0568805476362863,-0.0388006760259307,-0.0204124145231931,-0.0207801797532479,-0.0240900668237406,-0.0535112852281207,-0.0568211722986135,-0.0571889375286683,-4567654.461510427,both,random_sampling
564,random_sample_2400_points_seed_123.pkl,2400,-0.0385737160203445,-0.0204124145231931,-0.0207756405531361,-0.0240446748226234,-0.0531027572180657,-0.0563717914875529,-0.0567350175174959,-0.0388305009294958,-0.0204124145231931,-0.0207807762513192,-0.0240960318044536,-0.053564970054538,-0.0568802256076724,-0.0572485873357985,-4578772.967393381,both,random_sampling
565,random_sample_2400_points_seed_1234.pkl,2400,-0.0386702930269153,-0.0204124145231931,-0.0207775720932675,-0.0240639902239375,-0.0532765958298931,-0.0565630139605631,-0.0569281715306375,-0.0387203627733193,-0.0204124145231931,-0.0207785734881956,-0.0240740041732183,-0.0533667213734202,-0.0566621520584429,-0.0570283110234455,-4562658.472422173,both,random_sampling
566,random_sample_2400_points_seed_1415.pkl,2400,-0.0385377686058989,-0.0204124145231931,-0.0207749216048472,-0.0240374853397343,-0.0530380518720636,-0.0563006156069507,-0.0566631226886048,-0.0387699475720819,-0.0204124145231931,-0.0207795651841709,-0.0240839211329709,-0.0534559740111929,-0.0567603299599929,-0.0571274806209707,-4557076.570899865,both,random_sampling
567,random_sample_2400_points_seed_42.pkl,2400,-0.038634518183396,-0.0204124145231931,-0.0207768565963972,-0.0240568352552337,-0.0532122011115584,-0.0564921797703949,-0.056856621843599,-0.0387538985518524,-0.0204124145231931,-0.0207792442037663,-0.024080711328925,-0.0534270857747798,-0.0567285528999385,-0.0570953825805117,-4565234.665675869,both,random_sampling
