initial_set,sampling_type,diversity
sample_state_combined_county_id_10ppc_1000_size_seed_1.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,43968214.77625807
sample_state_combined_county_id_5ppc_800_size_seed_789.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,34004571.41404263
sample_state_combined_county_id_5ppc_400_size_seed_123.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,17551657.48157143
sample_state_combined_county_id_10ppc_400_size_seed_1415.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,16654481.38774673
sample_state_combined_county_id_10ppc_100_size_seed_5678.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,3846126.4515674603
sample_state_combined_county_id_10ppc_700_size_seed_1213.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,29982508.39519515
sample_state_combined_county_id_5ppc_600_size_seed_123.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,26453407.66158196
sample_state_combined_county_id_10ppc_300_size_seed_1234.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,12623572.944270223
sample_state_combined_county_id_10ppc_500_size_seed_1.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,22009279.252980094
sample_state_combined_county_id_5ppc_500_size_seed_42.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,22007239.021561187
sample_state_combined_county_id_5ppc_1100_size_seed_789.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,43124467.94736878
sample_state_combined_county_id_5ppc_900_size_seed_9101.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,37170334.68492583
sample_state_combined_county_id_10ppc_400_size_seed_456.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,17325062.817486145
sample_state_combined_county_id_10ppc_100_size_seed_789.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,3620308.0758767133
sample_state_combined_county_id_5ppc_300_size_seed_456.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,13072708.039596865
sample_state_combined_county_id_5ppc_900_size_seed_1.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,37172798.432903565
sample_state_combined_county_id_10ppc_900_size_seed_1415.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,38890250.46425417
sample_state_combined_county_id_10ppc_900_size_seed_5678.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,38934344.51498965
sample_state_combined_county_id_10ppc_1000_size_seed_789.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,44133192.24493584
sample_state_combined_county_id_10ppc_1000_size_seed_1213.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,43962407.84258552
sample_state_combined_county_id_10ppc_200_size_seed_1213.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,7679760.7675877
sample_state_combined_county_id_10ppc_150_size_seed_123.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,5878017.106887795
sample_state_combined_county_id_10ppc_1100_size_seed_1213.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,47884338.377467394
sample_state_combined_county_id_10ppc_300_size_seed_1415.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,12624345.712553918
sample_state_combined_county_id_5ppc_1000_size_seed_9101.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,40677587.14501346
sample_state_combined_county_id_10ppc_200_size_seed_42.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,7590565.675273747
sample_state_combined_county_id_10ppc_150_size_seed_456.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,5877431.671582438
sample_state_combined_county_id_10ppc_800_size_seed_5678.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,35023430.71336302
sample_state_combined_county_id_10ppc_900_size_seed_456.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,39323867.41101951
sample_state_combined_county_id_10ppc_1000_size_seed_42.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,43530911.02205426
sample_state_combined_county_id_10ppc_200_size_seed_456.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,7680501.8390159095
sample_state_combined_county_id_10ppc_1000_size_seed_5678.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,43618310.92986628
sample_state_combined_county_id_10ppc_1100_size_seed_42.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,47585984.77456841
sample_state_combined_county_id_5ppc_700_size_seed_456.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,30654729.7164922
sample_state_combined_county_id_10ppc_700_size_seed_1234.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,30253296.25927039
sample_state_combined_county_id_5ppc_500_size_seed_5678.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,22006905.162857186
sample_state_combined_county_id_5ppc_600_size_seed_1.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,26450512.467112746
sample_state_combined_county_id_10ppc_700_size_seed_1.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,29993456.06236743
sample_state_combined_county_id_10ppc_500_size_seed_1234.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,21783283.962023783
sample_state_combined_county_id_10ppc_600_size_seed_789.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,25957259.475199
sample_state_combined_county_id_5ppc_100_size_seed_1213.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,3846133.148983408
sample_state_combined_county_id_5ppc_500_size_seed_1415.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,22008415.631469112
sample_state_combined_county_id_10ppc_300_size_seed_1213.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,12622583.510751188
sample_state_combined_county_id_10ppc_700_size_seed_1415.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,29903290.12746309
sample_state_combined_county_id_10ppc_500_size_seed_9101.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,21918373.18600965
sample_state_combined_county_id_5ppc_900_size_seed_1234.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,37255444.76167621
sample_state_combined_county_id_10ppc_100_size_seed_456.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,3620298.102939338
sample_state_combined_county_id_10ppc_900_size_seed_9101.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,38928230.56367064
sample_state_combined_county_id_5ppc_100_size_seed_42.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,3846311.1209264887
sample_state_combined_county_id_10ppc_600_size_seed_9101.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,25873220.3423251
sample_state_combined_county_id_10ppc_300_size_seed_42.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,12445759.684438156
sample_state_combined_county_id_5ppc_150_size_seed_1415.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,6328466.436987802
sample_state_combined_county_id_10ppc_700_size_seed_123.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,29646022.751429852
sample_state_combined_county_id_10ppc_700_size_seed_5678.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,29948254.20466643
sample_state_combined_county_id_10ppc_150_size_seed_1234.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,5561833.556740892
sample_state_combined_county_id_5ppc_150_size_seed_789.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,6328573.578249797
sample_state_combined_county_id_5ppc_1100_size_seed_123.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,42998490.606455974
sample_state_combined_county_id_5ppc_600_size_seed_456.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,26405665.326245002
sample_state_combined_county_id_5ppc_300_size_seed_1213.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,13071225.042646566
sample_state_combined_county_id_5ppc_200_size_seed_1415.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,8355645.7124750065
sample_state_combined_county_id_5ppc_800_size_seed_1.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,33960550.23231918
sample_state_combined_county_id_10ppc_600_size_seed_42.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,26271074.299237736
sample_state_combined_county_id_10ppc_100_size_seed_1.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,3846230.4261629474
sample_state_combined_county_id_5ppc_1000_size_seed_1415.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,40634774.86145502
sample_state_combined_county_id_5ppc_200_size_seed_1213.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,8355025.884403442
sample_state_combined_county_id_10ppc_100_size_seed_1415.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,3620432.5149956946
sample_state_combined_county_id_5ppc_400_size_seed_1213.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,17546346.298380308
sample_state_combined_county_id_5ppc_700_size_seed_123.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,30702437.6519089
sample_state_combined_county_id_5ppc_100_size_seed_1415.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,3846234.5742118848
sample_state_combined_county_id_10ppc_900_size_seed_1234.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,39364638.59242283
sample_state_combined_county_id_10ppc_200_size_seed_789.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,7680146.409278193
sample_state_combined_county_id_5ppc_800_size_seed_1213.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,33913279.98629016
sample_state_combined_county_id_5ppc_700_size_seed_1.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,30653786.91521322
sample_state_combined_county_id_5ppc_1000_size_seed_5678.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,40591246.331538886
sample_state_combined_county_id_10ppc_300_size_seed_1.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,12714277.544345595
sample_state_combined_county_id_5ppc_400_size_seed_456.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,17503985.954074465
sample_state_combined_county_id_10ppc_400_size_seed_42.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,17101422.407450933
sample_state_combined_county_id_5ppc_300_size_seed_5678.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,13072543.798472354
sample_state_combined_county_id_10ppc_900_size_seed_1.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,38757964.47955667
sample_state_combined_county_id_5ppc_150_size_seed_1213.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,6328277.504076943
sample_state_combined_county_id_10ppc_200_size_seed_123.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,7680866.122111448
sample_state_combined_county_id_10ppc_200_size_seed_5678.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,7905216.31755167
sample_state_combined_county_id_5ppc_800_size_seed_5678.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,34006822.35942999
sample_state_combined_county_id_5ppc_150_size_seed_5678.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,6328288.058453724
sample_state_combined_county_id_5ppc_900_size_seed_123.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,37308580.35708194
sample_state_combined_county_id_5ppc_800_size_seed_9101.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,34093560.71612026
sample_state_combined_county_id_5ppc_300_size_seed_1234.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,13072712.584586063
sample_state_combined_county_id_5ppc_600_size_seed_1234.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,26448477.917928185
sample_state_combined_county_id_5ppc_900_size_seed_5678.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,37303287.094922654
sample_state_combined_county_id_10ppc_200_size_seed_9101.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,7680341.121248224
sample_state_combined_county_id_5ppc_100_size_seed_9101.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,3846283.600565244
sample_state_combined_county_id_10ppc_700_size_seed_42.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,30212008.552292332
sample_state_combined_county_id_5ppc_500_size_seed_1213.pkl,cluster_sampling_fixedstrata_Idaho_16-Louisiana_22-Mississippi_28-New Mexico_35-Pennsylvania_42,22006788.793325733
IDS_top50_urban_300_points_probabilistic_300_size_seed_1.pkl,convenience_sampling_urban_based,13515276.647092627
IDS_top50_urban_400_points_probabilistic_400_size_seed_1213.pkl,convenience_sampling_urban_based,17985678.8213445
IDS_top10_urban_500_points_probabilistic_500_size_seed_9101.pkl,convenience_sampling_urban_based,22437291.119864985
IDS_top20_urban_1000_points_probabilistic_1000_size_seed_1415.pkl,convenience_sampling_urban_based,44429465.916490614
IDS_top50_urban_800_points_probabilistic_800_size_seed_9101.pkl,convenience_sampling_urban_based,35683688.31334672
IDS_top50_urban_800_points_probabilistic_800_size_seed_1213.pkl,convenience_sampling_urban_based,35684204.0376936
IDS_top20_urban_600_points_probabilistic_600_size_seed_789.pkl,convenience_sampling_urban_based,26872110.528387222
IDS_top20_urban_1000_points_probabilistic_1000_size_seed_5678.pkl,convenience_sampling_urban_based,44427673.50689533
IDS_top20_urban_400_points_probabilistic_400_size_seed_1234.pkl,convenience_sampling_urban_based,17985203.17273015
IDS_top50_urban_200_points_probabilistic_200_size_seed_1213.pkl,convenience_sampling_urban_based,9028446.856819483
IDS_top10_urban_600_points_probabilistic_600_size_seed_9101.pkl,convenience_sampling_urban_based,26870287.042806868
IDS_top20_urban_300_points_probabilistic_300_size_seed_5678.pkl,convenience_sampling_urban_based,13515139.900622593
IDS_top10_urban_300_points_probabilistic_seed_5678.pkl,convenience_sampling_urban_based,13515604.453417884
IDS_top50_urban_200_points_probabilistic_200_size_seed_9101.pkl,convenience_sampling_urban_based,9028284.029700967
IDS_top20_urban_500_points_probabilistic_500_size_seed_42.pkl,convenience_sampling_urban_based,22436815.860916927
IDS_top20_urban_300_points_probabilistic_300_size_seed_456.pkl,convenience_sampling_urban_based,13515616.964349614
IDS_top50_urban_900_points_probabilistic_900_size_seed_1213.pkl,convenience_sampling_urban_based,40064550.61314584
IDS_top50_urban_200_points_probabilistic_200_size_seed_1234.pkl,convenience_sampling_urban_based,9028354.65982625
IDS_top20_urban_300_points_probabilistic_300_size_seed_1213.pkl,convenience_sampling_urban_based,13516102.124721901
IDS_top10_urban_300_points_probabilistic_seed_42.pkl,convenience_sampling_urban_based,13515121.945375161
IDS_top10_urban_300_points_probabilistic_300_size_seed_1.pkl,convenience_sampling_urban_based,13515333.499518143
IDS_top10_urban_100_points_probabilistic_100_size_seed_1415.pkl,convenience_sampling_urban_based,4523166.909754948
IDS_top10_urban_900_points_probabilistic_seed_456.pkl,convenience_sampling_urban_based,40062805.00757812
IDS_top10_urban_600_points_probabilistic_600_size_seed_456.pkl,convenience_sampling_urban_based,26870460.428039465
IDS_top10_urban_600_points_probabilistic_600_size_seed_1415.pkl,convenience_sampling_urban_based,26869308.190653536
IDS_top20_urban_100_points_probabilistic_100_size_seed_456.pkl,convenience_sampling_urban_based,4523010.432833211
IDS_top50_urban_1000_points_probabilistic_1000_size_seed_1213.pkl,convenience_sampling_urban_based,44427001.79347232
IDS_top20_urban_800_points_probabilistic_800_size_seed_1415.pkl,convenience_sampling_urban_based,35685266.77829815
IDS_top50_urban_300_points_probabilistic_300_size_seed_123.pkl,convenience_sampling_urban_based,13515792.081475781
IDS_top10_urban_200_points_probabilistic_seed_789.pkl,convenience_sampling_urban_based,9027958.780264767
IDS_top10_urban_300_points_probabilistic_300_size_seed_123.pkl,convenience_sampling_urban_based,13515726.827053891
IDS_top10_urban_200_points_probabilistic_seed_123.pkl,convenience_sampling_urban_based,9028239.402781816
IDS_top10_urban_900_points_probabilistic_seed_1415.pkl,convenience_sampling_urban_based,40062746.45494251
IDS_top10_urban_500_points_probabilistic_seed_456.pkl,convenience_sampling_urban_based,22436530.6555465
IDS_top20_urban_400_points_probabilistic_400_size_seed_1.pkl,convenience_sampling_urban_based,17985316.244531337
IDS_top10_urban_500_points_probabilistic_seed_42.pkl,convenience_sampling_urban_based,22435513.317936644
IDS_top10_urban_700_points_probabilistic_700_size_seed_789.pkl,convenience_sampling_urban_based,31283444.583929706
IDS_top10_urban_1000_points_probabilistic_1000_size_seed_123.pkl,convenience_sampling_urban_based,44429634.77368465
IDS_top10_urban_600_points_probabilistic_seed_1.pkl,convenience_sampling_urban_based,26870107.119819913
IDS_top50_urban_100_points_probabilistic_100_size_seed_1.pkl,convenience_sampling_urban_based,4523116.544018463
IDS_top10_urban_400_points_probabilistic_400_size_seed_1415.pkl,convenience_sampling_urban_based,17984291.16268814
IDS_top50_urban_200_points_probabilistic_200_size_seed_1.pkl,convenience_sampling_urban_based,9027924.590486856
IDS_top10_urban_400_points_probabilistic_seed_1.pkl,convenience_sampling_urban_based,17985155.753872517
IDS_top20_urban_100_points_probabilistic_100_size_seed_1234.pkl,convenience_sampling_urban_based,4523156.190994457
IDS_top10_urban_900_points_probabilistic_900_size_seed_789.pkl,convenience_sampling_urban_based,40059640.78533901
IDS_top50_urban_600_points_probabilistic_600_size_seed_1415.pkl,convenience_sampling_urban_based,26871344.111889187
IDS_top20_urban_500_points_probabilistic_500_size_seed_1234.pkl,convenience_sampling_urban_based,22437217.0725611
IDS_top10_urban_200_points_probabilistic_seed_42.pkl,convenience_sampling_urban_based,9028121.147458555
IDS_top10_urban_500_points_probabilistic_seed_1415.pkl,convenience_sampling_urban_based,22434686.206898823
IDS_top20_urban_600_points_probabilistic_600_size_seed_5678.pkl,convenience_sampling_urban_based,26869735.54236171
IDS_top10_urban_300_points_probabilistic_300_size_seed_1234.pkl,convenience_sampling_urban_based,13514806.410374807
IDS_top50_urban_100_points_probabilistic_100_size_seed_9101.pkl,convenience_sampling_urban_based,4523060.19544311
IDS_top50_urban_500_points_probabilistic_500_size_seed_42.pkl,convenience_sampling_urban_based,22437732.601520434
IDS_top50_urban_600_points_probabilistic_600_size_seed_42.pkl,convenience_sampling_urban_based,26871845.899264667
IDS_top10_urban_700_points_probabilistic_700_size_seed_1213.pkl,convenience_sampling_urban_based,31283770.157833416
IDS_top50_urban_200_points_probabilistic_200_size_seed_5678.pkl,convenience_sampling_urban_based,9028379.616992207
IDS_top20_urban_100_points_probabilistic_100_size_seed_9101.pkl,convenience_sampling_urban_based,4523020.382654325
IDS_top20_urban_200_points_probabilistic_200_size_seed_123.pkl,convenience_sampling_urban_based,9028546.186860474
IDS_top50_urban_100_points_probabilistic_100_size_seed_42.pkl,convenience_sampling_urban_based,4523243.419646398
IDS_top10_urban_100_points_probabilistic_100_size_seed_123.pkl,convenience_sampling_urban_based,4523118.685282187
IDS_top50_urban_500_points_probabilistic_500_size_seed_1234.pkl,convenience_sampling_urban_based,22435936.24529876
IDS_top10_urban_300_points_probabilistic_seed_789.pkl,convenience_sampling_urban_based,13515118.659786867
IDS_top10_urban_600_points_probabilistic_600_size_seed_1213.pkl,convenience_sampling_urban_based,26867934.8687301
IDS_top20_urban_400_points_probabilistic_400_size_seed_789.pkl,convenience_sampling_urban_based,17985895.803953055
IDS_top50_urban_600_points_probabilistic_600_size_seed_123.pkl,convenience_sampling_urban_based,26873354.52683172
IDS_top50_urban_600_points_probabilistic_600_size_seed_1234.pkl,convenience_sampling_urban_based,26868666.899784718
IDS_top10_urban_500_points_probabilistic_500_size_seed_1213.pkl,convenience_sampling_urban_based,22434938.55280651
IDS_top20_urban_300_points_probabilistic_300_size_seed_123.pkl,convenience_sampling_urban_based,13515761.085970806
IDS_top20_urban_500_points_probabilistic_500_size_seed_5678.pkl,convenience_sampling_urban_based,22436046.422981635
IDS_top50_urban_1000_points_probabilistic_1000_size_seed_9101.pkl,convenience_sampling_urban_based,44425977.543537825
IDS_top20_urban_700_points_probabilistic_700_size_seed_1213.pkl,convenience_sampling_urban_based,31286970.0548216
IDS_top20_urban_400_points_probabilistic_400_size_seed_123.pkl,convenience_sampling_urban_based,17985249.800275926
IDS_top50_urban_500_points_probabilistic_500_size_seed_123.pkl,convenience_sampling_urban_based,22438511.46900256
IDS_top10_urban_100_points_probabilistic_seed_9101.pkl,convenience_sampling_urban_based,4523129.527874903
IDS_top50_urban_300_points_probabilistic_300_size_seed_1234.pkl,convenience_sampling_urban_based,13515559.705274032
IDS_top10_urban_200_points_probabilistic_seed_1234.pkl,convenience_sampling_urban_based,9028297.51860133
IDS_top10_urban_900_points_probabilistic_seed_123.pkl,convenience_sampling_urban_based,40065207.99013005
IDS_top50_urban_100_points_probabilistic_100_size_seed_5678.pkl,convenience_sampling_urban_based,4523085.666549162
IDS_top10_urban_300_points_probabilistic_seed_1234.pkl,convenience_sampling_urban_based,13514806.410374807
IDS_top50_urban_700_points_probabilistic_700_size_seed_1415.pkl,convenience_sampling_urban_based,31288233.067020226
IDS_top10_urban_800_points_probabilistic_800_size_seed_123.pkl,convenience_sampling_urban_based,35685040.484734036
IDS_top10_urban_600_points_probabilistic_seed_456.pkl,convenience_sampling_urban_based,26870460.428039465
IDS_top10_urban_100_points_probabilistic_100_size_seed_5678.pkl,convenience_sampling_urban_based,4523162.696204917
IDS_top20_urban_200_points_probabilistic_200_size_seed_42.pkl,convenience_sampling_urban_based,9028121.40447131
IDS_top10_urban_100_points_probabilistic_100_size_seed_1.pkl,convenience_sampling_urban_based,4523135.69413145
IDS_top10_urban_400_points_probabilistic_seed_9101.pkl,convenience_sampling_urban_based,17985789.089727048
IDS_top10_urban_800_points_probabilistic_seed_9101.pkl,convenience_sampling_urban_based,35683370.69011811
IDS_top10_urban_1000_points_probabilistic_1000_size_seed_1234.pkl,convenience_sampling_urban_based,44420769.53753504
IDS_top10_urban_900_points_probabilistic_seed_1213.pkl,convenience_sampling_urban_based,40061470.08076267
IDS_top10_urban_100_points_probabilistic_seed_123.pkl,convenience_sampling_urban_based,4523118.685282187
IDS_top50_urban_1000_points_probabilistic_1000_size_seed_1415.pkl,convenience_sampling_urban_based,44429889.40777674
IDS_top50_urban_500_points_probabilistic_500_size_seed_456.pkl,convenience_sampling_urban_based,22435772.40426536
IDS_top50_urban_300_points_probabilistic_300_size_seed_42.pkl,convenience_sampling_urban_based,13516327.375117587
IDS_top10_urban_300_points_probabilistic_seed_1.pkl,convenience_sampling_urban_based,13515333.499518143
IDS_top10_urban_600_points_probabilistic_seed_1415.pkl,convenience_sampling_urban_based,26869308.190653536
IDS_top10_urban_100_points_probabilistic_100_size_seed_456.pkl,convenience_sampling_urban_based,4523320.328399495
