initial_set,sampling_type,diversity
IDS_top10_urban_600_points_probabilistic_600_size_seed_1234.pkl,convenience_sampling_urban_based,26866517.593276832
IDS_top10_urban_900_points_probabilistic_900_size_seed_1.pkl,convenience_sampling_urban_based,40062717.38431163
IDS_top10_urban_400_points_probabilistic_seed_1415.pkl,convenience_sampling_urban_based,17984291.16268814
IDS_top10_urban_500_points_probabilistic_500_size_seed_1415.pkl,convenience_sampling_urban_based,22434686.206898823
IDS_top10_urban_500_points_probabilistic_500_size_seed_1234.pkl,convenience_sampling_urban_based,22433807.78557034
IDS_top10_urban_700_points_probabilistic_seed_5678.pkl,convenience_sampling_urban_based,31286011.06424867
IDS_top50_urban_100_points_probabilistic_100_size_seed_789.pkl,convenience_sampling_urban_based,4522965.372414426
IDS_top10_urban_800_points_probabilistic_800_size_seed_5678.pkl,convenience_sampling_urban_based,35682642.36860258
IDS_top10_urban_700_points_probabilistic_seed_42.pkl,convenience_sampling_urban_based,31283834.19060268
IDS_top20_urban_700_points_probabilistic_700_size_seed_9101.pkl,convenience_sampling_urban_based,31285782.942181606
IDS_top10_urban_700_points_probabilistic_seed_1.pkl,convenience_sampling_urban_based,31285753.008663524
IDS_top10_urban_900_points_probabilistic_seed_42.pkl,convenience_sampling_urban_based,40060719.19696303
IDS_top10_urban_300_points_probabilistic_300_size_seed_1213.pkl,convenience_sampling_urban_based,13514734.564416872
IDS_top20_urban_800_points_probabilistic_800_size_seed_9101.pkl,convenience_sampling_urban_based,35683193.11844135
IDS_top20_urban_400_points_probabilistic_400_size_seed_1415.pkl,convenience_sampling_urban_based,17985197.283110086
IDS_top10_urban_800_points_probabilistic_seed_5678.pkl,convenience_sampling_urban_based,35682642.36860258
IDS_top50_urban_100_points_probabilistic_100_size_seed_456.pkl,convenience_sampling_urban_based,4523147.232479469
IDS_top10_urban_100_points_probabilistic_seed_789.pkl,convenience_sampling_urban_based,4522977.276055173
IDS_top10_urban_700_points_probabilistic_700_size_seed_456.pkl,convenience_sampling_urban_based,31285411.3764198
IDS_top20_urban_900_points_probabilistic_900_size_seed_5678.pkl,convenience_sampling_urban_based,40064527.490435615
IDS_top50_urban_800_points_probabilistic_800_size_seed_42.pkl,convenience_sampling_urban_based,35685171.95963497
IDS_top50_urban_1000_points_probabilistic_1000_size_seed_5678.pkl,convenience_sampling_urban_based,44426023.54606491
IDS_top20_urban_1000_points_probabilistic_1000_size_seed_789.pkl,convenience_sampling_urban_based,44428131.234954
IDS_top10_urban_400_points_probabilistic_seed_123.pkl,convenience_sampling_urban_based,17985613.37090409
IDS_top10_urban_300_points_probabilistic_300_size_seed_789.pkl,convenience_sampling_urban_based,13515118.659786867
IDS_top50_urban_300_points_probabilistic_300_size_seed_1213.pkl,convenience_sampling_urban_based,13515812.565453636
IDS_top10_urban_500_points_probabilistic_seed_1213.pkl,convenience_sampling_urban_based,22434938.55280651
IDS_top10_urban_200_points_probabilistic_seed_456.pkl,convenience_sampling_urban_based,9028748.421390506
IDS_top20_urban_500_points_probabilistic_500_size_seed_9101.pkl,convenience_sampling_urban_based,22436785.10030611
IDS_top50_urban_800_points_probabilistic_800_size_seed_1.pkl,convenience_sampling_urban_based,35681424.333620675
IDS_top10_urban_800_points_probabilistic_seed_789.pkl,convenience_sampling_urban_based,35679913.5669759
IDS_top10_urban_800_points_probabilistic_800_size_seed_1213.pkl,convenience_sampling_urban_based,35681875.20882625
IDS_top10_urban_400_points_probabilistic_400_size_seed_1234.pkl,convenience_sampling_urban_based,17983418.43195683
IDS_top20_urban_300_points_probabilistic_300_size_seed_789.pkl,convenience_sampling_urban_based,13516819.257515715
IDS_top20_urban_800_points_probabilistic_800_size_seed_789.pkl,convenience_sampling_urban_based,35686717.2113379
IDS_top10_urban_200_points_probabilistic_seed_1213.pkl,convenience_sampling_urban_based,9027791.303050967
IDS_top10_urban_800_points_probabilistic_seed_1213.pkl,convenience_sampling_urban_based,35681875.20882625
IDS_top10_urban_200_points_probabilistic_200_size_seed_1213.pkl,convenience_sampling_urban_based,9027791.303050967
IDS_top50_urban_900_points_probabilistic_900_size_seed_5678.pkl,convenience_sampling_urban_based,40065157.041553214
IDS_top20_urban_900_points_probabilistic_900_size_seed_1234.pkl,convenience_sampling_urban_based,40066306.287532166
IDS_top20_urban_900_points_probabilistic_900_size_seed_789.pkl,convenience_sampling_urban_based,40065717.139602944
IDS_top10_urban_700_points_probabilistic_seed_9101.pkl,convenience_sampling_urban_based,31286511.169529904
IDS_top20_urban_100_points_probabilistic_100_size_seed_5678.pkl,convenience_sampling_urban_based,4523269.036813573
IDS_top50_urban_800_points_probabilistic_800_size_seed_1415.pkl,convenience_sampling_urban_based,35686766.310818054
IDS_top50_urban_500_points_probabilistic_500_size_seed_1213.pkl,convenience_sampling_urban_based,22436969.701786295
IDS_top50_urban_100_points_probabilistic_100_size_seed_1234.pkl,convenience_sampling_urban_based,4523196.428337828
IDS_top10_urban_500_points_probabilistic_500_size_seed_42.pkl,convenience_sampling_urban_based,22435513.317936644
IDS_top10_urban_900_points_probabilistic_900_size_seed_123.pkl,convenience_sampling_urban_based,40065207.99013005
IDS_top50_urban_400_points_probabilistic_400_size_seed_789.pkl,convenience_sampling_urban_based,17985038.309092466
IDS_top20_urban_200_points_probabilistic_200_size_seed_1.pkl,convenience_sampling_urban_based,9028495.637953075
IDS_top10_urban_100_points_probabilistic_100_size_seed_1234.pkl,convenience_sampling_urban_based,4523195.377165751
IDS_top10_urban_500_points_probabilistic_seed_789.pkl,convenience_sampling_urban_based,22434632.739295796
IDS_top20_urban_1000_points_probabilistic_1000_size_seed_9101.pkl,convenience_sampling_urban_based,44425295.23215762
IDS_top10_urban_500_points_probabilistic_500_size_seed_1.pkl,convenience_sampling_urban_based,22436090.10367079
IDS_top50_urban_900_points_probabilistic_900_size_seed_456.pkl,convenience_sampling_urban_based,40061201.91644391
IDS_top10_urban_400_points_probabilistic_400_size_seed_456.pkl,convenience_sampling_urban_based,17985242.31178892
IDS_top10_urban_100_points_probabilistic_100_size_seed_789.pkl,convenience_sampling_urban_based,4522977.276055173
IDS_top50_urban_900_points_probabilistic_900_size_seed_123.pkl,convenience_sampling_urban_based,40066468.2924086
IDS_top10_urban_1000_points_probabilistic_1000_size_seed_1213.pkl,convenience_sampling_urban_based,44426144.77818158
IDS_top50_urban_400_points_probabilistic_400_size_seed_456.pkl,convenience_sampling_urban_based,17984073.769493345
IDS_top10_urban_400_points_probabilistic_seed_42.pkl,convenience_sampling_urban_based,17984124.091592345
IDS_top20_urban_1000_points_probabilistic_1000_size_seed_1234.pkl,convenience_sampling_urban_based,44429159.90492123
IDS_top10_urban_900_points_probabilistic_900_size_seed_5678.pkl,convenience_sampling_urban_based,40062611.98011472
IDS_top10_urban_700_points_probabilistic_seed_456.pkl,convenience_sampling_urban_based,31285411.3764198
IDS_top20_urban_100_points_probabilistic_100_size_seed_789.pkl,convenience_sampling_urban_based,4523171.683798627
IDS_top20_urban_900_points_probabilistic_900_size_seed_123.pkl,convenience_sampling_urban_based,40066727.21040072
IDS_top50_urban_700_points_probabilistic_700_size_seed_1.pkl,convenience_sampling_urban_based,31284717.310603607
IDS_top10_urban_400_points_probabilistic_seed_789.pkl,convenience_sampling_urban_based,17983835.92765135
IDS_top10_urban_300_points_probabilistic_seed_456.pkl,convenience_sampling_urban_based,13516090.185196506
IDS_top10_urban_500_points_probabilistic_seed_5678.pkl,convenience_sampling_urban_based,22436760.13015528
IDS_top10_urban_200_points_probabilistic_200_size_seed_123.pkl,convenience_sampling_urban_based,9028239.402781816
IDS_top20_urban_500_points_probabilistic_500_size_seed_1415.pkl,convenience_sampling_urban_based,22436312.90965064
IDS_top10_urban_200_points_probabilistic_seed_9101.pkl,convenience_sampling_urban_based,9028399.75640169
IDS_top20_urban_100_points_probabilistic_100_size_seed_1415.pkl,convenience_sampling_urban_based,4523101.607722239
IDS_top10_urban_700_points_probabilistic_700_size_seed_123.pkl,convenience_sampling_urban_based,31286229.56203537
IDS_top10_urban_700_points_probabilistic_700_size_seed_5678.pkl,convenience_sampling_urban_based,31286011.06424867
IDS_top10_urban_100_points_probabilistic_100_size_seed_1213.pkl,convenience_sampling_urban_based,4523058.572406785
IDS_top10_urban_900_points_probabilistic_seed_789.pkl,convenience_sampling_urban_based,40059640.78533901
IDS_top10_urban_300_points_probabilistic_seed_123.pkl,convenience_sampling_urban_based,13515726.827053891
IDS_top20_urban_200_points_probabilistic_200_size_seed_1415.pkl,convenience_sampling_urban_based,9028283.282478722
IDS_top10_urban_500_points_probabilistic_500_size_seed_5678.pkl,convenience_sampling_urban_based,22436760.13015528
IDS_top20_urban_600_points_probabilistic_600_size_seed_1213.pkl,convenience_sampling_urban_based,26872712.89920089
IDS_top50_urban_700_points_probabilistic_700_size_seed_789.pkl,convenience_sampling_urban_based,31287161.764660735
IDS_top10_urban_300_points_probabilistic_seed_9101.pkl,convenience_sampling_urban_based,13515730.772634314
IDS_top10_urban_900_points_probabilistic_900_size_seed_1234.pkl,convenience_sampling_urban_based,40058655.97726561
IDS_top20_urban_100_points_probabilistic_100_size_seed_1.pkl,convenience_sampling_urban_based,4523246.796729819
IDS_top10_urban_300_points_probabilistic_300_size_seed_42.pkl,convenience_sampling_urban_based,13515121.945375161
IDS_top50_urban_900_points_probabilistic_900_size_seed_1234.pkl,convenience_sampling_urban_based,40062375.463067584
IDS_top10_urban_800_points_probabilistic_800_size_seed_456.pkl,convenience_sampling_urban_based,35682274.48596404
IDS_top50_urban_500_points_probabilistic_500_size_seed_9101.pkl,convenience_sampling_urban_based,22436542.00103371
IDS_top20_urban_800_points_probabilistic_800_size_seed_1213.pkl,convenience_sampling_urban_based,35685814.3011832
IDS_top20_urban_800_points_probabilistic_800_size_seed_1234.pkl,convenience_sampling_urban_based,35685114.40545965
IDS_top50_urban_800_points_probabilistic_800_size_seed_5678.pkl,convenience_sampling_urban_based,35684512.183897026
IDS_top50_urban_800_points_probabilistic_800_size_seed_1234.pkl,convenience_sampling_urban_based,35681596.06069217
IDS_top20_urban_400_points_probabilistic_400_size_seed_456.pkl,convenience_sampling_urban_based,17985575.284681503
IDS_top50_urban_300_points_probabilistic_300_size_seed_789.pkl,convenience_sampling_urban_based,13515376.352484332
IDS_top20_urban_400_points_probabilistic_400_size_seed_9101.pkl,convenience_sampling_urban_based,17986050.24136666
IDS_top20_urban_600_points_probabilistic_600_size_seed_1415.pkl,convenience_sampling_urban_based,26870632.405735407
IDS_top20_urban_800_points_probabilistic_800_size_seed_5678.pkl,convenience_sampling_urban_based,35683983.571552284
IDS_top10_urban_600_points_probabilistic_600_size_seed_5678.pkl,convenience_sampling_urban_based,26870486.809050832
IDS_top10_urban_800_points_probabilistic_800_size_seed_42.pkl,convenience_sampling_urban_based,35681672.424825795
IDS_top50_urban_300_points_probabilistic_300_size_seed_456.pkl,convenience_sampling_urban_based,13515502.809090005
IDS_top10_urban_200_points_probabilistic_200_size_seed_1415.pkl,convenience_sampling_urban_based,9028175.558132144
IDS_top10_urban_1000_points_probabilistic_seed_456.pkl,convenience_sampling_urban_based,44424254.18191174
IDS_top50_urban_800_points_probabilistic_800_size_seed_123.pkl,convenience_sampling_urban_based,35687048.68345339
IDS_top10_urban_800_points_probabilistic_seed_456.pkl,convenience_sampling_urban_based,35682274.48596404
IDS_top10_urban_700_points_probabilistic_700_size_seed_9101.pkl,convenience_sampling_urban_based,31286511.169529904
IDS_top50_urban_500_points_probabilistic_500_size_seed_1.pkl,convenience_sampling_urban_based,22436516.797465637
IDS_top20_urban_200_points_probabilistic_200_size_seed_456.pkl,convenience_sampling_urban_based,9028308.425676556
IDS_top50_urban_700_points_probabilistic_700_size_seed_1234.pkl,convenience_sampling_urban_based,31284155.85332348
IDS_top10_urban_600_points_probabilistic_seed_1213.pkl,convenience_sampling_urban_based,26867934.8687301
IDS_top10_urban_500_points_probabilistic_seed_1234.pkl,convenience_sampling_urban_based,22433807.78557034
IDS_top10_urban_800_points_probabilistic_seed_1415.pkl,convenience_sampling_urban_based,35681774.889104195
IDS_top10_urban_600_points_probabilistic_600_size_seed_1.pkl,convenience_sampling_urban_based,26870107.119819913
IDS_top10_urban_800_points_probabilistic_seed_1.pkl,convenience_sampling_urban_based,35683309.376304395
IDS_top50_urban_900_points_probabilistic_900_size_seed_42.pkl,convenience_sampling_urban_based,40066747.392640024
IDS_top10_urban_700_points_probabilistic_seed_123.pkl,convenience_sampling_urban_based,31286229.56203537
IDS_top50_urban_900_points_probabilistic_900_size_seed_1.pkl,convenience_sampling_urban_based,40060720.01237388
IDS_top20_urban_300_points_probabilistic_300_size_seed_42.pkl,convenience_sampling_urban_based,13515611.316019462
IDS_top10_urban_800_points_probabilistic_800_size_seed_9101.pkl,convenience_sampling_urban_based,35683370.69011811
IDS_top50_urban_600_points_probabilistic_600_size_seed_5678.pkl,convenience_sampling_urban_based,26870441.123531196
IDS_top10_urban_900_points_probabilistic_900_size_seed_9101.pkl,convenience_sampling_urban_based,40065070.910252444
IDS_top50_urban_1000_points_probabilistic_1000_size_seed_42.pkl,convenience_sampling_urban_based,44429989.061698556
IDS_top10_urban_1000_points_probabilistic_seed_42.pkl,convenience_sampling_urban_based,44421715.693030745
IDS_top50_urban_400_points_probabilistic_400_size_seed_1234.pkl,convenience_sampling_urban_based,17984501.462758426
IDS_top10_urban_1000_points_probabilistic_1000_size_seed_789.pkl,convenience_sampling_urban_based,44419605.40464604
IDS_top20_urban_700_points_probabilistic_700_size_seed_1415.pkl,convenience_sampling_urban_based,31286283.78643291
IDS_top10_urban_1000_points_probabilistic_seed_5678.pkl,convenience_sampling_urban_based,44424050.061896354
IDS_top10_urban_700_points_probabilistic_700_size_seed_42.pkl,convenience_sampling_urban_based,31283834.19060268
IDS_top10_urban_700_points_probabilistic_seed_1213.pkl,convenience_sampling_urban_based,31283770.157833416
IDS_top10_urban_1000_points_probabilistic_seed_123.pkl,convenience_sampling_urban_based,44429634.77368465
IDS_top20_urban_100_points_probabilistic_100_size_seed_123.pkl,convenience_sampling_urban_based,4523254.894883887
IDS_top20_urban_800_points_probabilistic_800_size_seed_123.pkl,convenience_sampling_urban_based,35686339.169843085
IDS_top10_urban_400_points_probabilistic_400_size_seed_5678.pkl,convenience_sampling_urban_based,17985110.097037677
IDS_top10_urban_100_points_probabilistic_seed_456.pkl,convenience_sampling_urban_based,4523320.328399495
IDS_top20_urban_900_points_probabilistic_900_size_seed_456.pkl,convenience_sampling_urban_based,40069703.25859918
IDS_top50_urban_1000_points_probabilistic_1000_size_seed_123.pkl,convenience_sampling_urban_based,44426459.26631233
IDS_top10_urban_1000_points_probabilistic_seed_1415.pkl,convenience_sampling_urban_based,44422687.41133207
IDS_top20_urban_900_points_probabilistic_900_size_seed_1415.pkl,convenience_sampling_urban_based,40066351.827422455
IDS_top20_urban_700_points_probabilistic_700_size_seed_42.pkl,convenience_sampling_urban_based,31285732.91124462
IDS_top20_urban_600_points_probabilistic_600_size_seed_1234.pkl,convenience_sampling_urban_based,26870682.9381446
IDS_top10_urban_200_points_probabilistic_seed_1.pkl,convenience_sampling_urban_based,9028275.965941818
IDS_top10_urban_100_points_probabilistic_100_size_seed_9101.pkl,convenience_sampling_urban_based,4523129.527874903
IDS_top10_urban_900_points_probabilistic_900_size_seed_1213.pkl,convenience_sampling_urban_based,40061470.08076267
IDS_top10_urban_400_points_probabilistic_400_size_seed_1.pkl,convenience_sampling_urban_based,17985155.753872517
IDS_top10_urban_100_points_probabilistic_seed_42.pkl,convenience_sampling_urban_based,4523107.56961681
IDS_top20_urban_300_points_probabilistic_300_size_seed_1234.pkl,convenience_sampling_urban_based,13515428.57281481
IDS_top50_urban_100_points_probabilistic_100_size_seed_123.pkl,convenience_sampling_urban_based,4523101.758158402
IDS_top50_urban_200_points_probabilistic_200_size_seed_42.pkl,convenience_sampling_urban_based,9028541.23307863
IDS_top20_urban_1000_points_probabilistic_1000_size_seed_42.pkl,convenience_sampling_urban_based,44426471.2436454
IDS_top10_urban_1000_points_probabilistic_1000_size_seed_1415.pkl,convenience_sampling_urban_based,44422687.41133207
IDS_top10_urban_900_points_probabilistic_seed_1.pkl,convenience_sampling_urban_based,40062717.38431163
IDS_top10_urban_200_points_probabilistic_200_size_seed_789.pkl,convenience_sampling_urban_based,9027958.780264767
IDS_top20_urban_600_points_probabilistic_600_size_seed_123.pkl,convenience_sampling_urban_based,26871822.510885034
IDS_top20_urban_1000_points_probabilistic_1000_size_seed_456.pkl,convenience_sampling_urban_based,44432778.026034474
IDS_top20_urban_700_points_probabilistic_700_size_seed_123.pkl,convenience_sampling_urban_based,31288863.338658918
IDS_top20_urban_900_points_probabilistic_900_size_seed_42.pkl,convenience_sampling_urban_based,40067234.53103556
IDS_top10_urban_1000_points_probabilistic_seed_1.pkl,convenience_sampling_urban_based,44426624.74951884
IDS_top10_urban_400_points_probabilistic_seed_5678.pkl,convenience_sampling_urban_based,17985110.097037677
IDS_top20_urban_400_points_probabilistic_400_size_seed_42.pkl,convenience_sampling_urban_based,17984411.554802362
IDS_top50_urban_200_points_probabilistic_200_size_seed_789.pkl,convenience_sampling_urban_based,9028021.654547485
IDS_top10_urban_700_points_probabilistic_700_size_seed_1.pkl,convenience_sampling_urban_based,31285753.008663524
IDS_top50_urban_600_points_probabilistic_600_size_seed_456.pkl,convenience_sampling_urban_based,26869428.9872748
IDS_top10_urban_500_points_probabilistic_seed_1.pkl,convenience_sampling_urban_based,22436090.10367079
IDS_top10_urban_1000_points_probabilistic_seed_789.pkl,convenience_sampling_urban_based,44419605.40464604
IDS_top20_urban_600_points_probabilistic_600_size_seed_456.pkl,convenience_sampling_urban_based,26872573.17569274
IDS_top20_urban_100_points_probabilistic_100_size_seed_42.pkl,convenience_sampling_urban_based,4523123.268278317
IDS_top10_urban_600_points_probabilistic_seed_123.pkl,convenience_sampling_urban_based,26870047.81109259
IDS_top20_urban_800_points_probabilistic_800_size_seed_1.pkl,convenience_sampling_urban_based,35684915.955876835
IDS_top50_urban_500_points_probabilistic_500_size_seed_789.pkl,convenience_sampling_urban_based,22437171.519078627
IDS_top50_urban_800_points_probabilistic_800_size_seed_456.pkl,convenience_sampling_urban_based,35682979.91610349
IDS_top20_urban_400_points_probabilistic_400_size_seed_5678.pkl,convenience_sampling_urban_based,17984203.08975822
IDS_top10_urban_700_points_probabilistic_seed_789.pkl,convenience_sampling_urban_based,31283444.583929706
IDS_top20_urban_500_points_probabilistic_500_size_seed_789.pkl,convenience_sampling_urban_based,22437763.751641706
IDS_top50_urban_200_points_probabilistic_200_size_seed_123.pkl,convenience_sampling_urban_based,9028242.804681929
IDS_top50_urban_400_points_probabilistic_400_size_seed_42.pkl,convenience_sampling_urban_based,17985788.21168578
IDS_top50_urban_400_points_probabilistic_400_size_seed_9101.pkl,convenience_sampling_urban_based,17985159.08116165
IDS_top20_urban_100_points_probabilistic_100_size_seed_1213.pkl,convenience_sampling_urban_based,4523119.140900568
IDS_top50_urban_700_points_probabilistic_700_size_seed_9101.pkl,convenience_sampling_urban_based,31286120.065020163
IDS_top50_urban_700_points_probabilistic_700_size_seed_1213.pkl,convenience_sampling_urban_based,31285842.843640286
IDS_top50_urban_600_points_probabilistic_600_size_seed_789.pkl,convenience_sampling_urban_based,26870877.53768358
IDS_top10_urban_400_points_probabilistic_seed_456.pkl,convenience_sampling_urban_based,17985242.31178892
IDS_top10_urban_1000_points_probabilistic_1000_size_seed_1.pkl,convenience_sampling_urban_based,44426624.74951884
IDS_top20_urban_400_points_probabilistic_400_size_seed_1213.pkl,convenience_sampling_urban_based,17985962.789833967
IDS_top50_urban_900_points_probabilistic_900_size_seed_9101.pkl,convenience_sampling_urban_based,40065029.01082067
IDS_top50_urban_200_points_probabilistic_200_size_seed_456.pkl,convenience_sampling_urban_based,9028374.846295806
IDS_top10_urban_100_points_probabilistic_seed_1234.pkl,convenience_sampling_urban_based,4523195.377165751
IDS_top50_urban_300_points_probabilistic_300_size_seed_1415.pkl,convenience_sampling_urban_based,13516324.057185696
IDS_top10_urban_600_points_probabilistic_seed_9101.pkl,convenience_sampling_urban_based,26870287.042806868
IDS_top10_urban_10_points_probabilistic_seed_42.pkl,convenience_sampling_urban_based,453117.65973208105
IDS_top10_urban_400_points_probabilistic_400_size_seed_789.pkl,convenience_sampling_urban_based,17983835.92765135
IDS_top50_urban_700_points_probabilistic_700_size_seed_42.pkl,convenience_sampling_urban_based,31287524.01337968
IDS_top10_urban_100_points_probabilistic_seed_5678.pkl,convenience_sampling_urban_based,4523162.696204917
IDS_top10_urban_500_points_probabilistic_500_size_seed_456.pkl,convenience_sampling_urban_based,22436530.6555465
IDS_top10_urban_300_points_probabilistic_seed_1415.pkl,convenience_sampling_urban_based,13514814.385719942
IDS_top20_urban_200_points_probabilistic_200_size_seed_1213.pkl,convenience_sampling_urban_based,9028499.199770244
IDS_top20_urban_900_points_probabilistic_900_size_seed_1.pkl,convenience_sampling_urban_based,40068711.84436275
IDS_top10_urban_200_points_probabilistic_200_size_seed_1234.pkl,convenience_sampling_urban_based,9028297.51860133
IDS_top10_urban_800_points_probabilistic_seed_123.pkl,convenience_sampling_urban_based,35685040.484734036
IDS_top50_urban_700_points_probabilistic_700_size_seed_456.pkl,convenience_sampling_urban_based,31284899.83617537
IDS_top50_urban_1000_points_probabilistic_1000_size_seed_1234.pkl,convenience_sampling_urban_based,44424452.64365959
IDS_top20_urban_500_points_probabilistic_500_size_seed_456.pkl,convenience_sampling_urban_based,22437963.0892037
IDS_top50_urban_400_points_probabilistic_400_size_seed_1.pkl,convenience_sampling_urban_based,17984359.705921415
IDS_top10_urban_800_points_probabilistic_800_size_seed_1234.pkl,convenience_sampling_urban_based,35679456.9603535
IDS_top20_urban_700_points_probabilistic_700_size_seed_1.pkl,convenience_sampling_urban_based,31286103.14180254
IDS_top10_urban_900_points_probabilistic_900_size_seed_42.pkl,convenience_sampling_urban_based,40060719.19696303
IDS_top20_urban_600_points_probabilistic_600_size_seed_42.pkl,convenience_sampling_urban_based,26869327.645474765
IDS_top10_urban_100_points_probabilistic_seed_1213.pkl,convenience_sampling_urban_based,4523058.572406785
IDS_top50_urban_1000_points_probabilistic_1000_size_seed_789.pkl,convenience_sampling_urban_based,44428909.975209415
IDS_top10_urban_200_points_probabilistic_seed_1415.pkl,convenience_sampling_urban_based,9028175.558132144
IDS_top50_urban_500_points_probabilistic_500_size_seed_5678.pkl,convenience_sampling_urban_based,22436904.19146557
IDS_top10_urban_300_points_probabilistic_seed_1213.pkl,convenience_sampling_urban_based,13514734.564416872
IDS_top10_urban_300_points_probabilistic_300_size_seed_9101.pkl,convenience_sampling_urban_based,13515730.772634314
IDS_top20_urban_1000_points_probabilistic_1000_size_seed_123.pkl,convenience_sampling_urban_based,44429379.136781126
IDS_top10_urban_600_points_probabilistic_seed_42.pkl,convenience_sampling_urban_based,26867969.76894212
IDS_top10_urban_700_points_probabilistic_700_size_seed_1415.pkl,convenience_sampling_urban_based,31284214.935754884
IDS_top10_urban_1000_points_probabilistic_seed_1213.pkl,convenience_sampling_urban_based,44426144.77818158
IDS_top10_urban_200_points_probabilistic_200_size_seed_456.pkl,convenience_sampling_urban_based,9028748.421390506
IDS_top10_urban_200_points_probabilistic_200_size_seed_9101.pkl,convenience_sampling_urban_based,9028399.75640169
IDS_top20_urban_700_points_probabilistic_700_size_seed_1234.pkl,convenience_sampling_urban_based,31286885.542079914
IDS_top50_urban_1000_points_probabilistic_1000_size_seed_1.pkl,convenience_sampling_urban_based,44422224.30866817
IDS_top20_urban_300_points_probabilistic_300_size_seed_9101.pkl,convenience_sampling_urban_based,13515638.642314004
IDS_top10_urban_200_points_probabilistic_200_size_seed_1.pkl,convenience_sampling_urban_based,9028275.965941818
IDS_top10_urban_800_points_probabilistic_800_size_seed_1.pkl,convenience_sampling_urban_based,35683309.376304395
IDS_top50_urban_300_points_probabilistic_300_size_seed_9101.pkl,convenience_sampling_urban_based,13515699.153673666
IDS_top10_urban_100_points_probabilistic_seed_1415.pkl,convenience_sampling_urban_based,4523166.909754948
IDS_top20_urban_500_points_probabilistic_500_size_seed_1.pkl,convenience_sampling_urban_based,22437009.204439238
IDS_top10_urban_1000_points_probabilistic_1000_size_seed_5678.pkl,convenience_sampling_urban_based,44424050.061896354
IDS_top10_urban_900_points_probabilistic_seed_5678.pkl,convenience_sampling_urban_based,40062611.98011472
IDS_top10_urban_700_points_probabilistic_700_size_seed_1234.pkl,convenience_sampling_urban_based,31281979.31193732
IDS_top10_urban_800_points_probabilistic_seed_42.pkl,convenience_sampling_urban_based,35681672.424825795
IDS_top50_urban_600_points_probabilistic_600_size_seed_1.pkl,convenience_sampling_urban_based,26870277.689009283
IDS_top10_urban_300_points_probabilistic_300_size_seed_5678.pkl,convenience_sampling_urban_based,13515604.453417884
IDS_top10_urban_900_points_probabilistic_900_size_seed_1415.pkl,convenience_sampling_urban_based,40062746.45494251
IDS_top50_urban_400_points_probabilistic_400_size_seed_1415.pkl,convenience_sampling_urban_based,17985504.39550573
IDS_top50_urban_700_points_probabilistic_700_size_seed_123.pkl,convenience_sampling_urban_based,31288393.92559259
IDS_top20_urban_900_points_probabilistic_900_size_seed_1213.pkl,convenience_sampling_urban_based,40066986.96430127
IDS_top10_urban_800_points_probabilistic_800_size_seed_1415.pkl,convenience_sampling_urban_based,35681774.889104195
IDS_top10_urban_600_points_probabilistic_seed_789.pkl,convenience_sampling_urban_based,26868038.665081296
IDS_top10_urban_10_points_probabilistic_seed_1.pkl,convenience_sampling_urban_based,453123.6288983599
IDS_top10_urban_1000_points_probabilistic_1000_size_seed_42.pkl,convenience_sampling_urban_based,44421715.693030745
IDS_top10_urban_500_points_probabilistic_500_size_seed_123.pkl,convenience_sampling_urban_based,22437342.586741403
IDS_top50_urban_200_points_probabilistic_200_size_seed_1415.pkl,convenience_sampling_urban_based,9028794.542360457
IDS_top20_urban_900_points_probabilistic_900_size_seed_9101.pkl,convenience_sampling_urban_based,40062563.04305901
IDS_top10_urban_400_points_probabilistic_400_size_seed_1213.pkl,convenience_sampling_urban_based,17983677.46404678
IDS_top20_urban_700_points_probabilistic_700_size_seed_5678.pkl,convenience_sampling_urban_based,31284301.167814005
IDS_top50_urban_400_points_probabilistic_400_size_seed_123.pkl,convenience_sampling_urban_based,17985734.948612515
IDS_top10_urban_100_points_probabilistic_seed_1.pkl,convenience_sampling_urban_based,4523213.18187751
IDS_top20_urban_200_points_probabilistic_200_size_seed_1234.pkl,convenience_sampling_urban_based,9028319.73745975
IDS_top10_urban_700_points_probabilistic_seed_1234.pkl,convenience_sampling_urban_based,31281979.31193732
IDS_top10_urban_1000_points_probabilistic_seed_1234.pkl,convenience_sampling_urban_based,44420769.53753504
IDS_top50_urban_600_points_probabilistic_600_size_seed_1213.pkl,convenience_sampling_urban_based,26870232.02748922
IDS_top50_urban_800_points_probabilistic_800_size_seed_789.pkl,convenience_sampling_urban_based,35686084.88774005
IDS_top50_urban_400_points_probabilistic_400_size_seed_5678.pkl,convenience_sampling_urban_based,17984916.396899227
IDS_top10_urban_600_points_probabilistic_seed_5678.pkl,convenience_sampling_urban_based,26870486.809050832
IDS_top50_urban_500_points_probabilistic_500_size_seed_1415.pkl,convenience_sampling_urban_based,22437740.51863025
IDS_top10_urban_800_points_probabilistic_800_size_seed_789.pkl,convenience_sampling_urban_based,35679913.5669759
IDS_top10_urban_500_points_probabilistic_500_size_seed_789.pkl,convenience_sampling_urban_based,22434632.739295796
IDS_top10_urban_900_points_probabilistic_seed_9101.pkl,convenience_sampling_urban_based,40065070.910252444
IDS_top10_urban_600_points_probabilistic_600_size_seed_123.pkl,convenience_sampling_urban_based,26870047.81109259
