initial_set,sampling_type,diversity,size,pop_risk_nlcd_0.5,pop_risk_nlcd_0,pop_risk_nlcd_0.001,pop_risk_nlcd_0.01,pop_risk_nlcd_0.1,pop_risk_nlcd_1,pop_risk_image_clusters_2_0.5,pop_risk_image_clusters_2_0,pop_risk_image_clusters_2_0.001,pop_risk_image_clusters_2_0.01,pop_risk_image_clusters_2_0.1,pop_risk_image_clusters_2_1,pop_risk_image_clusters_8_0.5,pop_risk_image_clusters_8_0,pop_risk_image_clusters_8_0.001,pop_risk_image_clusters_8_0.01,pop_risk_image_clusters_8_0.1,pop_risk_image_clusters_8_1,pop_risk_states_0.5,pop_risk_states_0,pop_risk_states_0.001,pop_risk_states_0.01,pop_risk_states_0.1,pop_risk_states_1
IDS_top20_urban_700_points_probabilistic_700_size_seed_9101.pkl,convenience_sampling_urban_based,-438329.1292768084,700,-0.0811886350191118,-0.0377964473009227,-0.0378832316763591,-0.0386642910552865,-0.0464748848445605,-0.124580822737301,-0.0475864636258488,-0.0377964473009227,-0.0378160273335725,-0.0379922476274212,-0.0397544505659079,-0.057376479950775,-0.0803705958367727,-0.0377964473009227,-0.0378815955979944,-0.0386479302716397,-0.0463112770080927,-0.1229447443726227,-2345.5564235038214,-0.0377964473009227,-4.728833701413964,-46.94816898843134,-469.1415218586051,-4691.075050560343
IDS_top20_urban_800_points_probabilistic_800_size_seed_1.pkl,convenience_sampling_urban_based,-571212.1257899276,800,-0.0775762658643586,-0.0353553390593273,-0.0354397809129374,-0.036199757595428,-0.0437995244203336,-0.1197971926693899,-0.0444945656447681,-0.0353553390593273,-0.0353736175124982,-0.0355381235910362,-0.0371831843764155,-0.0536337922302089,-0.0770532747844808,-0.0353553390593273,-0.0354387349307776,-0.0361892977738304,-0.043694926204358,-0.1187512105096343,-2463.871662981272,-0.0353553390593273,-4.963027954343751,-49.31208149190357,-492.80261686750174,-4927.707970623484
IDS_top20_urban_800_points_probabilistic_800_size_seed_1213.pkl,convenience_sampling_urban_based,-570313.7804835609,800,-0.0769383567134726,-0.0353553390593273,-0.0354385050946356,-0.0361869994124102,-0.0436719425901564,-0.1185213743676178,-0.0449725640195866,-0.0353553390593273,-0.0353745735092478,-0.0355476835585325,-0.0372787840513792,-0.0545897889798459,-0.0756212372695031,-0.0353553390593273,-0.0354358708557477,-0.0361606570235308,-0.0434085187013625,-0.1158871354796789,-2345.555213377998,-0.0353553390593273,-4.726395055137203,-46.9457524998381,-469.1393269468471,-4691.075071416937
IDS_top20_urban_800_points_probabilistic_800_size_seed_123.pkl,convenience_sampling_urban_based,-569788.911823677,800,-0.0754970767366329,-0.0353553390593273,-0.0354356225346819,-0.0361581738128734,-0.0433836865947885,-0.1156388144139386,-0.0444434755641962,-0.0353553390593273,-0.0353735153323371,-0.0355371017894247,-0.0371729663603011,-0.053531612069065,-0.0754454574354225,-0.0353553390593273,-0.0354355192960795,-0.0361571414268492,-0.0433733627345464,-0.1155355758115176,-2079.8644878525206,-0.0353553390593273,-4.195013604086249,-41.63193798932855,-416.0011818417516,-4159.693620365982
IDS_top20_urban_800_points_probabilistic_800_size_seed_1234.pkl,convenience_sampling_urban_based,-571013.6762071123,800,-0.076877914711851,-0.0353553390593273,-0.0354383842106324,-0.0361857905723778,-0.0436598541898321,-0.1184004903643746,-0.0443443097595451,-0.0353553390593273,-0.0353733170007278,-0.0355351184733317,-0.0371531331993709,-0.0533332804597629,-0.0743499615398533,-0.0353553390593273,-0.0354333283042884,-0.0361352315089378,-0.0431542635554325,-0.1133445840203793,-2262.391283838193,-0.0353553390593273,-4.560067196057595,-45.282473909042,-452.5065410388861,-4524.747212337327
IDS_top20_urban_800_points_probabilistic_800_size_seed_1415.pkl,convenience_sampling_urban_based,-570861.3033686153,800,-0.0773430859946463,-0.0353553390593273,-0.035439314553198,-0.0361950939980337,-0.0437528884463911,-0.1193308329299652,-0.0443201328129948,-0.0353553390593273,-0.0353732686468347,-0.0355346349344007,-0.0371482978100608,-0.0532849265666623,-0.0757661773419607,-0.0353553390593273,-0.0354361607358926,-0.03616355582498,-0.043437506715854,-0.1161770156245941,-2110.500799731857,-0.0353553390593273,-4.256286227844923,-42.24466422691528,-422.1284442176189,-4220.966244124655
IDS_top20_urban_800_points_probabilistic_800_size_seed_42.pkl,convenience_sampling_urban_based,-572165.028209614,800,-0.0771909516864068,-0.0353553390593273,-0.0354390102845815,-0.0361920513118689,-0.0437224615847432,-0.1190265643134862,-0.045129310428197,-0.0353553390593273,-0.0353748870020651,-0.0355508184867047,-0.0373101333331013,-0.0549032817970666,-0.075106372218971,-0.0353553390593273,-0.0354348411256466,-0.0361503597225202,-0.0433055456912561,-0.1148574053786146,-2364.511298830349,-0.0353553390593273,-4.764307226041907,-47.32487420888512,-472.9305440373173,-4728.987242321638
IDS_top20_urban_800_points_probabilistic_800_size_seed_456.pkl,convenience_sampling_urban_based,-568278.0461548141,800,-0.0765655254968048,-0.0353553390593273,-0.0354377594322023,-0.0361795427880769,-0.0435973763468228,-0.1177757119342823,-0.0439852792876496,-0.0353553390593273,-0.035372598939784,-0.0355279378638938,-0.0370813271049918,-0.0526152195159719,-0.0744185290593043,-0.0353553390593273,-0.0354334654393273,-0.0361366028593269,-0.0431679770593227,-0.1134817190592812,-1853.7331622776023,-0.0353553390593273,-3.742750952936413,-37.10931147783018,-370.774916726768,-3707.430969216145
IDS_top20_urban_800_points_probabilistic_800_size_seed_5678.pkl,convenience_sampling_urban_based,-572144.5101144782,800,-0.0747681740314728,-0.0353553390593273,-0.0354341647292716,-0.0361435957587702,-0.0432379060537564,-0.1141810090036182,-0.0443201328129948,-0.0353553390593273,-0.0353732686468347,-0.0355346349344007,-0.0371482978100608,-0.0532849265666623,-0.0739864045993405,-0.0353553390593273,-0.0354326011904074,-0.0361279603701276,-0.04308155216733,-0.1126174701393537,-2123.014421785468,-0.0353553390593273,-4.281313471952146,-42.4949366679875,-424.63116862834113,-4245.993488231878
IDS_top20_urban_800_points_probabilistic_800_size_seed_789.pkl,convenience_sampling_urban_based,-569410.8703288607,800,-0.0783482910937886,-0.0353553390593273,-0.0354413249633962,-0.0362151981000166,-0.0439539294662196,-0.1213412431282498,-0.0445998568813425,-0.0353553390593273,-0.0353738280949714,-0.0355402294157676,-0.0372042426237304,-0.0538443747033576,-0.0749181967930814,-0.0353553390593273,-0.0354344647747948,-0.0361465962140024,-0.0432679106060781,-0.1144810545268354,-2050.3273534690097,-0.0353553390593273,-4.135939335319228,-41.041195301658334,-410.0937549650495,-4100.61935159896
IDS_top20_urban_800_points_probabilistic_800_size_seed_9101.pkl,convenience_sampling_urban_based,-572934.9632254113,800,-0.0763178595886336,-0.0353553390593273,-0.0354372641003859,-0.0361745894699135,-0.0435478431651886,-0.1172803801179398,-0.044765881356901,-0.0353553390593273,-0.0353741601439225,-0.0355435499052788,-0.0372374475188421,-0.0541764236544746,-0.0756816053623704,-0.0353553390593273,-0.0354359915919334,-0.0361618643853882,-0.0434205923199359,-0.1160078716654135,-2345.5513564056173,-0.0353553390593273,-4.726387341192444,-46.945675360390496,-469.138555552371,-4691.067357472177
IDS_top20_urban_900_points_probabilistic_900_size_seed_1.pkl,convenience_sampling_urban_based,-719432.2475123486,900,-0.071811098385782,-0.0333333333333333,-0.0334102888634382,-0.0341028886343823,-0.041028886343823,-0.1102888634382308,-0.041851900152107,-0.0333333333333333,-0.0333503704669708,-0.0335037046697088,-0.035037046697088,-0.0503704669708807,-0.0715560425627934,-0.0333333333333333,-0.0334097787517922,-0.0340977875179225,-0.0409778751792253,-0.1097787517922534,-2199.55717741338,-0.0333333333333333,-4.432381021493428,-44.02381021493427,-439.9381021493427,-4399.081021493427
IDS_top20_urban_900_points_probabilistic_900_size_seed_1213.pkl,convenience_sampling_urban_based,-721157.1275738258,900,-0.0721760057545776,-0.0333333333333333,-0.0334110186781758,-0.0341101867817582,-0.0411018678175822,-0.1110186781758219,-0.0421378614686688,-0.0333333333333333,-0.033350942389604,-0.03350942389604,-0.0350942389604004,-0.0509423896040043,-0.0713082124909709,-0.0333333333333333,-0.0334092830916486,-0.034092830916486,-0.0409283091648608,-0.1092830916486084,-2395.049171104808,-0.0333333333333333,-4.823365008876283,-47.93365008876284,-479.0365008876282,-4790.065008876283
IDS_top20_urban_900_points_probabilistic_900_size_seed_123.pkl,convenience_sampling_urban_based,-721416.8814743834,900,-0.0717618741408828,-0.0333333333333333,-0.0334101904149484,-0.0341019041494843,-0.0410190414948432,-0.1101904149484324,-0.041893775725953,-0.0333333333333333,-0.0333504542181185,-0.0335045421811857,-0.0350454218118572,-0.0504542181185726,-0.0708505090501966,-0.0333333333333333,-0.033408367684767,-0.0340836768476705,-0.0408367684767059,-0.1083676847670598,-2079.860923047069,-0.0333333333333333,-4.192988512760805,-41.62988512760805,-415.9988512760805,-4159.688512760807
IDS_top20_urban_900_points_probabilistic_900_size_seed_1234.pkl,convenience_sampling_urban_based,-721837.8043429337,900,-0.0721126147284032,-0.0333333333333333,-0.0334108918961234,-0.0341089189612347,-0.0410891896123473,-0.1108918961234732,-0.0416916638754838,-0.0333333333333333,-0.0333500499944176,-0.0335004999441763,-0.0350049994417634,-0.0500499944176344,-0.0700851128960018,-0.0333333333333333,-0.0334068368924586,-0.0340683689245867,-0.040683689245867,-0.1068368924586703,-2262.3852301979728,-0.0333333333333333,-4.5580371270626125,-45.28037127062613,-452.5037127062613,-4524.737127062614
IDS_top20_urban_900_points_probabilistic_900_size_seed_1415.pkl,convenience_sampling_urban_based,-721792.2644526442,900,-0.0732564623572793,-0.0333333333333333,-0.0334131795913812,-0.0341317959138122,-0.0413179591381225,-0.1131795913812254,-0.0419364020848406,-0.0333333333333333,-0.0333505394708363,-0.0335053947083634,-0.0350539470836348,-0.050539470836348,-0.0714961294815397,-0.0333333333333333,-0.0334096589256297,-0.0340965892562974,-0.0409658925629746,-0.1096589256297462,-2258.611332483739,-0.0333333333333333,-4.550489331634144,-45.20489331634145,-451.7489331634144,-4517.189331634145
IDS_top20_urban_900_points_probabilistic_900_size_seed_42.pkl,convenience_sampling_urban_based,-720909.5608395416,900,-0.0723383645018243,-0.0333333333333333,-0.0334113433956703,-0.0341134339567031,-0.0411343395670315,-0.1113433956703154,-0.0421378614686688,-0.0333333333333333,-0.033350942389604,-0.03350942389604,-0.0350942389604004,-0.0509423896040043,-0.0707624680460063,-0.0333333333333333,-0.0334081916027586,-0.0340819160275868,-0.0408191602758679,-0.1081916027586793,-2433.1358373828543,-0.0333333333333333,-4.899538341432376,-48.69538341432376,-486.6538341432377,-4866.238341432376
IDS_top20_urban_900_points_probabilistic_900_size_seed_456.pkl,convenience_sampling_urban_based,-718440.8332759221,900,-0.0719970494382478,-0.0333333333333333,-0.0334106607655431,-0.0341066076554316,-0.0410660765543162,-0.1106607655431623,-0.0416344700551027,-0.0333333333333333,-0.0333499356067768,-0.0334993560677687,-0.0349935606776872,-0.0499356067768722,-0.0706169750685205,-0.0333333333333333,-0.0334079006168037,-0.034079006168037,-0.0407900616803707,-0.1079006168037076,-1853.5403739539763,-0.0333333333333333,-3.74034741457462,-37.1034741457462,-370.734741457462,-3707.04741457462
IDS_top20_urban_900_points_probabilistic_900_size_seed_5678.pkl,convenience_sampling_urban_based,-723616.6014394838,900,-0.0711275226829801,-0.0333333333333333,-0.0334089217120326,-0.0340892171203262,-0.0408921712032627,-0.108921712032627,-0.0418727448711556,-0.0333333333333333,-0.0333504121564089,-0.0335041215640897,-0.0350412156408978,-0.050412156408978,-0.0702254486952504,-0.0333333333333333,-0.0334071175640571,-0.0340711756405716,-0.0407117564057167,-0.1071175640571676,-2232.673933663108,-0.0333333333333333,-4.498614533992883,-44.68614533992884,-446.5614533992883,-4465.314533992883
IDS_top20_urban_900_points_probabilistic_900_size_seed_789.pkl,convenience_sampling_urban_based,-722426.9522721549,900,-0.073571979443581,-0.0333333333333333,-0.0334138106255538,-0.0341381062555382,-0.0413810625553828,-0.1138106255538287,-0.0421612539911534,-0.0333333333333333,-0.0333509891746489,-0.0335098917464897,-0.0350989174648973,-0.0509891746489735,-0.0704605671288971,-0.0333333333333333,-0.0334075878009244,-0.0340758780092446,-0.0407587800924461,-0.1075878009244609,-2050.328311487193,-0.0333333333333333,-4.133923289641054,-41.03923289641054,-410.0923289641053,-4100.623289641053
IDS_top20_urban_900_points_probabilistic_900_size_seed_9101.pkl,convenience_sampling_urban_based,-725581.0488160928,900,-0.0717459331420141,-0.0333333333333333,-0.0334101585329506,-0.0341015853295069,-0.0410158532950694,-0.1101585329506949,-0.0421848547448268,-0.0333333333333333,-0.0333510363761563,-0.0335103637615632,-0.035103637615632,-0.0510363761563203,-0.0717827550976817,-0.0333333333333333,-0.033410232176862,-0.0341023217686203,-0.041023217686203,-0.11023217686203,-2345.5480459369246,-0.0333333333333333,-4.724362758540516,-46.94362758540517,-469.1362758540516,-4691.062758540516
random_sample_1000_points_seed_1.pkl,random_sampling,-830106.4197879422,1000,-0.0597630977295312,-0.0316227766016837,-0.0316790572439394,-0.0321855830242407,-0.0372508408272532,-0.0879034188573787,-0.0381836830873187,-0.0316227766016837,-0.031635898414655,-0.0317539947313964,-0.0329349578988107,-0.0447445895729537,-0.0602859092027835,-0.0316227766016837,-0.0316801028668859,-0.0321960392537057,-0.0373554031219037,-0.0889490418038832,-0.3053484329294974,-0.0316227766016837,-0.0321702279143394,-0.03709728972824,-0.0863679078672465,-0.5790740892573111
random_sample_1000_points_seed_1213.pkl,random_sampling,-839816.6082014729,1000,-0.0599766664934075,-0.0316227766016837,-0.0316794843814672,-0.0321898543995182,-0.0372935545800285,-0.0883305563851312,-0.0381685282949127,-0.0316227766016837,-0.0316358681050702,-0.0317536916355483,-0.0329319269403295,-0.0447142799881417,-0.0601455345990706,-0.0316227766016837,-0.0316798221176785,-0.0321932317616315,-0.0373273282011611,-0.0886682925964575,-2.880669304204712,-0.0316227766016837,-0.0373208696568898,-0.0886037071537443,-0.6014320821222894,-5.729715831807741
random_sample_1000_points_seed_123.pkl,random_sampling,-832899.7817655342,1000,-0.0599083785208557,-0.0316227766016837,-0.0316793478055221,-0.0321884886400672,-0.0372798969855181,-0.0881939804400278,-0.0381729019340338,-0.0316227766016837,-0.0316358768523484,-0.0317537791083308,-0.0329328016681538,-0.0447230272663839,-0.0603713579118295,-0.0316227766016837,-0.031680273764304,-0.0321977482278867,-0.0373724928637129,-0.0891199392219752,-19.53376550337628,-0.0316227766016837,-0.0706270620552329,-0.4216656311371757,-3.9320513219566022,-39.03590823015087
random_sample_1000_points_seed_1234.pkl,random_sampling,-834662.2653950142,1000,-0.0599550009870896,-0.0316227766016837,-0.0316794410504546,-0.0321894210893919,-0.0372892214787649,-0.0882872253724954,-0.0381730303052888,-0.0316227766016837,-0.031635877109091,-0.0317537816757559,-0.0329328273424048,-0.0447232840088939,-0.0600707173751123,-0.0316227766016837,-0.0316796724832306,-0.0321917354171523,-0.0373123647563695,-0.0885186581485409,-2.8810666434664185,-0.0316227766016837,-0.0373216643354132,-0.0886116539389784,-0.6015115499746306,-5.730510510331154
random_sample_1000_points_seed_1415.pkl,random_sampling,-830355.4173196394,1000,-0.0598222606066603,-0.0316227766016837,-0.0316791755696937,-0.0321867662817833,-0.0372626734026791,-0.0880217446116369,-0.0381747709521911,-0.0316227766016837,-0.0316358805903848,-0.0317538164886939,-0.0329331754717852,-0.0447267653026985,-0.0602048312126687,-0.0316227766016837,-0.0316799407109057,-0.0321944176939034,-0.0373391875238807,-0.0887868858236537,-4.996726998760838,-0.0316227766016837,-0.0415529850460021,-0.1309248610448669,-1.0246436210335148,-9.961831220919995
random_sample_1000_points_seed_42.pkl,random_sampling,-834854.4224573661,1000,-0.0598887198176687,-0.0316227766016837,-0.0316793084881157,-0.0321880954660034,-0.0372759652448807,-0.0881546630336536,-0.0381867971824203,-0.0316227766016837,-0.0316359046428452,-0.0317540570132985,-0.0329355807178311,-0.0447508177631569,-0.0601089431630031,-0.0316227766016837,-0.0316797489348064,-0.0321924999329101,-0.0373200099139476,-0.0885951097243225,-0.3047192857274137,-0.0316227766016837,-0.0321689696199352,-0.0370847067841983,-0.0862420784268297,-0.5778157948531437
random_sample_1000_points_seed_456.pkl,random_sampling,-830584.1451218639,1000,-0.0599194054032721,-0.0316227766016837,-0.0316793698592869,-0.0321887091777155,-0.0372821023620014,-0.0882160342048605,-0.0381836830873187,-0.0316227766016837,-0.031635898414655,-0.0317539947313964,-0.0329349578988107,-0.0447445895729537,-0.060212462636855,-0.0316227766016837,-0.0316799559737541,-0.0321945703223872,-0.037340713808718,-0.0888021486720262,-4.813540661561109,-0.0316227766016837,-0.0411866123716026,-0.1272611343008723,-0.9880063535935693,-9.595458546520538
random_sample_1000_points_seed_5678.pkl,random_sampling,-836470.5725078792,1000,-0.0597297206158327,-0.0316227766016837,-0.031678990489712,-0.0321849154819667,-0.0372441654045135,-0.0878366646299816,-0.0381689694227173,-0.0316227766016837,-0.0316358689873258,-0.0317537004581044,-0.0329320151658904,-0.0447151622437508,-0.0601611598724621,-0.0316227766016837,-0.0316798533682253,-0.0321935442670993,-0.0373304532558394,-0.0886995431432405,-7.572798378190765,-0.0316227766016837,-0.0467051278048619,-0.1824462886334654,-1.5398578969194998,-15.113973979779848
random_sample_1000_points_seed_789.pkl,random_sampling,-831388.6841346015,1000,-0.0598916860681041,-0.0316227766016837,-0.0316793144206166,-0.0321881547910122,-0.0372765584949678,-0.0881605955345245,-0.0381780780020215,-0.0316227766016837,-0.0316358872044844,-0.0317538826296905,-0.0329338368817513,-0.0447333794023592,-0.0601224571051317,-0.0316227766016837,-0.0316797759626906,-0.0321927702117527,-0.0373227127023733,-0.0886221376085796,-4.996804265697745,-0.0316227766016837,-0.0415531395798759,-0.130926406383605,-1.024659074420896,-9.961985754793806
random_sample_1000_points_seed_9101.pkl,random_sampling,-842592.9893383671,1000,-0.0598101777490698,-0.0316227766016837,-0.0316791514039785,-0.0321865246246315,-0.037260256831161,-0.0879975788964559,-0.0382330523457201,-0.0316227766016837,-0.0316359971531718,-0.0317549821165645,-0.032944831750491,-0.0448433280897565,-0.0602037732051206,-0.0316227766016837,-0.0316799385948906,-0.0321943965337525,-0.0373389759223711,-0.0887847698085574,-4.996329176315378,-0.0316227766016837,-0.0415521894011111,-0.1309169045959576,-1.0245640565444225,-9.961035576029069
random_sample_100_points_seed_1.pkl,random_sampling,-8016.673638871203,100,-0.1935653560451165,-0.1,-0.1001871307120902,-0.1018713071209023,-0.1187130712090233,-0.2871307120902331,-0.1208038211383655,-0.1,-0.1000416076422767,-0.1004160764227673,-0.1041607642276731,-0.1416076422767311,-0.1930836438047874,-0.1,-0.1001861672876095,-0.1018616728760957,-0.1186167287609575,-0.2861672876095748,-470.778159344749,-0.1,-1.0413563186894976,-9.51356318689498,-94.23563186894977,-941.4563186894978
random_sample_100_points_seed_1213.pkl,random_sampling,-8103.203271767388,100,-0.1903427743527485,-0.1,-0.1001806855487055,-0.1018068554870549,-0.1180685548705497,-0.2806855487054971,-0.1208824847322419,-0.1,-0.1000417649694644,-0.1004176496946448,-0.1041764969464484,-0.1417649694644839,-0.1980020777527499,-0.1,-0.1001960041555055,-0.101960041555055,-0.11960041555055,-0.2960041555054999,-884.0407511426331,-0.1,-1.8678815022852655,-17.778815022852662,-176.8881502285266,-1767.981502285266
random_sample_100_points_seed_123.pkl,random_sampling,-8042.406659564264,100,-0.1897661073732144,-0.1,-0.1001795322147464,-0.1017953221474642,-0.1179532214746429,-0.279532214746429,-0.1207466023288778,-0.1,-0.1000414932046577,-0.1004149320465775,-0.1041493204657755,-0.1414932046577555,-0.1923301057016359,-0.1,-0.1001846602114032,-0.1018466021140327,-0.1184660211403272,-0.2846602114032718,-353.2075846981617,-0.1,-0.8062151693963236,-7.162151693963235,-70.72151693963235,-706.3151693963237
random_sample_100_points_seed_1234.pkl,random_sampling,-8041.332760354765,100,-0.1943607449181599,-0.1,-0.1001887214898363,-0.1018872148983632,-0.118872148983632,-0.2887214898363199,-0.1208038211383655,-0.1,-0.1000416076422767,-0.1004160764227673,-0.1041607642276731,-0.1416076422767311,-0.1946780194671976,-0.1,-0.1001893560389343,-0.1018935603893439,-0.1189356038934395,-0.2893560389343953,-837.0318967348367,-0.1,-1.773863793469673,-16.838637934696735,-167.48637934696734,-1673.9637934696732
random_sample_100_points_seed_1415.pkl,random_sampling,-8410.202717265378,100,-0.1952927033868607,-0.1,-0.1001905854067737,-0.1019058540677372,-0.1190585406773721,-0.2905854067737214,-0.1207466023288778,-0.1,-0.1000414932046577,-0.1004149320465775,-0.1041493204657755,-0.1414932046577555,-0.1953987778775974,-0.1,-0.1001907975557551,-0.1019079755575519,-0.1190797555755195,-0.2907975557551948,-912.8375330881996,-0.1,-1.9254750661763984,-18.354750661763987,-182.64750661763983,-1825.5750661763984
random_sample_100_points_seed_42.pkl,random_sampling,-8227.678781410945,100,-0.2002494753984997,-0.1,-0.100200498950797,-0.10200498950797,-0.1200498950796999,-0.3004989507969994,-0.1222530940311565,-0.1,-0.1000445061880623,-0.1004450618806231,-0.1044506188062313,-0.1445061880623132,-0.1943840760573663,-0.1,-0.1001887681521147,-0.1018876815211473,-0.1188768152114732,-0.2887681521147328,-326.984950129107,-0.1,-0.7537699002582141,-6.637699002582141,-65.47699002582141,-653.869900258214
random_sample_100_points_seed_456.pkl,random_sampling,-8217.83014228035,100,-0.192310703688743,-0.1,-0.1001846214073775,-0.1018462140737748,-0.1184621407377486,-0.2846214073774861,-0.1211051308348683,-0.1,-0.1000422102616697,-0.1004221026166973,-0.1042210261669736,-0.1422102616697367,-0.1919862409765564,-0.1,-0.1001839724819531,-0.1018397248195311,-0.1183972481953113,-0.2839724819531129,-529.5755457260914,-0.1,-1.1589510914521828,-10.689510914521826,-105.99510914521828,-1059.0510914521828
random_sample_100_points_seed_5678.pkl,random_sampling,-8339.819983324298,100,-0.1911453471356621,-0.1,-0.1001822906942713,-0.1018229069427132,-0.1182290694271324,-0.2822906942713242,-0.1207795401883143,-0.1,-0.1000415590803766,-0.1004155908037662,-0.1041559080376628,-0.1415590803766287,-0.1944512453733577,-0.1,-0.1001889024907467,-0.1018890249074671,-0.1188902490746715,-0.2889024907467155,-628.5554642312534,-0.1,-1.3569109284625065,-12.669109284625064,-125.79109284625063,-1257.0109284625064
random_sample_100_points_seed_789.pkl,random_sampling,-8318.631451269874,100,-0.1950532443480279,-0.1,-0.100190106488696,-0.1019010648869605,-0.1190106488696056,-0.2901064886960558,-0.1207466023288778,-0.1,-0.1000414932046577,-0.1004149320465775,-0.1041493204657755,-0.1414932046577555,-0.1909540440909934,-0.1,-0.1001819080881819,-0.1018190808818198,-0.1181908088181987,-0.2819080881819868,-545.4820582600958,-0.1,-1.1907641165201914,-11.007641165201916,-109.17641165201915,-1090.8641165201916
random_sample_100_points_seed_9101.pkl,random_sampling,-8294.14140160967,100,-0.1920156552586528,-0.1,-0.1001840313105173,-0.101840313105173,-0.1184031310517305,-0.2840313105173058,-0.1207466023288778,-0.1,-0.1000414932046577,-0.1004149320465775,-0.1041493204657755,-0.1414932046577555,-0.197881551424042,-0.1,-0.100195763102848,-0.1019576310284808,-0.1195763102848084,-0.295763102848084,-421.0946490363981,-0.1,-0.941989298072796,-8.519892980727962,-84.2989298072796,-842.089298072796
random_sample_200_points_seed_1.pkl,random_sampling,-32614.657272052555,200,-0.1353951165145454,-0.0707106781186547,-0.0708400469954465,-0.0720043668865725,-0.0836475657978328,-0.200079554910436,-0.0853807413119848,-0.0707106781186547,-0.0707400182450414,-0.0710040793825213,-0.0736446907573207,-0.1000508045053149,-0.1355507239590531,-0.0707106781186547,-0.0708403582103355,-0.0720074790354627,-0.0836786872867344,-0.2003907697994514,-41.77206005136348,-0.0707106781186547,-0.1541133768651444,-0.9047376655835512,-8.410980552767622,-83.4734094246083
random_sample_200_points_seed_1213.pkl,random_sampling,-32819.323830139416,200,-0.1338630477563845,-0.0707106781186547,-0.0708369828579302,-0.0719737255114093,-0.0833411520462007,-0.1970154173941142,-0.085348265842212,-0.0707106781186547,-0.0707399532941018,-0.0710034298731259,-0.0736381956633662,-0.0999858535657693,-0.1349193955205421,-0.0707106781186547,-0.0708390955534585,-0.0719948524666924,-0.0835524215990322,-0.1991281129224296,-24.200699865262525,-0.0707106781186547,-0.1189706564929424,-0.5533104618615323,-4.89670851554743,-48.3306890524064
random_sample_200_points_seed_123.pkl,random_sampling,-32931.8438488362,200,-0.1342873119339992,-0.0707106781186547,-0.0708378313862854,-0.0719822107949616,-0.0834260048817236,-0.1978639457493437,-0.0853807413119848,-0.0707106781186547,-0.0707400182450414,-0.0710040793825213,-0.0736446907573207,-0.1000508045053149,-0.1350368683874274,-0.0707106781186547,-0.0708393304991922,-0.0719972019240302,-0.0835759161724092,-0.1993630586562001,-70.39046050064324,-0.0707106781186547,-0.2113501777637039,-1.4771056745691469,-14.134660642623574,-140.71021032316784
random_sample_200_points_seed_1234.pkl,random_sampling,-32800.56103230693,200,-0.13523956324562,-0.0707106781186547,-0.0708397358889086,-0.072001255821194,-0.0836164551440478,-0.1997684483725853,-0.0855103707773043,-0.0707106781186547,-0.070740277503972,-0.0710066719718277,-0.0736706166503846,-0.1003100634359538,-0.135324979665311,-0.0707106781186547,-0.070839906721748,-0.0720029641495878,-0.083633538427986,-0.1999392812119673,-103.97102793127546,-0.0707106781186547,-0.2785113126249683,-2.1487170231817907,-20.85077412875001,-207.8713451844322
random_sample_200_points_seed_1415.pkl,random_sampling,-33402.33825497009,200,-0.1351401057500643,-0.0707106781186547,-0.0708395369739175,-0.0719992666712829,-0.0835965636449366,-0.1995695333814739,-0.0853449411831141,-0.0707106781186547,-0.0707399466447836,-0.0710033633799439,-0.0736375307315466,-0.0999792042475735,-0.1368914429474674,-0.0707106781186547,-0.0708430396483123,-0.072034293415231,-0.0839468310844172,-0.2030722077762801,-278.6851832610245,-0.0707106781186547,-0.6279396232844665,-5.643000129776772,-55.79360519469984,-557.2996558439304
random_sample_200_points_seed_42.pkl,random_sampling,-32633.71186063864,200,-0.1367754563074045,-0.0707106781186547,-0.0708428076750322,-0.0720319736824297,-0.0839236337564047,-0.2028402344961542,-0.0853661625499027,-0.0707106781186547,-0.0707399890875172,-0.0710037878072797,-0.0736417750049043,-0.1000216469811507,-0.1362636342801313,-0.0707106781186547,-0.0708417840309777,-0.0720217372418842,-0.08382126935095,-0.201816590441608,-151.0708131923191,-0.0707106781186547,-0.3727108831470556,-3.090712728402663,-30.27073118095874,-302.0709157065195
random_sample_200_points_seed_456.pkl,random_sampling,-32853.984559100645,200,-0.1343048553870331,-0.0707106781186547,-0.0708378664731915,-0.0719825616640223,-0.0834295135723304,-0.1978990326554114,-0.085348265842212,-0.0707106781186547,-0.0707399532941018,-0.0710034298731259,-0.0736381956633662,-0.0999858535657693,-0.1353427819583977,-0.0707106781186547,-0.0708399423263342,-0.0720033201954496,-0.0836370988866033,-0.1999748857981406,-39.18889811675527,-0.0707106781186547,-0.1489470529959279,-0.8530744268913869,-7.894348165845977,-78.30708555539188
random_sample_200_points_seed_5678.pkl,random_sampling,-33781.84560458042,200,-0.1339385355619435,-0.0707106781186547,-0.0708371338335413,-0.0719752352675205,-0.0833562496073124,-0.1971663930052322,-0.0853495470909985,-0.0707106781186547,-0.0707399558565994,-0.0710034554981016,-0.0736384519131235,-0.0999884160633423,-0.136069674881618,-0.0707106781186547,-0.0708413961121806,-0.072017858053914,-0.0837824774712474,-0.2014286716445813,-87.5021508106867,-0.0707106781186547,-0.2455735583837908,-1.819339480770016,-17.556998704632264,-174.93359094325473
