sampled_path,sampling_type,size,pop_risk_0.5,pop_risk_0,pop_risk_0.01,pop_risk_0.1,pop_risk_0.9,pop_risk_0.99,pop_risk_1,similarity,diversity
random_sample_400_points_seed_1.pkl,random_sampling,400,-0.08954854387795948,-0.04993761694389223,-0.05072983548257358,-0.05785980233070569,-0.12123728542521327,-0.12836725227334536,-0.1291594708120267,4523551.537109375,132777.11879707128
random_sample_1400_points_seed_1.pkl,random_sampling,1400,-0.05012562349078718,-0.02671658425726324,-0.027184765041933717,-0.03139839210396803,-0.06885285487760634,-0.07306648193964065,-0.07353466272431111,15858688.509277344,1631782.2216694131
random_sample_2700_points_seed_1.pkl,random_sampling,2700,-0.03551521902191174,-0.019241446072101123,-0.019566921531097334,-0.022496200662063245,-0.04853423738176023,-0.05146351651272613,-0.05178899197172234,30657304.635253906,6098028.820950396
random_sample_800_points_seed_1.pkl,random_sampling,800,-0.06669242958478361,-0.03533326266687867,-0.03596044600523676,-0.04160509605045966,-0.09177976311910754,-0.09742441316433043,-0.09805159650268852,9039184.456054688,530148.6702091545
random_sample_2600_points_seed_1.pkl,random_sampling,2600,-0.03612615667051919,-0.0196078431372549,-0.01993820940792019,-0.02291150584390776,-0.04934080749713063,-0.052314103933118195,-0.05264447020378348,29523217.877441406,5654983.372792222
random_sample_1100_points_seed_1.pkl,random_sampling,1100,-0.05673721197497618,-0.03013743873394561,-0.03066943419876622,-0.03545739338215173,-0.07801703056780064,-0.08280498975118614,-0.08333698521600674,12453851.0703125,1006313.5887101069
random_sample_1600_points_seed_1.pkl,random_sampling,1600,-0.04700298507357455,-0.024992191160203066,-0.025432407038470498,-0.029394349942877367,-0.06461162020427175,-0.06857356310867861,-0.06901377898694604,18143316.553222656,2135711.694678694
random_sample_2500_points_seed_1.pkl,random_sampling,2500,-0.0369904239535274,-0.01999600119960014,-0.020335889654678686,-0.02339488575038559,-0.050585962156669204,-0.05364495825237611,-0.05398484670745466,28392627.69482422,5230167.763372131
random_sample_2300_points_seed_1.pkl,random_sampling,2300,-0.03897472004631562,-0.02084690996125416,-0.021209466162955392,-0.024472471978266453,-0.053476968114364795,-0.056739973929675856,-0.05710253013137708,26100506.662597656,4419667.661633939
random_sample_2900_points_seed_1.pkl,random_sampling,2900,-0.03447109635550977,-0.018566333001716968,-0.018884428268792827,-0.021747285672475532,-0.047194907038544,-0.050057764442226704,-0.05037585970930257,32934393.60986328,7037661.300404012
random_sample_100_points_seed_1.pkl,random_sampling,100,-0.16448906536980412,-0.09950371902099892,-0.10080342594797502,-0.11250078829075995,-0.21647734244884825,-0.22817470479163318,-0.22947441171860927,1117753.359375,8116.670081794262
random_sample_700_points_seed_1.pkl,random_sampling,700,-0.07019458447358141,-0.0377694787300249,-0.038417980844896026,-0.04425449987873621,-0.09613466906842663,-0.1019711881022668,-0.10261969021713793,7912571.82421875,406314.05805972964
random_sample_3000_points_seed_1.pkl,random_sampling,3000,-0.03388265253746397,-0.01825437644092281,-0.018566941962853634,-0.021380031660231044,-0.04638527341469689,-0.04919836311207432,-0.049510928634005136,34074692.115722656,7533338.85819371
random_sample_900_points_seed_1.pkl,random_sampling,900,-0.06268728574204617,-0.03331483023263848,-0.03390227934282663,-0.03918932133452002,-0.0861852501495723,-0.09147229214126569,-0.09205974125145387,10176127.640625,671909.3627761006
random_sample_1300_points_seed_1.pkl,random_sampling,1300,-0.052103005378654886,-0.027724348650071385,-0.028211921784643053,-0.03260007999578809,-0.0716059307615217,-0.07599408897266673,-0.07648166210723839,14731892.552734375,1408058.940420799
random_sample_2000_points_seed_1.pkl,random_sampling,2000,-0.042127531457771004,-0.02235509170049479,-0.02275054049564032,-0.026309579651950042,-0.057945483263591974,-0.061504522419901696,-0.06189997121504722,22702647.24951172,3343759.359571129
random_sample_1700_points_seed_1.pkl,random_sampling,1700,-0.04553614462770367,-0.024246432248443594,-0.024672226496028796,-0.02850437472429562,-0.06256791453111174,-0.06640006275937854,-0.06682585700696375,19286405.497558594,2413228.5751551837
random_sample_300_points_seed_1.pkl,random_sampling,300,-0.10178413422920264,-0.0576390417704235,-0.05852194361959907,-0.06646806026217934,-0.1371002081962259,-0.1450463248388062,-0.14592922668798172,3387362.78125,74483.032143116
random_sample_2100_points_seed_1.pkl,random_sampling,2100,-0.041061658506955444,-0.021816595214404266,-0.022201496480255288,-0.025665607872914505,-0.0564577091409964,-0.059921820533655606,-0.06030672179950663,23837089.53564453,3686329.60473489
random_sample_600_points_seed_1.pkl,random_sampling,600,-0.07496860575199746,-0.04079085082240021,-0.04147440592099216,-0.04762640180831967,-0.10231080969567527,-0.10846280558300277,-0.10914636068159472,6782283.3427734375,298572.147887446
random_sample_1900_points_seed_1.pkl,random_sampling,1900,-0.04359601799722467,-0.022935538512984365,-0.02334874810266917,-0.02706763440983244,-0.06012440158461692,-0.06384328789178018,-0.06425649748146499,21563474.572753906,3016666.505968794
random_sample_1000_points_seed_1.pkl,random_sampling,1000,-0.059328049538369704,-0.0316069770620507,-0.03216139851157708,-0.0371511915573145,-0.0815049075194249,-0.08649470056516233,-0.08704912201468869,11317943.53515625,831106.096203573
random_sample_2200_points_seed_1.pkl,random_sampling,2200,-0.03988006093026366,-0.021315227815974377,-0.02168652447826016,-0.025028194438832235,-0.05473192742169508,-0.05807359738226715,-0.058444894044552935,24974415.186035156,4046505.934327893
random_sample_200_points_seed_1.pkl,random_sampling,200,-0.12105185634240695,-0.07053456158585984,-0.07154490748099077,-0.08063802053716926,-0.16146569214764464,-0.17055880520382316,-0.17156915109895407,2246930.2421875,32814.64388239384
random_sample_500_points_seed_1.pkl,random_sampling,500,-0.08049456400043811,-0.04467670516087703,-0.04539306233766825,-0.05184027692878925,-0.10914885107208701,-0.11559606566320799,-0.11631242283999921,5664416.86328125,208268.24103147537
random_sample_1500_points_seed_1.pkl,random_sampling,1500,-0.04818615669109448,-0.025811286645983367,-0.02625878404688559,-0.03028626065500559,-0.06608605272718336,-0.07011352933530336,-0.07056102673620558,17002991.372558594,1875701.4139984697
random_sample_1200_points_seed_1.pkl,random_sampling,1200,-0.05408729114191752,-0.028855492841238062,-0.02936012880725165,-0.03390185250137395,-0.07427272978246109,-0.0788144534765834,-0.07931908944259697,13592134.500976562,1198640.7035107836
