sampled_path,sampling_type,diversity
IDS_top10_urban_300_points_probabilistic_seed_1234.pkl,convenience_sampling_urban_based,18828488.88494274
IDS_top50_urban_700_points_probabilistic_700_size_seed_1415.pkl,convenience_sampling_urban_based,43676394.57403011
IDS_top10_urban_800_points_probabilistic_800_size_seed_123.pkl,convenience_sampling_urban_based,49847707.28480261
IDS_top10_urban_600_points_probabilistic_seed_456.pkl,convenience_sampling_urban_based,37490375.84674513
IDS_top10_urban_100_points_probabilistic_100_size_seed_5678.pkl,convenience_sampling_urban_based,6294656.214420657
IDS_top20_urban_200_points_probabilistic_200_size_seed_42.pkl,convenience_sampling_urban_based,12570836.0105473
IDS_top10_urban_100_points_probabilistic_100_size_seed_1.pkl,convenience_sampling_urban_based,6294526.843945186
IDS_top10_urban_400_points_probabilistic_seed_9101.pkl,convenience_sampling_urban_based,25066291.94088463
IDS_top10_urban_800_points_probabilistic_seed_9101.pkl,convenience_sampling_urban_based,49845948.111592464
IDS_top10_urban_1000_points_probabilistic_1000_size_seed_1234.pkl,convenience_sampling_urban_based,62135182.868851654
IDS_top10_urban_900_points_probabilistic_seed_1213.pkl,convenience_sampling_urban_based,56000238.29685449
IDS_top10_urban_100_points_probabilistic_seed_123.pkl,convenience_sampling_urban_based,6294520.0216957135
IDS_top50_urban_1000_points_probabilistic_1000_size_seed_1415.pkl,convenience_sampling_urban_based,62118767.28413335
IDS_top50_urban_500_points_probabilistic_500_size_seed_456.pkl,convenience_sampling_urban_based,31289929.619948912
IDS_top50_urban_300_points_probabilistic_300_size_seed_42.pkl,convenience_sampling_urban_based,18828903.56098306
IDS_top10_urban_300_points_probabilistic_seed_1.pkl,convenience_sampling_urban_based,18827895.88630402
IDS_top10_urban_600_points_probabilistic_seed_1415.pkl,convenience_sampling_urban_based,37491413.89730275
IDS_top10_urban_100_points_probabilistic_100_size_seed_456.pkl,convenience_sampling_urban_based,6294624.662686388
IDS_top10_urban_600_points_probabilistic_600_size_seed_1234.pkl,convenience_sampling_urban_based,37492258.78803258
IDS_top10_urban_900_points_probabilistic_900_size_seed_1.pkl,convenience_sampling_urban_based,56000122.650461584
IDS_top10_urban_400_points_probabilistic_seed_1415.pkl,convenience_sampling_urban_based,25067790.63582055
IDS_top10_urban_500_points_probabilistic_500_size_seed_1415.pkl,convenience_sampling_urban_based,31289403.324930985
IDS_top10_urban_500_points_probabilistic_500_size_seed_1234.pkl,convenience_sampling_urban_based,31289042.019745488
IDS_top10_urban_700_points_probabilistic_seed_5678.pkl,convenience_sampling_urban_based,43678345.36666516
IDS_top50_urban_100_points_probabilistic_100_size_seed_789.pkl,convenience_sampling_urban_based,6294679.016973863
IDS_top10_urban_800_points_probabilistic_800_size_seed_5678.pkl,convenience_sampling_urban_based,49846944.5691342
IDS_top10_urban_700_points_probabilistic_seed_42.pkl,convenience_sampling_urban_based,43679792.340771176
IDS_top20_urban_700_points_probabilistic_700_size_seed_9101.pkl,convenience_sampling_urban_based,43673849.15990234
IDS_top10_urban_700_points_probabilistic_seed_1.pkl,convenience_sampling_urban_based,43677058.434595235
IDS_top10_urban_900_points_probabilistic_seed_42.pkl,convenience_sampling_urban_based,56000365.176349066
IDS_top10_urban_300_points_probabilistic_300_size_seed_1213.pkl,convenience_sampling_urban_based,18828210.505688548
IDS_top20_urban_800_points_probabilistic_800_size_seed_9101.pkl,convenience_sampling_urban_based,49840038.80523311
IDS_top20_urban_400_points_probabilistic_400_size_seed_1415.pkl,convenience_sampling_urban_based,25067008.06687252
IDS_top10_urban_800_points_probabilistic_seed_5678.pkl,convenience_sampling_urban_based,49846944.5691342
IDS_top50_urban_100_points_probabilistic_100_size_seed_456.pkl,convenience_sampling_urban_based,6294701.368893127
IDS_top10_urban_100_points_probabilistic_seed_789.pkl,convenience_sampling_urban_based,6294547.536935191
IDS_top10_urban_700_points_probabilistic_700_size_seed_456.pkl,convenience_sampling_urban_based,43677013.194114424
IDS_top20_urban_900_points_probabilistic_900_size_seed_5678.pkl,convenience_sampling_urban_based,55986758.95505509
IDS_top50_urban_800_points_probabilistic_800_size_seed_42.pkl,convenience_sampling_urban_based,49842072.26179043
IDS_top50_urban_1000_points_probabilistic_1000_size_seed_5678.pkl,convenience_sampling_urban_based,62116333.76274682
IDS_top20_urban_1000_points_probabilistic_1000_size_seed_789.pkl,convenience_sampling_urban_based,62121706.206639536
IDS_top10_urban_400_points_probabilistic_seed_123.pkl,convenience_sampling_urban_based,25067298.304320943
IDS_top10_urban_300_points_probabilistic_300_size_seed_789.pkl,convenience_sampling_urban_based,18827929.083165348
IDS_top50_urban_300_points_probabilistic_300_size_seed_1213.pkl,convenience_sampling_urban_based,18827971.986928582
IDS_top10_urban_500_points_probabilistic_seed_1213.pkl,convenience_sampling_urban_based,31288867.937243406
IDS_top10_urban_200_points_probabilistic_seed_456.pkl,convenience_sampling_urban_based,12571013.307226082
IDS_top20_urban_500_points_probabilistic_500_size_seed_9101.pkl,convenience_sampling_urban_based,31286888.092065413
IDS_top50_urban_800_points_probabilistic_800_size_seed_1.pkl,convenience_sampling_urban_based,49839548.5745505
IDS_top10_urban_800_points_probabilistic_seed_789.pkl,convenience_sampling_urban_based,49846952.0842806
IDS_top10_urban_800_points_probabilistic_800_size_seed_1213.pkl,convenience_sampling_urban_based,49846621.66877354
IDS_top10_urban_400_points_probabilistic_400_size_seed_1234.pkl,convenience_sampling_urban_based,25067174.65024812
IDS_top20_urban_300_points_probabilistic_300_size_seed_789.pkl,convenience_sampling_urban_based,18828252.267202765
IDS_top20_urban_800_points_probabilistic_800_size_seed_789.pkl,convenience_sampling_urban_based,49840365.65505322
IDS_top10_urban_200_points_probabilistic_seed_1213.pkl,convenience_sampling_urban_based,12570465.152661106
IDS_top10_urban_800_points_probabilistic_seed_1213.pkl,convenience_sampling_urban_based,49846621.66877354
IDS_top10_urban_200_points_probabilistic_200_size_seed_1213.pkl,convenience_sampling_urban_based,12570465.152661106
IDS_top50_urban_900_points_probabilistic_900_size_seed_5678.pkl,convenience_sampling_urban_based,55988258.3830798
IDS_top20_urban_900_points_probabilistic_900_size_seed_1234.pkl,convenience_sampling_urban_based,55991176.931940906
IDS_top20_urban_900_points_probabilistic_900_size_seed_789.pkl,convenience_sampling_urban_based,55988941.011479616
IDS_top10_urban_700_points_probabilistic_seed_9101.pkl,convenience_sampling_urban_based,43676665.2492056
IDS_top20_urban_100_points_probabilistic_100_size_seed_5678.pkl,convenience_sampling_urban_based,6294666.841485302
IDS_top50_urban_800_points_probabilistic_800_size_seed_1415.pkl,convenience_sampling_urban_based,49840138.58404031
IDS_top50_urban_500_points_probabilistic_500_size_seed_1213.pkl,convenience_sampling_urban_based,31287116.431249637
IDS_top50_urban_100_points_probabilistic_100_size_seed_1234.pkl,convenience_sampling_urban_based,6294627.415168206
IDS_top10_urban_500_points_probabilistic_500_size_seed_42.pkl,convenience_sampling_urban_based,31289803.331189442
IDS_top10_urban_900_points_probabilistic_900_size_seed_123.pkl,convenience_sampling_urban_based,56000340.24807293
IDS_top50_urban_400_points_probabilistic_400_size_seed_789.pkl,convenience_sampling_urban_based,25068484.631214958
IDS_top20_urban_200_points_probabilistic_200_size_seed_1.pkl,convenience_sampling_urban_based,12570743.848557075
IDS_top10_urban_100_points_probabilistic_100_size_seed_1234.pkl,convenience_sampling_urban_based,6294555.719764273
IDS_top10_urban_500_points_probabilistic_seed_789.pkl,convenience_sampling_urban_based,31287418.692194182
IDS_top20_urban_1000_points_probabilistic_1000_size_seed_9101.pkl,convenience_sampling_urban_based,62121216.89810676
IDS_top10_urban_500_points_probabilistic_500_size_seed_1.pkl,convenience_sampling_urban_based,31289485.87447532
IDS_top50_urban_900_points_probabilistic_900_size_seed_456.pkl,convenience_sampling_urban_based,55987373.22706064
IDS_top10_urban_400_points_probabilistic_400_size_seed_456.pkl,convenience_sampling_urban_based,25068106.895934325
IDS_top10_urban_100_points_probabilistic_100_size_seed_789.pkl,convenience_sampling_urban_based,6294547.536935191
IDS_top50_urban_900_points_probabilistic_900_size_seed_123.pkl,convenience_sampling_urban_based,55986383.91318386
IDS_top10_urban_1000_points_probabilistic_1000_size_seed_1213.pkl,convenience_sampling_urban_based,62135442.46143382
IDS_top50_urban_400_points_probabilistic_400_size_seed_456.pkl,convenience_sampling_urban_based,25068572.257168006
IDS_top10_urban_400_points_probabilistic_seed_42.pkl,convenience_sampling_urban_based,25067827.192866903
IDS_top20_urban_1000_points_probabilistic_1000_size_seed_1234.pkl,convenience_sampling_urban_based,62123737.78084508
IDS_top10_urban_900_points_probabilistic_900_size_seed_5678.pkl,convenience_sampling_urban_based,55999848.26018088
IDS_top10_urban_700_points_probabilistic_seed_456.pkl,convenience_sampling_urban_based,43677013.194114424
IDS_top20_urban_100_points_probabilistic_100_size_seed_789.pkl,convenience_sampling_urban_based,6294630.756904225
IDS_top20_urban_900_points_probabilistic_900_size_seed_123.pkl,convenience_sampling_urban_based,55987269.47308891
IDS_top50_urban_700_points_probabilistic_700_size_seed_1.pkl,convenience_sampling_urban_based,43672986.98213575
IDS_top10_urban_400_points_probabilistic_seed_789.pkl,convenience_sampling_urban_based,25066590.88642512
IDS_top10_urban_300_points_probabilistic_seed_456.pkl,convenience_sampling_urban_based,18828625.171079636
IDS_top10_urban_500_points_probabilistic_seed_5678.pkl,convenience_sampling_urban_based,31290598.769067395
IDS_top10_urban_200_points_probabilistic_200_size_seed_123.pkl,convenience_sampling_urban_based,12570716.65176799
IDS_top20_urban_500_points_probabilistic_500_size_seed_1415.pkl,convenience_sampling_urban_based,31287836.085789043
IDS_top10_urban_200_points_probabilistic_seed_9101.pkl,convenience_sampling_urban_based,12570477.608878812
IDS_top20_urban_100_points_probabilistic_100_size_seed_1415.pkl,convenience_sampling_urban_based,6294628.196853618
IDS_top10_urban_700_points_probabilistic_700_size_seed_123.pkl,convenience_sampling_urban_based,43677551.80707929
IDS_top10_urban_700_points_probabilistic_700_size_seed_5678.pkl,convenience_sampling_urban_based,43678345.36666516
IDS_top10_urban_100_points_probabilistic_100_size_seed_1213.pkl,convenience_sampling_urban_based,6294430.157775204
IDS_top10_urban_900_points_probabilistic_seed_789.pkl,convenience_sampling_urban_based,55999066.45253014
IDS_top10_urban_300_points_probabilistic_seed_123.pkl,convenience_sampling_urban_based,18828350.753426254
IDS_top20_urban_200_points_probabilistic_200_size_seed_1415.pkl,convenience_sampling_urban_based,12570725.522580942
IDS_top10_urban_500_points_probabilistic_500_size_seed_5678.pkl,convenience_sampling_urban_based,31290598.769067395
IDS_top20_urban_600_points_probabilistic_600_size_seed_1213.pkl,convenience_sampling_urban_based,37490511.99462971
IDS_top50_urban_700_points_probabilistic_700_size_seed_789.pkl,convenience_sampling_urban_based,43674849.51081971
IDS_top10_urban_300_points_probabilistic_seed_9101.pkl,convenience_sampling_urban_based,18827625.839423656
IDS_top10_urban_900_points_probabilistic_900_size_seed_1234.pkl,convenience_sampling_urban_based,56000767.85095995
IDS_top20_urban_100_points_probabilistic_100_size_seed_1.pkl,convenience_sampling_urban_based,6294500.399335246
IDS_top10_urban_300_points_probabilistic_300_size_seed_42.pkl,convenience_sampling_urban_based,18829270.402242333
IDS_top50_urban_900_points_probabilistic_900_size_seed_1234.pkl,convenience_sampling_urban_based,55989078.62715506
IDS_top10_urban_800_points_probabilistic_800_size_seed_456.pkl,convenience_sampling_urban_based,49846392.000114374
IDS_top50_urban_500_points_probabilistic_500_size_seed_9101.pkl,convenience_sampling_urban_based,31288138.766379196
IDS_top20_urban_800_points_probabilistic_800_size_seed_1213.pkl,convenience_sampling_urban_based,49840703.36615645
IDS_top20_urban_800_points_probabilistic_800_size_seed_1234.pkl,convenience_sampling_urban_based,49841074.98078727
IDS_top50_urban_800_points_probabilistic_800_size_seed_5678.pkl,convenience_sampling_urban_based,49840624.15997174
IDS_top50_urban_800_points_probabilistic_800_size_seed_1234.pkl,convenience_sampling_urban_based,49842171.1018044
IDS_top20_urban_400_points_probabilistic_400_size_seed_456.pkl,convenience_sampling_urban_based,25066737.879577737
IDS_top50_urban_300_points_probabilistic_300_size_seed_789.pkl,convenience_sampling_urban_based,18828862.004759282
IDS_top20_urban_400_points_probabilistic_400_size_seed_9101.pkl,convenience_sampling_urban_based,25066376.702904385
IDS_top20_urban_600_points_probabilistic_600_size_seed_1415.pkl,convenience_sampling_urban_based,37490777.3106392
IDS_top20_urban_800_points_probabilistic_800_size_seed_5678.pkl,convenience_sampling_urban_based,49840506.0082876
IDS_top10_urban_600_points_probabilistic_600_size_seed_5678.pkl,convenience_sampling_urban_based,37492399.27959645
IDS_top10_urban_800_points_probabilistic_800_size_seed_42.pkl,convenience_sampling_urban_based,49847123.6764717
IDS_top50_urban_300_points_probabilistic_300_size_seed_456.pkl,convenience_sampling_urban_based,18828909.586433858
IDS_top10_urban_200_points_probabilistic_200_size_seed_1415.pkl,convenience_sampling_urban_based,12570820.831649622
IDS_top10_urban_1000_points_probabilistic_seed_456.pkl,convenience_sampling_urban_based,62134541.77844029
IDS_top50_urban_800_points_probabilistic_800_size_seed_123.pkl,convenience_sampling_urban_based,49839672.31777086
IDS_top10_urban_800_points_probabilistic_seed_456.pkl,convenience_sampling_urban_based,49846392.000114374
IDS_top10_urban_700_points_probabilistic_700_size_seed_9101.pkl,convenience_sampling_urban_based,43676665.2492056
IDS_top50_urban_500_points_probabilistic_500_size_seed_1.pkl,convenience_sampling_urban_based,31287513.232754428
IDS_top20_urban_200_points_probabilistic_200_size_seed_456.pkl,convenience_sampling_urban_based,12570439.484348198
IDS_top50_urban_700_points_probabilistic_700_size_seed_1234.pkl,convenience_sampling_urban_based,43675844.8026079
IDS_top10_urban_600_points_probabilistic_seed_1213.pkl,convenience_sampling_urban_based,37492857.21781352
IDS_top10_urban_500_points_probabilistic_seed_1234.pkl,convenience_sampling_urban_based,31289042.019745488
IDS_top10_urban_800_points_probabilistic_seed_1415.pkl,convenience_sampling_urban_based,49845650.38646103
IDS_top10_urban_600_points_probabilistic_600_size_seed_1.pkl,convenience_sampling_urban_based,37493227.28247228
IDS_top10_urban_800_points_probabilistic_seed_1.pkl,convenience_sampling_urban_based,49847074.5373069
IDS_top50_urban_900_points_probabilistic_900_size_seed_42.pkl,convenience_sampling_urban_based,55989318.617895834
IDS_top10_urban_700_points_probabilistic_seed_123.pkl,convenience_sampling_urban_based,43677551.80707929
IDS_top50_urban_900_points_probabilistic_900_size_seed_1.pkl,convenience_sampling_urban_based,55988227.98769566
IDS_top20_urban_300_points_probabilistic_300_size_seed_42.pkl,convenience_sampling_urban_based,18828536.373979688
IDS_top10_urban_800_points_probabilistic_800_size_seed_9101.pkl,convenience_sampling_urban_based,49845948.111592464
IDS_top50_urban_600_points_probabilistic_600_size_seed_5678.pkl,convenience_sampling_urban_based,37490028.78332037
IDS_top10_urban_900_points_probabilistic_900_size_seed_9101.pkl,convenience_sampling_urban_based,55999262.43712222
IDS_top50_urban_1000_points_probabilistic_1000_size_seed_42.pkl,convenience_sampling_urban_based,62115347.70432999
IDS_top10_urban_1000_points_probabilistic_seed_42.pkl,convenience_sampling_urban_based,62134332.239208736
IDS_top50_urban_400_points_probabilistic_400_size_seed_1234.pkl,convenience_sampling_urban_based,25067142.844723266
IDS_top10_urban_1000_points_probabilistic_1000_size_seed_789.pkl,convenience_sampling_urban_based,62134904.12773339
IDS_top20_urban_700_points_probabilistic_700_size_seed_1415.pkl,convenience_sampling_urban_based,43674540.19779793
IDS_top10_urban_1000_points_probabilistic_seed_5678.pkl,convenience_sampling_urban_based,62135953.18235601
IDS_top10_urban_700_points_probabilistic_700_size_seed_42.pkl,convenience_sampling_urban_based,43679792.340771176
IDS_top10_urban_700_points_probabilistic_seed_1213.pkl,convenience_sampling_urban_based,43677392.64234888
IDS_top10_urban_1000_points_probabilistic_seed_123.pkl,convenience_sampling_urban_based,62134805.21383717
IDS_top20_urban_100_points_probabilistic_100_size_seed_123.pkl,convenience_sampling_urban_based,6294640.352328698
IDS_top20_urban_800_points_probabilistic_800_size_seed_123.pkl,convenience_sampling_urban_based,49839747.600472204
IDS_top10_urban_400_points_probabilistic_400_size_seed_5678.pkl,convenience_sampling_urban_based,25068476.13642208
IDS_top10_urban_100_points_probabilistic_seed_456.pkl,convenience_sampling_urban_based,6294624.662686388
IDS_top20_urban_900_points_probabilistic_900_size_seed_456.pkl,convenience_sampling_urban_based,55987578.49244269
IDS_top50_urban_1000_points_probabilistic_1000_size_seed_123.pkl,convenience_sampling_urban_based,62116129.61536927
IDS_top10_urban_1000_points_probabilistic_seed_1415.pkl,convenience_sampling_urban_based,62135009.713906564
IDS_top20_urban_900_points_probabilistic_900_size_seed_1415.pkl,convenience_sampling_urban_based,55989117.37953845
IDS_top20_urban_700_points_probabilistic_700_size_seed_42.pkl,convenience_sampling_urban_based,43674699.55308024
IDS_top20_urban_600_points_probabilistic_600_size_seed_1234.pkl,convenience_sampling_urban_based,37490593.786301106
IDS_top10_urban_200_points_probabilistic_seed_1.pkl,convenience_sampling_urban_based,12570328.959801337
IDS_top10_urban_100_points_probabilistic_100_size_seed_9101.pkl,convenience_sampling_urban_based,6294407.200951616
IDS_top10_urban_900_points_probabilistic_900_size_seed_1213.pkl,convenience_sampling_urban_based,56000238.29685449
IDS_top10_urban_400_points_probabilistic_400_size_seed_1.pkl,convenience_sampling_urban_based,25066960.538881283
IDS_top10_urban_100_points_probabilistic_seed_42.pkl,convenience_sampling_urban_based,6294789.261676471
IDS_top20_urban_300_points_probabilistic_300_size_seed_1234.pkl,convenience_sampling_urban_based,18828858.457719028
IDS_top50_urban_100_points_probabilistic_100_size_seed_123.pkl,convenience_sampling_urban_based,6294722.8943165345
IDS_top50_urban_200_points_probabilistic_200_size_seed_42.pkl,convenience_sampling_urban_based,12571192.838703355
IDS_top20_urban_1000_points_probabilistic_1000_size_seed_42.pkl,convenience_sampling_urban_based,62120116.90248022
IDS_top10_urban_1000_points_probabilistic_1000_size_seed_1415.pkl,convenience_sampling_urban_based,62135009.713906564
IDS_top10_urban_900_points_probabilistic_seed_1.pkl,convenience_sampling_urban_based,56000122.650461584
IDS_top10_urban_200_points_probabilistic_200_size_seed_789.pkl,convenience_sampling_urban_based,12570728.652735373
IDS_top20_urban_600_points_probabilistic_600_size_seed_123.pkl,convenience_sampling_urban_based,37490327.73339665
IDS_top20_urban_1000_points_probabilistic_1000_size_seed_456.pkl,convenience_sampling_urban_based,62123058.61131201
IDS_top20_urban_700_points_probabilistic_700_size_seed_123.pkl,convenience_sampling_urban_based,43672908.97637109
IDS_top20_urban_900_points_probabilistic_900_size_seed_42.pkl,convenience_sampling_urban_based,55990299.235446654
IDS_top10_urban_1000_points_probabilistic_seed_1.pkl,convenience_sampling_urban_based,62134108.256682344
IDS_top10_urban_400_points_probabilistic_seed_5678.pkl,convenience_sampling_urban_based,25068476.13642208
IDS_top20_urban_400_points_probabilistic_400_size_seed_42.pkl,convenience_sampling_urban_based,25068279.681984883
IDS_top50_urban_200_points_probabilistic_200_size_seed_789.pkl,convenience_sampling_urban_based,12571251.167417279
IDS_top10_urban_700_points_probabilistic_700_size_seed_1.pkl,convenience_sampling_urban_based,43677058.434595235
IDS_top50_urban_600_points_probabilistic_600_size_seed_456.pkl,convenience_sampling_urban_based,37491806.598926455
IDS_top10_urban_500_points_probabilistic_seed_1.pkl,convenience_sampling_urban_based,31289485.87447532
IDS_top10_urban_1000_points_probabilistic_seed_789.pkl,convenience_sampling_urban_based,62134904.12773339
IDS_top20_urban_600_points_probabilistic_600_size_seed_456.pkl,convenience_sampling_urban_based,37488928.657520056
IDS_top20_urban_100_points_probabilistic_100_size_seed_42.pkl,convenience_sampling_urban_based,6294755.63539062
IDS_top10_urban_600_points_probabilistic_seed_123.pkl,convenience_sampling_urban_based,37491897.54434791
IDS_top20_urban_800_points_probabilistic_800_size_seed_1.pkl,convenience_sampling_urban_based,49841250.27710181
IDS_top50_urban_500_points_probabilistic_500_size_seed_789.pkl,convenience_sampling_urban_based,31288958.643897224
IDS_top50_urban_800_points_probabilistic_800_size_seed_456.pkl,convenience_sampling_urban_based,49842226.42494806
IDS_top20_urban_400_points_probabilistic_400_size_seed_5678.pkl,convenience_sampling_urban_based,25068344.50585754
IDS_top10_urban_700_points_probabilistic_seed_789.pkl,convenience_sampling_urban_based,43678533.24323421
IDS_top20_urban_500_points_probabilistic_500_size_seed_789.pkl,convenience_sampling_urban_based,31288068.096231747
IDS_top50_urban_200_points_probabilistic_200_size_seed_123.pkl,convenience_sampling_urban_based,12570935.6322216
IDS_top50_urban_400_points_probabilistic_400_size_seed_42.pkl,convenience_sampling_urban_based,25068122.88651262
IDS_top50_urban_400_points_probabilistic_400_size_seed_9101.pkl,convenience_sampling_urban_based,25068227.92416973
IDS_top20_urban_100_points_probabilistic_100_size_seed_1213.pkl,convenience_sampling_urban_based,6294483.768665413
IDS_top50_urban_700_points_probabilistic_700_size_seed_9101.pkl,convenience_sampling_urban_based,43676415.43112067
IDS_top50_urban_700_points_probabilistic_700_size_seed_1213.pkl,convenience_sampling_urban_based,43672859.08337293
IDS_top50_urban_600_points_probabilistic_600_size_seed_789.pkl,convenience_sampling_urban_based,37490935.80725688
IDS_top10_urban_400_points_probabilistic_seed_456.pkl,convenience_sampling_urban_based,25068106.895934325
IDS_top10_urban_1000_points_probabilistic_1000_size_seed_1.pkl,convenience_sampling_urban_based,62134108.256682344
IDS_top20_urban_400_points_probabilistic_400_size_seed_1213.pkl,convenience_sampling_urban_based,25067892.402757626
IDS_top50_urban_900_points_probabilistic_900_size_seed_9101.pkl,convenience_sampling_urban_based,55989967.0445379
IDS_top50_urban_200_points_probabilistic_200_size_seed_456.pkl,convenience_sampling_urban_based,12571077.04863753
IDS_top10_urban_100_points_probabilistic_seed_1234.pkl,convenience_sampling_urban_based,6294555.719764273
IDS_top50_urban_300_points_probabilistic_300_size_seed_1415.pkl,convenience_sampling_urban_based,18828451.253959715
IDS_top10_urban_600_points_probabilistic_seed_9101.pkl,convenience_sampling_urban_based,37492530.1117526
IDS_top10_urban_400_points_probabilistic_400_size_seed_789.pkl,convenience_sampling_urban_based,25066590.88642512
IDS_top50_urban_700_points_probabilistic_700_size_seed_42.pkl,convenience_sampling_urban_based,43675497.45507299
IDS_top10_urban_100_points_probabilistic_seed_5678.pkl,convenience_sampling_urban_based,6294656.214420657
IDS_top10_urban_500_points_probabilistic_500_size_seed_456.pkl,convenience_sampling_urban_based,31288267.11597826
IDS_top10_urban_300_points_probabilistic_seed_1415.pkl,convenience_sampling_urban_based,18828288.903206468
IDS_top20_urban_200_points_probabilistic_200_size_seed_1213.pkl,convenience_sampling_urban_based,12570440.143929323
IDS_top20_urban_900_points_probabilistic_900_size_seed_1.pkl,convenience_sampling_urban_based,55990927.16337861
IDS_top10_urban_200_points_probabilistic_200_size_seed_1234.pkl,convenience_sampling_urban_based,12570523.621073773
IDS_top10_urban_800_points_probabilistic_seed_123.pkl,convenience_sampling_urban_based,49847707.28480261
IDS_top50_urban_700_points_probabilistic_700_size_seed_456.pkl,convenience_sampling_urban_based,43677334.404047735
IDS_top50_urban_1000_points_probabilistic_1000_size_seed_1234.pkl,convenience_sampling_urban_based,62118189.62455995
IDS_top20_urban_500_points_probabilistic_500_size_seed_456.pkl,convenience_sampling_urban_based,31286832.777165312
IDS_top50_urban_400_points_probabilistic_400_size_seed_1.pkl,convenience_sampling_urban_based,25067286.85224579
IDS_top10_urban_800_points_probabilistic_800_size_seed_1234.pkl,convenience_sampling_urban_based,49847085.2225162
IDS_top20_urban_700_points_probabilistic_700_size_seed_1.pkl,convenience_sampling_urban_based,43675071.91393698
IDS_top10_urban_900_points_probabilistic_900_size_seed_42.pkl,convenience_sampling_urban_based,56000365.176349066
IDS_top20_urban_600_points_probabilistic_600_size_seed_42.pkl,convenience_sampling_urban_based,37490480.51804975
IDS_top10_urban_100_points_probabilistic_seed_1213.pkl,convenience_sampling_urban_based,6294430.157775204
IDS_top50_urban_1000_points_probabilistic_1000_size_seed_789.pkl,convenience_sampling_urban_based,62115201.66652832
IDS_top10_urban_200_points_probabilistic_seed_1415.pkl,convenience_sampling_urban_based,12570820.831649622
IDS_top50_urban_500_points_probabilistic_500_size_seed_5678.pkl,convenience_sampling_urban_based,31288702.463993687
IDS_top10_urban_300_points_probabilistic_seed_1213.pkl,convenience_sampling_urban_based,18828210.505688548
IDS_top10_urban_300_points_probabilistic_300_size_seed_9101.pkl,convenience_sampling_urban_based,18827625.839423656
IDS_top20_urban_1000_points_probabilistic_1000_size_seed_123.pkl,convenience_sampling_urban_based,62122212.52271912
IDS_top10_urban_600_points_probabilistic_seed_42.pkl,convenience_sampling_urban_based,37492097.56207526
IDS_top10_urban_700_points_probabilistic_700_size_seed_1415.pkl,convenience_sampling_urban_based,43675235.7825065
IDS_top10_urban_1000_points_probabilistic_seed_1213.pkl,convenience_sampling_urban_based,62135442.46143382
IDS_top10_urban_200_points_probabilistic_200_size_seed_456.pkl,convenience_sampling_urban_based,12571013.307226082
IDS_top10_urban_200_points_probabilistic_200_size_seed_9101.pkl,convenience_sampling_urban_based,12570477.608878812
IDS_top20_urban_700_points_probabilistic_700_size_seed_1234.pkl,convenience_sampling_urban_based,43675892.36386714
IDS_top50_urban_1000_points_probabilistic_1000_size_seed_1.pkl,convenience_sampling_urban_based,62115505.88682831
IDS_top20_urban_300_points_probabilistic_300_size_seed_9101.pkl,convenience_sampling_urban_based,18827937.203033924
IDS_top10_urban_200_points_probabilistic_200_size_seed_1.pkl,convenience_sampling_urban_based,12570328.959801337
IDS_top10_urban_800_points_probabilistic_800_size_seed_1.pkl,convenience_sampling_urban_based,49847074.5373069
IDS_top50_urban_300_points_probabilistic_300_size_seed_9101.pkl,convenience_sampling_urban_based,18828271.591107666
IDS_top10_urban_100_points_probabilistic_seed_1415.pkl,convenience_sampling_urban_based,6294657.268222789
IDS_top20_urban_500_points_probabilistic_500_size_seed_1.pkl,convenience_sampling_urban_based,31288882.95877843
IDS_top10_urban_1000_points_probabilistic_1000_size_seed_5678.pkl,convenience_sampling_urban_based,62135953.18235601
IDS_top10_urban_900_points_probabilistic_seed_5678.pkl,convenience_sampling_urban_based,55999848.26018088
IDS_top10_urban_700_points_probabilistic_700_size_seed_1234.pkl,convenience_sampling_urban_based,43677685.118340515
IDS_top10_urban_800_points_probabilistic_seed_42.pkl,convenience_sampling_urban_based,49847123.6764717
IDS_top50_urban_600_points_probabilistic_600_size_seed_1.pkl,convenience_sampling_urban_based,37490737.142667115
IDS_top10_urban_300_points_probabilistic_300_size_seed_5678.pkl,convenience_sampling_urban_based,18829141.88763511
IDS_top10_urban_900_points_probabilistic_900_size_seed_1415.pkl,convenience_sampling_urban_based,55999652.816365175
IDS_top50_urban_400_points_probabilistic_400_size_seed_1415.pkl,convenience_sampling_urban_based,25067446.466867458
IDS_top50_urban_700_points_probabilistic_700_size_seed_123.pkl,convenience_sampling_urban_based,43674087.74925993
IDS_top20_urban_900_points_probabilistic_900_size_seed_1213.pkl,convenience_sampling_urban_based,55989298.81746194
IDS_top10_urban_800_points_probabilistic_800_size_seed_1415.pkl,convenience_sampling_urban_based,49845650.38646103
IDS_top10_urban_600_points_probabilistic_seed_789.pkl,convenience_sampling_urban_based,37491164.101569
IDS_top10_urban_1000_points_probabilistic_1000_size_seed_42.pkl,convenience_sampling_urban_based,62134332.239208736
IDS_top10_urban_500_points_probabilistic_500_size_seed_123.pkl,convenience_sampling_urban_based,31289675.356063444
IDS_top50_urban_200_points_probabilistic_200_size_seed_1415.pkl,convenience_sampling_urban_based,12570618.073860904
IDS_top20_urban_900_points_probabilistic_900_size_seed_9101.pkl,convenience_sampling_urban_based,55987935.36479228
