initial_set,sampling_type,size,pop_risk_nlcd_0.5,pop_risk_nlcd_0,pop_risk_nlcd_0.001,pop_risk_nlcd_0.01,pop_risk_nlcd_0.1,pop_risk_nlcd_0.99,pop_risk_nlcd_1,pop_risk_image_clusters_2_0.5,pop_risk_image_clusters_2_0,pop_risk_image_clusters_2_0.001,pop_risk_image_clusters_2_0.01,pop_risk_image_clusters_2_0.1,pop_risk_image_clusters_2_0.99,pop_risk_image_clusters_2_1,pop_risk_image_clusters_8_0.5,pop_risk_image_clusters_8_0,pop_risk_image_clusters_8_0.001,pop_risk_image_clusters_8_0.01,pop_risk_image_clusters_8_0.1,pop_risk_image_clusters_8_0.99,pop_risk_image_clusters_8_1,pop_risk_states_0.5,pop_risk_states_0,pop_risk_states_0.001,pop_risk_states_0.01,pop_risk_states_0.1,pop_risk_states_0.99,pop_risk_states_1
sample_state_combined_county_id_10ppc_800_size_seed_1234.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,773,-0.07159608252269835,-0.03596750006328032,-0.03603875722819916,-0.036680071712468676,-0.043093216555163925,-0.106512093332928,-0.10722466498211639,-0.04342173469762892,-0.03596750006328031,-0.03598240853254901,-0.03611658475596728,-0.037458346990150035,-0.05072688463929056,-0.050875969331977536,-0.07298749044526574,-0.03596750006328032,-0.03604154004404429,-0.03670789987092003,-0.0433714981396774,-0.10926708101961147,-0.11000748082725118,-4304.393940112083,-0.035967500063280325,-8.644683445287319,-86.12312695230368,-860.9075620224673,-8522.664753271863,-8608.751912724101
sample_state_combined_county_id_10ppc_1000_size_seed_123.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,977,-0.06461896744522846,-0.031992834407549194,-0.03205808667362455,-0.03264535706830278,-0.03851806101508505,-0.09659257782215416,-0.09724510048290774,-0.038643138144713166,-0.031992834407549194,-0.032006135015023515,-0.03212584048229247,-0.03332289515498199,-0.04516043580713386,-0.04529344188187714,-0.06460123901876857,-0.031992834407549194,-0.03205805121677163,-0.03264500249977358,-0.038514515329793074,-0.09655747553776359,-0.09720964362998796,-4304.3913550984325,-0.031992834407549194,-8.640711558935598,-86.11918007968804,-860.9038652872125,-8522.663530117175,-8608.750717362454
sample_state_combined_county_id_5ppc_150_size_seed_42.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,145,-0.16686077415921788,-0.08304547985373996,-0.08321311044235093,-0.08472178573984952,-0.09980853871483555,-0.24899976257858622,-0.2506760684646958,-0.10082298668429036,-0.08304547985373997,-0.08308103486740107,-0.08340102999035098,-0.08660098121985005,-0.11824494337822974,-0.11860049351484075,-0.17597233721861044,-0.08304547985373997,-0.0832313335684697,-0.08490401700103739,-0.10163085132671407,-0.2670406574361835,-0.268899194583481,-4304.424509215475,-0.08304547985373997,-8.691728407324982,-86.16987475456615,-860.9513382269778,-8522.679143676383,-8608.765972951094
sample_state_combined_county_id_5ppc_150_size_seed_1.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,145,-0.16610003759266584,-0.08304547985373996,-0.08321158896921782,-0.0847065710085185,-0.09965639140152516,-0.2474935041768132,-0.2491545953315917,-0.10092965188520184,-0.08304547985373997,-0.08308124819780288,-0.0834031632943692,-0.08662231426003235,-0.1184561404760345,-0.11881382391666373,-0.20323559653475515,-0.08304547985373997,-0.08328586008710201,-0.08544928218736028,-0.107083503189943,-0.32102191088215004,-0.3234257132157703,-4304.424509215475,-0.08304547985373997,-8.691728407324982,-86.16987475456615,-860.9513382269778,-8522.679143676383,-8608.765972951094
sample_state_combined_county_id_5ppc_150_size_seed_456.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,145,-0.1659013972531236,-0.08304547985373996,-0.08321119168853874,-0.08470259820172765,-0.0996166633336167,-0.24710019630451957,-0.24875731465250728,-0.10082298668429036,-0.08304547985373997,-0.08308103486740107,-0.08340102999035098,-0.08660098121985005,-0.11824494337822974,-0.11860049351484075,-0.1960251384185308,-0.08304547985373997,-0.08327143917086956,-0.08530507302503579,-0.10564141156669812,-0.3067452038120258,-0.3090047969833216,-4304.424509215475,-0.08304547985373997,-8.691728407324982,-86.16987475456615,-860.9513382269778,-8522.679143676383,-8608.765972951094
sample_state_combined_county_id_10ppc_150_size_seed_9101.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,120,-0.1921209391359145,-0.09128709291752768,-0.09148876060996444,-0.09330376984189542,-0.11145386216120505,-0.2909381084299336,-0.2929547853543013,-0.11020121130979581,-0.09128709291752768,-0.0913249211543122,-0.09166537528537302,-0.09506991659598131,-0.1287370473342186,-0.12911532970206394,-0.1842448075357677,-0.09128709291752768,-0.09147300834676417,-0.09314624720989248,-0.1098786358411757,-0.27534336786164293,-0.27720252215400776,-4304.430316119563,-0.09128709291752768,-8.699965150970819,-86.17806767345044,-860.9590928982467,-8522.682564565677,-8608.76934514621
sample_state_combined_county_id_5ppc_900_size_seed_42.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,775,-0.07154330261392364,-0.03592106040535499,-0.03599230488977211,-0.036633505249526355,-0.04304550884706872,-0.10645309997832092,-0.10716554482249228,-0.04374757839371769,-0.03592106040535498,-0.0359367134413317,-0.036077590765122236,-0.03748636400302753,-0.05141756602231315,-0.0515740963820804,-0.07579068409392302,-0.03592106040535498,-0.03600079965273211,-0.03671845287912635,-0.043894985143068596,-0.11486291530871968,-0.11566030778249105,-4304.393825013157,-0.03592106040535498,-8.64463686831086,-86.12307913946039,-860.9075018509558,-8522.664570886855,-8608.751728965908
sample_state_combined_county_id_5ppc_400_size_seed_789.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,385,-0.10120520309951281,-0.050964719143762556,-0.05106520011167405,-0.051969528822877566,-0.06101281593491261,-0.15044087737614803,-0.15144568705526307,-0.06173531157344768,-0.05096471914376255,-0.05098626032862192,-0.05118013099235626,-0.053118837629699586,-0.07229049215453912,-0.07250590400313281,-0.10200754520557309,-0.050964719143762556,-0.05106680479588617,-0.05198557566499877,-0.061173284356124666,-0.15202951474614745,-0.15305037126738366,-4304.403683451327,-0.05096471914376255,-8.659670156608131,-86.13801909378745,-860.9215084655806,-8522.66934780887,-8608.756402183511
sample_state_combined_county_id_5ppc_150_size_seed_1234.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,145,-0.1786364759004398,-0.08304547985373996,-0.08323666184583337,-0.08495729977467398,-0.10216367906307994,-0.27231565202620567,-0.27422747194713964,-0.10089259939679569,-0.08304547985373997,-0.08308117409282607,-0.08340242224460108,-0.08661490376235112,-0.11838277654899032,-0.11873971893985143,-0.18040895973820403,-0.08304547985373997,-0.08324020681350891,-0.08499274945142926,-0.10251817583063279,-0.2758251700249788,-0.27777243962266807,-4304.424509215475,-0.08304547985373997,-8.691728407324982,-86.16987475456615,-860.9513382269778,-8522.679143676383,-8608.765972951094
sample_state_combined_county_id_5ppc_1000_size_seed_456.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,830,-0.06870895968782927,-0.03471050672503116,-0.03477850363095676,-0.035390475784287126,-0.041510197317590786,-0.10202744359137142,-0.10270741265062738,-0.042081714451560476,-0.03471050672503116,-0.03472524914048422,-0.03485793087956175,-0.036184748270337026,-0.0493054980235592,-0.04945292217808979,-0.07088417118018524,-0.03471050672503116,-0.03478285405394147,-0.03543398001413425,-0.041945239616061974,-0.10633436234623625,-0.10705783563533933,-4304.393043952587,-0.03471050672503116,-8.643427173616754,-86.12187717564227,-860.9063771958972,-8522.66421072953,-8608.751377398446
sample_state_combined_county_id_5ppc_800_size_seed_42.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,715,-0.074220156027474,-0.03739787960033829,-0.03747152415319256,-0.038134325128881,-0.044762334885765434,-0.11030598692606698,-0.11104243245460971,-0.04548227053913642,-0.03739787960033829,-0.03741404838221588,-0.037559567419114245,-0.03901475778809792,-0.0534049736591586,-0.053566661477934555,-0.0783362918543891,-0.03739787960033829,-0.03747975642484639,-0.038216647845419296,-0.04558556205114846,-0.1184559358633589,-0.11927470410843992,-4304.394793226262,-0.03739787960033829,-8.646112670293663,-86.12454578653357,-860.9088769489327,-8522.665040665992,-8608.752188572924
sample_state_combined_county_id_10ppc_800_size_seed_123.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,778,-0.073127728460122,-0.03585173696910374,-0.03592628895208577,-0.0365972567989241,-0.04330693526730739,-0.10965820012131988,-0.11040371995114025,-0.043338020120243986,-0.03585173696910374,-0.03586670953540601,-0.036001462632126544,-0.03734899359933179,-0.05067457760836143,-0.050824303271384236,-0.0721023195234389,-0.03585173696910374,-0.0359242381342124,-0.03657674862019044,-0.04310185347997077,-0.10762789042668737,-0.10835290207777407,-4304.393855775478,-0.035851736969103744,-8.64456774504612,-86.12301181773927,-860.9074525446708,-8522.664699733215,-8608.751859813985
sample_state_combined_county_id_5ppc_700_size_seed_1415.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,665,-0.07750827341563044,-0.038778336716474064,-0.03885579658987237,-0.0395529354504572,-0.046524324056305334,-0.11546361138080367,-0.1162382101147868,-0.04688476128804415,-0.038778336716474064,-0.0387945495656172,-0.038940465207905464,-0.04039962163078808,-0.054829057368182825,-0.054991185859614225,-0.07878959899359281,-0.03877833671647406,-0.038858359241028304,-0.039578561962016444,-0.04678058917189781,-0.11800063602516919,-0.11880086127071156,-4304.39571934168,-0.038778336716474064,-8.6474922187264,-86.12591715681575,-860.9101665377092,-8522.665521526545,-8608.752660346641
sample_state_combined_county_id_10ppc_150_size_seed_1213.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,120,-228.35683301040007,-0.09128709291752768,-0.5478181847524927,-4.656598011267179,-45.74439627641404,-452.057068009533,-456.62237892788266,-0.11028238223414619,-0.09128709291752768,-0.09132508349616092,-0.09166699870386005,-0.09508615078085138,-0.12889776576443235,-0.12927767155076472,-0.19456388838492414,-0.09128709291752768,-0.09149364650846246,-0.09335262882687562,-0.11194245201100697,-0.29577514794297266,-0.29784068385232054,-4304.430316119563,-0.09128709291752768,-8.699965150970819,-86.17806767345044,-860.9590928982467,-8522.682564565677,-8608.76934514621
sample_state_combined_county_id_5ppc_200_size_seed_1.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,190,-0.14558391103139595,-0.07254762501100115,-0.07269369758304195,-0.07400835073140904,-0.08715488221508012,-0.21715947133138286,-0.21862019705179075,-0.08778040562524339,-0.07254762501100116,-0.07257809057222964,-0.072852280623286,-0.07559418113384961,-0.10270853062720078,-0.10301318623948563,-0.16104002318966595,-0.07254762501100116,-0.07272460980735848,-0.07431747297457446,-0.09024610464673413,-0.24776257340475744,-0.24953242136833076,-4304.417697430526,-0.07254762501100116,-8.68123792462203,-86.1594506211213,-860.9415775861139,-8522.675944239929,-8608.76284723604
sample_state_combined_county_id_5ppc_500_size_seed_789.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,490,-0.08897263920943832,-0.045175395145262566,-0.04526298963339091,-0.04605134002654608,-0.05393484395809772,-0.1318939383923306,-0.1327698832736141,-0.054611205282318484,-0.04517539514526256,-0.04519426676553667,-0.04536411134800369,-0.04706255717267375,-0.06385829921663327,-0.0640470154193744,-0.09026697156204493,-0.04517539514526257,-0.04526557829809613,-0.04607722667359822,-0.054193710428619035,-0.13445671645049165,-0.1353585479788273,-4304.399912088951,-0.045175395145262566,-8.653884868532872,-86.13227012902138,-860.9161227339063,-8522.66755404888,-8608.754648782755
sample_state_combined_county_id_5ppc_400_size_seed_1.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,385,-0.10201412928471928,-0.050964719143762556,-0.05106681796404446,-0.05198570734658169,-0.061174601171953905,-0.15204255122285687,-0.15306353942567602,-0.06173531157344768,-0.05096471914376255,-0.05098626032862192,-0.05118013099235626,-0.053118837629699586,-0.07229049215453912,-0.07250590400313281,-0.106984218223669,-0.050964719143762556,-0.05107675814192236,-0.05208510912536069,-0.06216861895974385,-0.1618833273219773,-0.16300371730357543,-4304.403683451327,-0.05096471914376255,-8.659670156608131,-86.13801909378745,-860.9215084655806,-8522.66934780887,-8608.756402183511
sample_state_combined_county_id_5ppc_300_size_seed_42.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,285,-0.12031253073079928,-0.05923488777590923,-0.05935704306181902,-0.06045644063500703,-0.07145041636688725,-0.18016862082659152,-0.18139017368568933,-0.07167240106546016,-0.059234887775909226,-0.05925976280248833,-0.059483638041700246,-0.06172239043381942,-0.08386116408922006,-0.08410991435501108,-0.12431067097168083,-0.059234887775909226,-0.05936503934230078,-0.060536403439824665,-0.07225004441506355,-0.18808493850353702,-0.18938645416745242,-4304.4090891258775,-0.05923488777590923,-8.667934596252113,-86.14623197253793,-860.9292057353963,-8522.671946279217,-8608.758943363979
sample_state_combined_county_id_5ppc_400_size_seed_9101.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,385,-0.1017657386764605,-0.050964719143762556,-0.051066321182827945,-0.051980739534416516,-0.06112492305030215,-0.15155073781850448,-0.15256675820915844,-0.06152800934031985,-0.05096471914376255,-0.05098584572415567,-0.051175984947693695,-0.053077377183074016,-0.07188003373294602,-0.07209129953687715,-0.10327390665639724,-0.050964719143762556,-0.051069337518787825,-0.05201090289401525,-0.0614265566462895,-0.15453691041877923,-0.1555830941690319,-4304.403683451327,-0.05096471914376255,-8.659670156608131,-86.13801909378745,-860.9215084655806,-8522.66934780887,-8608.756402183511
sample_state_combined_county_id_10ppc_1100_size_seed_5678.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,1078,-0.060419508004919645,-0.03045724519365863,-0.030517169719281152,-0.03105649044988385,-0.03644969775591084,-0.08978252555995545,-0.09038177081618068,-0.03676612109436132,-0.03045724519365863,-0.030469862945460037,-0.030583422711672685,-0.03171902037379917,-0.04294881947704998,-0.04307499699506403,-0.061844651498558036,-0.03045724519365863,-0.030520020006268432,-0.031084993319756622,-0.03673472645463852,-0.09260430967735944,-0.09323205780345745,-4304.390347458739,-0.03045724519365863,-8.639177025620747,-86.11765504946455,-860.9024352879026,-8522.663039868012,-8608.750237672282
sample_state_combined_county_id_5ppc_1100_size_seed_9101.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,885,-0.06535342917467633,-0.033614632272640714,-0.03367810986644479,-0.034249408210681426,-0.03996239165304784,-0.09645745013867123,-0.09709222607671195,-0.04083270315876311,-0.033614632272640714,-0.03362906841441296,-0.03375899369036316,-0.035058246449865195,-0.04790641262716308,-0.04805077404488552,-0.0674548714723497,-0.033614632272640714,-0.03368231275104014,-0.03429143705663489,-0.04038268011258251,-0.1006183058880645,-0.10129511067205868,-4304.392340943014,-0.033614632272640714,-8.642332084894122,-86.12078915848745,-860.9053598944208,-8522.663892727538,-8608.751067253752
sample_state_combined_county_id_10ppc_100_size_seed_123.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,90,-0.23145575267033303,-0.10540925533894596,-0.10566134833360874,-0.1079301852855737,-0.13061855480522339,-0.35498132005509236,-0.35750225000172015,-0.12740876976430207,-0.10540925533894596,-0.10545325436779668,-0.10584924562745308,-0.10980915822401718,-0.14896829390115102,-0.14940828418965815,-0.22764052553644004,-0.10540925533894598,-0.10565371787934097,-0.10785388074289586,-0.1298555093784448,-0.3474271703299842,-0.3498717957339341,-4304.4389383404605,-0.10540925533894599,-8.714076313509189,-86.19207983704136,-860.9721150723632,-8522.68579684388,-8608.77246742558
sample_state_combined_county_id_5ppc_1000_size_seed_1.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,830,-0.06811571683725381,-0.03471050672503116,-0.0347773171452556,-0.035378610927275615,-0.04139154874747569,-0.10085282274723201,-0.10152092694947647,-0.042101511082293215,-0.03471050672503116,-0.03472528873374568,-0.034858326812176404,-0.03618870759648357,-0.049344695352410026,-0.04949251543955527,-0.07222840021789598,-0.03471050672503116,-0.03478554251201689,-0.03546086459488846,-0.04221408542360412,-0.1089959358409035,-0.10974629371076078,-4304.393043952587,-0.03471050672503116,-8.643427173616754,-86.12187717564227,-860.9063771958972,-8522.66421072953,-8608.751377398446
sample_state_combined_county_id_5ppc_700_size_seed_9101.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,665,-0.07661196124062927,-0.038778336716474064,-0.03885400396552237,-0.03953500920695717,-0.046345061621305104,-0.11368891327430138,-0.11444558576478447,-0.04690787485310478,-0.038778336716474064,-0.03879459579274732,-0.038940927479206675,-0.0404042443438002,-0.05487482222700288,-0.055037412989735496,-0.07814771962250425,-0.03877833671647406,-0.03885707548228612,-0.03956572437459467,-0.0466522132976801,-0.11672971487041384,-0.11751710252853442,-4304.39571934168,-0.038778336716474064,-8.6474922187264,-86.12591715681575,-860.9101665377092,-8522.665521526545,-8608.752660346641
sample_state_combined_county_id_10ppc_300_size_seed_9101.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,270,-0.12479690205335553,-0.06085806194501845,-0.06098593962523513,-0.0621368387471852,-0.07364582996668587,-0.18745696535952588,-0.1887357421616926,-0.07349647109319699,-0.06085806194501846,-0.06088333876331481,-0.061110830127982026,-0.06338574377465417,-0.08588211205841195,-0.08613488024137553,-0.12624866107666277,-0.06085806194501846,-0.060988843143281755,-0.06216587392765134,-0.07393618177134734,-0.19033144822567422,-0.19163926020830713,-4304.410342817161,-0.06085806194501846,-8.66955703145545,-86.14784775704938,-860.9307550129884,-8522.672837877275,-8608.759827572378
sample_state_combined_county_id_5ppc_500_size_seed_123.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,490,-0.09178611141040319,-0.045175395145262566,-0.045268616577792846,-0.04610760947056537,-0.0544975383982907,-0.13746461335024102,-0.13839682767554382,-0.05456434049008119,-0.04517539514526256,-0.0451941730359522,-0.045363174052158936,-0.04705318421422629,-0.06376550692800342,-0.0639532858348998,-0.09140070651211361,-0.04517539514526257,-0.045267845767996265,-0.04609990137259959,-0.05442045741863277,-0.13670151165162764,-0.13762601787896467,-4304.399912088951,-0.045175395145262566,-8.653884868532872,-86.13227012902138,-860.9161227339063,-8522.66755404888,-8608.754648782755
sample_state_combined_county_id_10ppc_150_size_seed_1.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,120,-0.1904852834084539,-0.09128709291752768,-0.09148548929850953,-0.0932710567273462,-0.11112673101571294,-0.2876995100895616,-0.2896834738993801,-0.11019326889555411,-0.09128709291752768,-0.09132490526948372,-0.09166521643708819,-0.09506832811313298,-0.12872132135402,-0.12909944487358055,-551.9764414174962,-0.09128709291752768,-1.195057401566685,-11.128990179409104,-110.46831795783328,-1092.8238926555832,-1103.861595742075,-4304.430316119563,-0.09128709291752768,-8.699965150970819,-86.17806767345044,-860.9590928982467,-8522.682564565677,-8608.76934514621
sample_state_combined_county_id_10ppc_200_size_seed_1234.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,175,-0.15950997483669305,-0.07559289460184544,-0.07576072876231513,-0.07727123620654239,-0.09237631064881496,-0.2417487134668437,-0.2434270550715407,-0.09173212731519714,-0.07559289460184544,-0.07562517306727214,-0.07591567925611246,-0.07882074114451579,-0.10754857537428184,-0.10787136002854886,-0.16088047053746207,-0.07559289460184544,-0.07576346975371667,-0.07729864612055776,-0.09265040978896877,-0.24446229495436633,-0.24616804647307866,-4304.419668809465,-0.07559289460184544,-8.68428104643157,-86.16247441289912,-860.9444080775744,-8522.67686320603,-8608.763744724327
sample_state_combined_county_id_10ppc_600_size_seed_456.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,575,-0.08464717196975671,-0.041702882811414946,-0.04178877138973164,-0.042561768594581786,-0.05029174064308331,-0.12673257534493163,-0.12759146112809847,-0.05037647374334737,-0.041702882811414946,-0.04172022999327882,-0.0418763546300536,-0.04343760099780143,-0.05887659285664113,-0.05905006467527978,-0.08776956848792099,-0.04170288281141495,-0.04179501618276797,-0.04262421652494508,-0.05091621994671616,-0.13291492045089692,-0.13383625416442702,-4304.397679254448,-0.04170288281141495,-8.650414835554686,-86.12882241024414,-860.9128981571388,-8522.666536098652,-8608.753655626084
sample_state_combined_county_id_10ppc_300_size_seed_456.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,270,-0.12501390123550338,-0.06085806194501845,-0.06098637362359943,-0.06214117873082816,-0.07368922980311544,-0.18788662374017862,-0.18916974052598828,-0.07349647109319699,-0.06085806194501846,-0.06088333876331481,-0.061110830127982026,-0.06338574377465417,-0.08588211205841195,-0.08613488024137553,-0.1284598094923203,-0.06085806194501846,-0.06099326544011306,-0.062210096895964496,-0.07437841145447882,-0.19470952208867615,-0.19606155703962214,-4304.410342817161,-0.06085806194501846,-8.66955703145545,-86.14784775704938,-860.9307550129884,-8522.672837877275,-8608.759827572378
sample_state_combined_county_id_5ppc_100_size_seed_456.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,90,-0.21628522789249313,-0.10540925533894596,-0.10563100728405306,-0.10762677479001691,-0.1275844498496554,-0.3249436809949693,-0.3271612004460403,-0.12782499153322102,-0.10540925533894596,-0.10545408681133452,-0.10585757006283146,-0.10989240257780097,-0.1497924130036106,-0.15024072772749608,-551.9975804302978,-0.10540925533894598,-1.2091935976888637,-11.143252678838122,-110.48384349033073,-1092.8519081817576,-1103.8897516052568,-4304.4389383404605,-0.10540925533894599,-8.714076313509189,-86.19207983704136,-860.9721150723632,-8522.68579684388,-8608.77246742558
sample_state_combined_county_id_10ppc_150_size_seed_42.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,120,-228.3438894280797,-0.09128709291752768,-0.5477922975878521,-4.656339139620773,-45.741807559949976,-452.0314397165387,-456.59649176324194,-0.11066046151435922,-0.09128709291752768,-0.09132583965472134,-0.0916745602894643,-0.09516176663689399,-0.12964636273925412,-0.13003383011119077,-0.21406369200249403,-0.09128709291752768,-0.09153264611569761,-0.093742624899227,-0.11584241273452095,-0.33438475910576104,-0.3368402910874604,-4304.430316119563,-0.09128709291752768,-8.699965150970819,-86.17806767345044,-860.9590928982467,-8522.682564565677,-8608.76934514621
sample_state_combined_county_id_5ppc_500_size_seed_456.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,490,-0.08983898066298684,-0.045175395145262566,-0.04526472231629801,-0.04606866685561706,-0.05410811224880743,-0.13360929447035666,-0.13450256618071116,-0.054531816583920326,-0.04517539514526256,-0.04519410798813987,-0.045362523574035724,-0.04704667943299412,-0.06370110959380494,-0.06388823802257809,-0.09171462995805899,-0.04517539514526257,-0.04526847361488816,-0.046106179841518505,-0.05448324210782185,-0.13732308007459948,-0.1382538647708554,-4304.399912088951,-0.045175395145262566,-8.653884868532872,-86.13227012902138,-860.9161227339063,-8522.66755404888,-8608.754648782755
sample_state_combined_county_id_10ppc_1100_size_seed_456.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,1077,-0.06072716502922353,-0.03047138176680026,-0.030531893333325108,-0.031076497432048725,-0.03652253841928491,-0.09037783262639834,-0.0909829482916468,-0.03678174533097252,-0.03047138176680026,-0.030484002493928603,-0.030597589038083704,-0.031733454479634715,-0.042965901623861324,-0.04309210889514478,-0.062267319500728016,-0.03047138176680026,-0.030534973642268117,-0.031107300521478816,-0.03683056931358582,-0.09342733847997722,-0.09406325723465578,-4304.390357223394,-0.03047138176680026,-8.639191153450055,-86.11766909859935,-860.9024485500922,-8522.663045348188,-8608.750243065022
sample_state_combined_county_id_5ppc_150_size_seed_123.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,145,-0.17360563404030444,-0.08304547985373996,-0.08322660016211308,-0.08485668293747126,-0.10115751069105286,-0.2623545851431376,-0.26416578822686887,-0.10024348130164132,-0.08304547985373997,-0.08307987585663576,-0.08338943988269801,-0.08648508014332024,-0.11709752272058464,-0.11744148274954266,-0.18211124334050238,-0.08304547985373997,-0.08324361138071348,-0.08502679512347522,-0.10285863255109245,-0.2791956915575295,-0.2811770068272647,-4304.424509215475,-0.08304547985373997,-8.691728407324982,-86.16987475456615,-860.9513382269778,-8522.679143676383,-8608.765972951094
sample_state_combined_county_id_5ppc_1100_size_seed_456.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,885,-0.06630159802859459,-0.033614632272640714,-0.033680006204152624,-0.03426837158775979,-0.04015202542383149,-0.09833482446942939,-0.09898856378454847,-0.04080517355167358,-0.033614632272640714,-0.03362901335519878,-0.03375844309822136,-0.035052740528447285,-0.0478519040051258,-0.04799571483070646,-0.06837693373786286,-0.033614632272640714,-0.033684156875571164,-0.03430987830194515,-0.040567092565685144,-0.10244398917378054,-0.10313923520308498,-4304.392340943014,-0.033614632272640714,-8.642332084894122,-86.12078915848745,-860.9053598944208,-8522.663892727538,-8608.751067253752
sample_state_combined_county_id_5ppc_700_size_seed_1213.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,665,-0.07688702900206293,-0.038778336716474064,-0.03885455410104524,-0.03954051056218584,-0.046400075173591834,-0.11423354744194003,-0.1149957212876518,-0.046927257342393405,-0.038778336716474064,-0.0387946345577259,-0.038941315128992446,-0.04040812084165793,-0.05491319955579435,-0.05507617796831274,-0.08196682817184517,-0.03877833671647406,-0.03886471369938481,-0.03964210654558149,-0.047416035007548284,-0.12429154979810886,-0.12515531962721627,-4304.39571934168,-0.038778336716474064,-8.6474922187264,-86.12591715681575,-860.9101665377092,-8522.665521526545,-8608.752660346641
sample_state_combined_county_id_10ppc_600_size_seed_1.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,573,-0.0828153267071968,-0.04177559931443568,-0.04185767876922121,-0.0425963938622909,-0.0499835447929879,-0.12303425955210268,-0.1238550540999579,-0.05073298146566431,-0.04177559931443568,-0.041793514078738145,-0.04195474695746025,-0.04356707574468141,-0.05951121597386835,-0.059690363616892936,-0.09021924571100565,-0.04177559931443568,-0.04187248660722882,-0.042744472242367076,-0.05146432859374968,-0.1376940191796442,-0.13866289210757562,-4304.397732368298,-0.04177559931443568,-8.6504875128524,-86.12889473469409,-860.9129669531109,-8522.6665700019,-8608.753689137278
