initial_set,sampling_type,size,pop_risk_nlcd_0.5,pop_risk_nlcd_0,pop_risk_nlcd_0.001,pop_risk_nlcd_0.01,pop_risk_nlcd_0.1,pop_risk_nlcd_0.99,pop_risk_nlcd_1,pop_risk_image_clusters_2_0.5,pop_risk_image_clusters_2_0,pop_risk_image_clusters_2_0.001,pop_risk_image_clusters_2_0.01,pop_risk_image_clusters_2_0.1,pop_risk_image_clusters_2_0.99,pop_risk_image_clusters_2_1,pop_risk_image_clusters_8_0.5,pop_risk_image_clusters_8_0,pop_risk_image_clusters_8_0.001,pop_risk_image_clusters_8_0.01,pop_risk_image_clusters_8_0.1,pop_risk_image_clusters_8_0.99,pop_risk_image_clusters_8_1,pop_risk_states_0.5,pop_risk_states_0,pop_risk_states_0.001,pop_risk_states_0.01,pop_risk_states_0.1,pop_risk_states_0.99,pop_risk_states_1
sample_state_combined_county_id_10ppc_1100_size_seed_9101.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,1070,-0.060616543044319,-0.030570892025787156,-0.03063098332782422,-0.031171805046157793,-0.036580022229493525,-0.0900612810424802,-0.09066219406285085,-0.0369158552806467,-0.030570892025787152,-0.030583581952296872,-0.030697791290884346,-0.031839884676759064,-0.04313391927040905,-0.04326081853550624,-0.06231341729590468,-0.030570892025787152,-0.030634377076327393,-0.031205742531189504,-0.03691939707981066,-0.09342109206061985,-0.0940559425660222,-4304.390430076588,-0.030570892025787156,-8.63929061039491,-86.11776807571704,-860.9025427289384,-8522.663092077459,-8608.75028926115
sample_state_combined_county_id_10ppc_300_size_seed_123.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,270,-0.1236852921299322,-0.06085806194501845,-0.060983716405388286,-0.062114606548716735,-0.0734235079820012,-0.18525597771114766,-0.18651252231484594,-0.07347134077529166,-0.06085806194501846,-0.060883288502679,-0.06111032752162392,-0.06338071771107309,-0.08583235402895942,-0.08608461960556488,-0.12745629567938366,-0.06085806194501846,-0.06099125841248719,-0.06219002661970577,-0.07417770869189151,-0.19272256473906157,-0.19405452941374887,-4304.410342817161,-0.06085806194501846,-8.66955703145545,-86.14784775704938,-860.9307550129884,-8522.672837877275,-8608.759827572378
sample_state_combined_county_id_10ppc_1100_size_seed_123.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,1077,-0.06121763789810038,-0.03047138176680026,-0.030532874279062865,-0.031086306889426263,-0.03662063299306029,-0.09134896890677449,-0.0919638940294005,-0.036833360665181614,-0.03047138176680026,-0.030484105724597022,-0.030598621344767884,-0.03174377754647653,-0.04306809998559534,-0.043195339563562966,-0.06150561716045366,-0.03047138176680026,-0.03053345023758757,-0.031092066474673326,-0.036678228845530944,-0.091919167846234,-0.09253985255410707,-4304.390357592356,-0.03047138176680026,-8.639191154187976,-86.11766910597859,-860.9024486238845,-8522.663046078733,-8608.750243802944
sample_state_combined_county_id_5ppc_900_size_seed_1213.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,775,-0.07064686936368822,-0.03592106040535499,-0.03599051202327165,-0.03661557658452165,-0.04286622219702163,-0.10467816214285477,-0.10537267832202143,-0.04353316907430282,-0.03592106040535498,-0.03593628462269288,-0.03607330257873394,-0.03744348213914455,-0.0509930355698717,-0.05114527774325066,-0.07472047260092121,-0.03592106040535498,-0.03599865922974611,-0.03669704864926631,-0.04368094284446823,-0.1127438965525761,-0.11351988479648742,-4304.393825013157,-0.03592106040535498,-8.64463686831086,-86.12307913946039,-860.9075018509558,-8522.664570886855,-8608.751728965908
sample_state_combined_county_id_5ppc_200_size_seed_5678.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,190,-0.1484379713974352,-0.07254762501100115,-0.07269940570377403,-0.07406543193872983,-0.08772569428828797,-0.2228105108561406,-0.22432831778386925,-0.08764996144154412,-0.07254762501100116,-0.07257782968386224,-0.07284967173961202,-0.07556809229710976,-0.10245025114347622,-0.10275229787208708,-0.1480811014439016,-0.07254762501100116,-0.07269869196386697,-0.07405829453965918,-0.08765432029758125,-0.22210390834814403,-0.22361457787680206,-4304.417697430526,-0.07254762501100116,-8.68123792462203,-86.1594506211213,-860.9415775861139,-8522.675944239929,-8608.76284723604
sample_state_combined_county_id_5ppc_300_size_seed_123.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,285,-0.1215057608260387,-0.05923488777590923,-0.05935942952200949,-0.060480305236911815,-0.07168906238593513,-0.18253121641516556,-0.18377663387616816,-0.07151870588517706,-0.059234887775909226,-0.059259455412127765,-0.059480564138094584,-0.061691651397762795,-0.08355684763225951,-0.08380252399444488,-0.12019804124483163,-0.059234887775909226,-0.059356814082847084,-0.060454150845287685,-0.07142751846969372,-0.1799419316443756,-0.18116119471375405,-4304.4090891258775,-0.05923488777590923,-8.667934596252113,-86.14623197253793,-860.9292057353963,-8522.671946279217,-8608.758943363979
sample_state_combined_county_id_5ppc_1000_size_seed_1234.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,830,-0.06840224560478687,-0.03471050672503116,-0.03477789020279068,-0.035384341502626274,-0.041448854500982305,-0.10142014970694746,-0.10209398448454257,-0.042028628658523,-0.03471050672503116,-0.03472514296889814,-0.034856869163701,-0.03617413111172953,-0.049200388153345,-0.049346750592014835,-0.0701618087167735,-0.03471050672503116,-0.03478140932901465,-0.03541953276486601,-0.04180076712337963,-0.10490408466868095,-0.10561311070851581,-4304.393043952587,-0.03471050672503116,-8.643427173616754,-86.12187717564227,-860.9063771958972,-8522.66421072953,-8608.751377398446
sample_state_combined_county_id_10ppc_700_size_seed_789.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,670,-0.07619142510495282,-0.03863337046431278,-0.03870848657359407,-0.03938453155712558,-0.0461449813924408,-0.11299831865278007,-0.11374947974559287,-0.04678161634533197,-0.03863337046431278,-0.03864966695607483,-0.03879633538193317,-0.04026301964051662,-0.05476689730873076,-0.05492986222635114,-0.07853568758149106,-0.03863337046431279,-0.038713175098547145,-0.03943141680665635,-0.04661383388774845,-0.11763995835632576,-0.11843800469866933,-4304.395673431979,-0.03863337046431279,-8.647347450587342,-86.1257741716946,-860.9100413827672,-8522.665572692262,-8608.752713493492
sample_state_combined_county_id_5ppc_300_size_seed_1.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,285,-0.11825687984259056,-0.05923488777590923,-0.059352931760042596,-0.06041532761724286,-0.07103928618924549,-0.17609843206793824,-0.17727887190927188,-0.07198996097866212,-0.059234887775909226,-0.059260397922314745,-0.059489989239964285,-0.06178590241645981,-0.08448993271735994,-0.08474503418141499,-0.12823076405430633,-0.059234887775909226,-0.05937287952846603,-0.06061480530147717,-0.07303406303158866,-0.19584672280713547,-0.19722664033270343,-4304.4090891258775,-0.05923488777590923,-8.667934596252113,-86.14623197253793,-860.9292057353963,-8522.671946279217,-8608.758943363979
sample_state_combined_county_id_10ppc_400_size_seed_5678.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,378,-0.10440810736819486,-0.05143444998736396,-0.05154039730212563,-0.05249392313498058,-0.06202918146353015,-0.15632229160140915,-0.15738176474902577,-0.062162417697183225,-0.05143444998736396,-0.05145590592278361,-0.051649009341560345,-0.05358004352932782,-0.0726758260528061,-0.07289038540700249,-0.1047614769230843,-0.05143444998736397,-0.05154110404123541,-0.05250099052607837,-0.06209985537450803,-0.15702196332009022,-0.15808850385880457,-4304.403996884236,-0.05143444998736396,-8.660139574855862,-86.13848569867235,-860.9219469368372,-8522.6695080698,-8608.756559318485
sample_state_combined_county_id_5ppc_600_size_seed_9101.pkl,cluster_sampling_fixedstrata_Alabama_01-Colorado_08-Montana_30-New York_36-Ohio_39,585,-0.08194068520975364,-0.041344911529736156,-0.04142610307709618,-0.042156827003336506,-0.04946406626573965,-0.12172454341617077,-0.12253645888977113,-0.04994365519588507,-0.041344911529736156,-0.04136210901706845,-0.04151688640305913,-0.04306466026296593,-0.05837042398871101,-0.05854239886203398,-0.08360338673016349,-0.041344911529736156,-0.04142942848013701,-0.0421900810337447,-0.04979660656982163,-0.1250166924265823,-0.12586186193059085,-4304.3974180783225,-0.041344911529736156,-8.650057057863318,-86.12846637486557,-860.912559544888,-8522.666369781778,-8608.753491245112
