sampled_path,sampling_type,size,pop_risk_0.5,pop_risk_0,pop_risk_0.01,pop_risk_0.1,pop_risk_0.9,pop_risk_0.99,pop_risk_1,similarity,diversity
IDs_state_strata_county_clusters_10_points_per_cluster_100_size_seed_1.pkl,cluster_sampling,100,-0.1940656092376007,-0.09950371902099892,-0.10139495682533095,-0.11841609706431926,-0.2697151214108821,-0.28673626164987037,-0.2886274994542024,1624631.7861328125,8707.350416898727
IDs_state_strata_county_clusters_25_points_per_cluster_100_size_seed_1.pkl,cluster_sampling,100,-0.15184031597558859,-0.09950371902099892,-0.10055045096009071,-0.10997103841191685,-0.19370959353926032,-0.20313018099108654,-0.2041769129301783,1534782.2431640625,7707.012294888496
IDs_state_strata_county_clusters_5_points_per_cluster_100_size_seed_1.pkl,cluster_sampling,100,-0.17475430774531583,-0.09950371902099892,-0.10100873079548525,-0.11455383676586231,-0.2349547787247694,-0.24849988469514644,-0.2500048964696328,1598272.8125,8357.112407326698
IDs_state_strata_county_clusters_25_points_per_cluster_1000_size_seed_1.pkl,cluster_sampling,1000,-0.0544509019704068,-0.0316069770620507,-0.03206385556021781,-0.036175762043721915,-0.07272604189709168,-0.0768379483805958,-0.0772948268787629,15836603.065429688,822834.6085724011
IDs_state_strata_county_clusters_2_points_per_cluster_300_size_seed_1.pkl,cluster_sampling,300,-0.09397053712904603,-0.0576390417704235,-0.058365671677595946,-0.06490534084214801,-0.12303573341594402,-0.12957540258049607,-0.13030203248766853,4785547.58984375,75138.80007407814
IDs_state_strata_county_clusters_10_points_per_cluster_200_size_seed_1.pkl,cluster_sampling,200,-0.13148965816211539,-0.07053456158585983,-0.07175366351738494,-0.08272558090111094,-0.18025373542311982,-0.19122565280684584,-0.19244475473837092,3224121.623046875,33895.29338669777
IDs_state_strata_county_clusters_10_points_per_cluster_600_size_seed_1.pkl,cluster_sampling,600,-0.06995892000675445,-0.040790850822400214,-0.0413742122060873,-0.04662446465927106,-0.09329337535423786,-0.09854362780742161,-0.09912698919110868,9655737.328125,304526.62830744684
IDs_state_strata_county_clusters_25_points_per_cluster_600_size_seed_1.pkl,cluster_sampling,600,-0.06503023902284293,-0.04079085082240021,-0.041275638586409064,-0.04563872846248876,-0.08442174958319709,-0.08878483945927679,-0.08926962722328564,9488998.438476562,294249.3218424618
IDs_state_strata_county_clusters_25_points_per_cluster_200_size_seed_1.pkl,cluster_sampling,200,-0.10748788401023593,-0.07053456158585983,-0.07127362803434735,-0.07792522607073506,-0.1370505419497368,-0.14370213998612447,-0.14444120643461203,3132590.8056640625,31964.89853231609
IDs_state_strata_county_clusters_2_points_per_cluster_200_size_seed_1.pkl,cluster_sampling,200,-0.11981314152158892,-0.07053456158585981,-0.0715201331845744,-0.08039027757300565,-0.1592360054701722,-0.16810614985860342,-0.16909172145731802,3196172.7490234375,33486.66384232044
IDs_state_strata_county_clusters_25_points_per_cluster_400_size_seed_1.pkl,cluster_sampling,400,-0.08093575382335251,-0.04993761694389223,-0.05055757968148143,-0.056137244319784285,-0.10573426332692072,-0.11131392796522357,-0.11193389070281277,6295437.896484375,128986.54216836393
IDs_state_strata_county_clusters_10_points_per_cluster_400_size_seed_1.pkl,cluster_sampling,400,-0.08394742913026153,-0.04993761694389224,-0.05061781318761962,-0.05673957938116609,-0.11115527887935697,-0.11727704507290343,-0.11795724131663085,6431959.76953125,135268.3294235617
IDs_state_strata_county_clusters_5_points_per_cluster_200_size_seed_1.pkl,cluster_sampling,200,-0.12367398774814099,-0.07053456158585983,-0.07159735010910544,-0.08116244681831608,-0.16618552867796593,-0.17575062538717653,-0.17681341391042216,3202521.6494140625,33536.54172343016
IDs_state_strata_county_clusters_10_points_per_cluster_800_size_seed_1.pkl,cluster_sampling,800,-0.05926855456315431,-0.035333262666878675,-0.03581196850480418,-0.04012032104613379,-0.07841678808017484,-0.08272514062150445,-0.08320384645942998,12813285.40234375,537419.4213778228
IDs_state_strata_county_clusters_5_points_per_cluster_700_size_seed_1.pkl,cluster_sampling,700,-0.06264846887760253,-0.0377694787300249,-0.03826705853297645,-0.04274527675954043,-0.08255166099566463,-0.0870298792222286,-0.08752745902518015,11179904.221191406,408891.55525943264
IDs_state_strata_county_clusters_5_points_per_cluster_600_size_seed_1.pkl,cluster_sampling,600,-0.0670971605158381,-0.0407908508224002,-0.04131697701626898,-0.04605211276108779,-0.08814220827058844,-0.09287734401540726,-0.093403470209276,9596620.274414062,300863.55624443665
IDs_state_strata_county_clusters_10_points_per_cluster_500_size_seed_1.pkl,cluster_sampling,500,-0.07481424115315903,-0.04467670516087703,-0.045279455880722665,-0.05070421235933343,-0.09892426994698465,-0.10434902642559542,-0.10495177714544106,8068402.5244140625,213365.89934755862
IDs_state_strata_county_clusters_10_points_per_cluster_700_size_seed_1.pkl,cluster_sampling,700,-0.06421955947177069,-0.0377694787300249,-0.03829848034485981,-0.04305949487837406,-0.08537962406516736,-0.0901406385986816,-0.09066964021351653,11248668.388671875,413125.12598674
IDs_state_strata_county_clusters_2_points_per_cluster_1000_size_seed_1.pkl,cluster_sampling,1000,-0.053786838171411076,-0.03160697706205069,-0.03205057428423791,-0.03604294928392278,-0.07153072705889937,-0.07552310205858423,-0.07596669928077145,15905251.270019531,826634.1647605002
IDs_state_strata_county_clusters_25_points_per_cluster_700_size_seed_1.pkl,cluster_sampling,700,-0.0635009636386938,-0.0377694787300249,-0.03828410842819827,-0.04291577571175869,-0.08408615156562896,-0.08871781884918936,-0.08923244854736276,11044933.058105469,398417.76224145293
IDs_state_strata_county_clusters_2_points_per_cluster_400_size_seed_1.pkl,cluster_sampling,400,-0.08201272395721304,-0.04993761694389223,-0.05057911908415865,-0.05635263834655639,-0.10767280956786966,-0.1134463288302674,-0.11408783097053384,6384460.7919921875,133663.82579627633
IDs_state_strata_county_clusters_25_points_per_cluster_500_size_seed_1.pkl,cluster_sampling,500,-0.07397255320687901,-0.04467670516087703,-0.045262622121797075,-0.05053587477007743,-0.09740923164368064,-0.10268248429196096,-0.103268401252881,7920569.177734375,204428.51333741844
IDs_state_strata_county_clusters_25_points_per_cluster_300_size_seed_1.pkl,cluster_sampling,300,-0.08515016540063293,-0.0576390417704235,-0.058189264243027686,-0.06314126649646538,-0.10715906430480049,-0.11211106655823816,-0.11266128903084235,4702261.234375,71981.58786281198
IDs_state_strata_county_clusters_2_points_per_cluster_800_size_seed_1.pkl,cluster_sampling,800,-0.05941071379250276,-0.03533326266687866,-0.03581481168939114,-0.04014875289200348,-0.07867267469300204,-0.08300661589561438,-0.08348816491812686,12737337.063476562,530597.7359333821
IDs_state_strata_county_clusters_25_points_per_cluster_800_size_seed_1.pkl,cluster_sampling,800,-0.061084327809729874,-0.03533326266687867,-0.03584828396973569,-0.040483475695448905,-0.08168517992401084,-0.08632037164972406,-0.08683539295258108,12630959.814941406,520609.4163621962
IDs_state_strata_county_clusters_5_points_per_cluster_1000_size_seed_1.pkl,cluster_sampling,1000,-0.0527563397251387,-0.0316069770620507,-0.03202996431531246,-0.0358368495946683,-0.0696758298556091,-0.07348271513496493,-0.07390570238822669,15923602.491210938,828382.2795852907
IDs_state_strata_county_clusters_5_points_per_cluster_400_size_seed_1.pkl,cluster_sampling,400,-0.08093444687882297,-0.049937616943892225,-0.05055755354259084,-0.056136982930878376,-0.10573191082676756,-0.1113113402150551,-0.11193127681375371,6402157.0849609375,134050.1571045518
IDS_top10_urban_600_points_probabilistic_seed_1.pkl,convenience_sampling_urban_based,600,-0.08476810388664374,-0.040790850822400214,-0.04167039588368509,-0.04958630143524892,-0.11994990633803856,-0.12786581188960242,-0.12874535695088726,9842194.436523438,329880.3507910073
IDS_top10_urban_400_points_probabilistic_seed_1.pkl,convenience_sampling_urban_based,400,-0.10387305789887494,-0.04993761694389223,-0.051016325762991886,-0.06072470513488877,-0.1470214106628611,-0.156729790034758,-0.15780849885385767,6590986.3876953125,148444.56145623326
IDS_top10_urban_300_points_probabilistic_seed_1.pkl,convenience_sampling_urban_based,300,-0.12671156185153043,-0.05763904177042349,-0.059020492172045635,-0.07145354578664488,-0.18196957791641588,-0.1944026315310152,-0.19578408193263733,4944639.919921875,83657.9419388175
IDS_top10_urban_700_points_probabilistic_seed_1.pkl,convenience_sampling_urban_based,700,-0.07804079233853738,-0.0377694787300249,-0.038574905002195146,-0.0458237414517274,-0.11025784322534737,-0.1175066796748796,-0.11831210594704984,11503725.325195312,449900.4603084326
IDS_top10_urban_800_points_probabilistic_seed_1.pkl,convenience_sampling_urban_based,800,-0.07021624155937096,-0.03533326266687866,-0.03603092224472851,-0.04230985844537713,-0.0981226246733648,-0.10440156087401338,-0.10509922045186323,13126321.793945312,583735.6140120327
IDS_top10_urban_200_points_probabilistic_seed_1.pkl,convenience_sampling_urban_based,200,-0.1469603003620368,-0.07053456158585984,-0.07206307636138337,-0.08581970934109523,-0.2081008913829784,-0.22185752436269027,-0.2233860391382138,3309568.9404296875,37373.59444832802
IDS_top10_urban_900_points_probabilistic_seed_1.pkl,convenience_sampling_urban_based,900,-0.0655463398963406,-0.03331483023263848,-0.033959460425912524,-0.0397611321653789,-0.09133154762730228,-0.09713321936676868,-0.09777784956004269,14749029.627929688,734538.7528240979
IDS_top10_urban_1000_points_probabilistic_seed_1.pkl,convenience_sampling_urban_based,1000,-0.06023861490275334,-0.0316069770620507,-0.03217960981886475,-0.03733330463019123,-0.08314392517531545,-0.08829761998664193,-0.08887025274345597,16404302.48046875,904404.396651119
IDS_top10_urban_500_points_probabilistic_seed_1.pkl,convenience_sampling_urban_based,500,-0.09219577772664116,-0.04467670516087703,-0.04562708661219231,-0.054180519674029856,-0.13021103577925247,-0.13876446884108998,-0.13971485029240527,8209661.665527344,229770.49328818917
IDS_top10_urban_100_points_probabilistic_seed_1.pkl,convenience_sampling_urban_based,100,-0.23860378447118244,-0.0995037190209989,-0.10228572033000262,-0.1273237321110356,-0.34988383683132923,-0.37492184861236216,-0.3777038499213658,1653562.6748046875,9324.433890104294
IDS_region_06_900_points_seed_1.pkl,convenience_sampling_region_based,900,-0.2642243086832992,-0.03331483023263848,-0.03793301980165168,-0.07949672592277064,-0.4489518914438278,-0.4905155975649467,-0.49513378713395995,14125073.991210938,679135.7504469752
IDS_region_06_600_points_seed_1.pkl,convenience_sampling_region_based,600,-0.37159368993760533,-0.0407908508224002,-0.047406907604704306,-0.10695141864544123,-0.6362359612297694,-0.6957804722705064,-0.7023965290528104,9403680.215820312,301286.88529516757
IDS_region_06_400_points_seed_1.pkl,convenience_sampling_region_based,400,-0.3770009736903177,-0.04993761694389224,-0.05647888407882073,-0.11535028829317731,-0.6386516590874581,-0.6975230633018148,-0.7040643304367432,6252067.3359375,133115.43483129144
IDS_region_06_200_points_seed_1.pkl,convenience_sampling_region_based,200,-0.3881121300465472,-0.07053456158585983,-0.07688611295507357,-0.1340500752779973,-0.6421741848150969,-0.6993381471380207,-0.7056896985072344,3125364.5249023438,33258.61772215366
IDS_region_06_700_points_seed_1.pkl,convenience_sampling_region_based,700,-0.30536425308167076,-0.0377694787300249,-0.04312137421705781,-0.09128843360035406,-0.5194400725629874,-0.5676071319462836,-0.5729590274333166,10956849.485839844,409135.01389321685
IDS_region_06_800_points_seed_1.pkl,convenience_sampling_region_based,800,-0.265527168342257,-0.03533326266687867,-0.03993714078038623,-0.08137204380195433,-0.44968229288255956,-0.4911171959041278,-0.49572107401763527,12538207.404785156,535394.9167486727
IDS_region_06_100_points_seed_1.pkl,convenience_sampling_region_based,100,-0.5492453806156723,-0.09950371902099892,-0.10849855225289236,-0.18945205133993362,-0.9090387098914112,-0.9899922089784523,-0.9989870422103456,1572931.5439453125,8425.664652943611
IDS_region_06_300_points_seed_1.pkl,convenience_sampling_region_based,300,-0.38126284693535256,-0.05763904177042349,-0.06411151787372209,-0.12236380280340933,-0.6401618910672959,-0.6984141759969831,-0.7048866521002817,4687332.187988281,74933.21625545621
IDS_region_06_500_points_seed_1.pkl,convenience_sampling_region_based,500,-0.3739564337067508,-0.04467670516087703,-0.05126229973179452,-0.1105326508700518,-0.63738021654345,-0.6966505676817072,-0.7032361622526246,7828072.278808594,208760.69563525915
IDS_region_06_1000_points_seed_1.pkl,convenience_sampling_region_based,1000,-0.2630742783889506,-0.0316069770620507,-0.03623632308858869,-0.07790043732743068,-0.44824811945047044,-0.48991223368931236,-0.49454157971585044,15683530.585449219,838363.6302708909
random_sample_2800_points_seed_1.pkl,random_sampling,2800,-0.03939832607834549,-0.018894849871330582,-0.019304919395470882,-0.022995545112733565,-0.0558011070439574,-0.0594917327612201,-0.059901802285360385,44112933.16455078,6311767.393420491
random_sample_2400_points_seed_1.pkl,random_sampling,2400,-0.0430234591888699,-0.02040816326530612,-0.020860469183777396,-0.02493122245001888,-0.061115695927720905,-0.0651864491939624,-0.06563875511243368,37850526.20751953,4647166.146057168
random_sample_1800_points_seed_1.pkl,random_sampling,1800,-0.049455514183595985,-0.023563681481313655,-0.024081518135359296,-0.028742048021770123,-0.07016898034542188,-0.07482951023183268,-0.07534734688587834,28356626.98779297,2608307.2103106026
random_sample_400_points_seed_1.pkl,random_sampling,400,-0.10397227252654691,-0.04993761694389223,-0.05101831005554532,-0.06074454806042317,-0.1471999969926706,-0.15692623499754849,-0.15800692810920158,6275883.7587890625,127858.97997594625
random_sample_1400_points_seed_1.pkl,random_sampling,1400,-0.05612129366918081,-0.026716584257263244,-0.027304678445501586,-0.032597526139646754,-0.07964506119871487,-0.08493790889286004,-0.08552600308109838,22033041.87451172,1574581.6392638031
random_sample_2700_points_seed_1.pkl,random_sampling,2700,-0.040302969377499324,-0.019241446072101123,-0.01966267653820909,-0.023453750733180765,-0.0571521880218179,-0.06094326221678958,-0.06136449268289753,42567065.802734375,5877165.267326847
random_sample_800_points_seed_1.pkl,random_sampling,800,-0.07648541469247455,-0.03533326266687867,-0.036156305707390576,-0.043563693071997846,-0.10940713631295128,-0.11681452367755853,-0.11763756671807046,12571244.933105469,512758.39289946295
random_sample_2600_points_seed_1.pkl,random_sampling,2600,-0.04097224096818184,-0.019607843137254898,-0.020035131093873445,-0.023880722703440292,-0.058063759232923395,-0.061909350842490246,-0.062336638799108786,41004461.892089844,5453941.616768908
random_sample_1100_points_seed_1.pkl,random_sampling,1100,-0.0647030447064702,-0.03013743873394561,-0.030828750853396106,-0.037050559928450535,-0.09235552948448986,-0.0985773385595443,-0.09926865067899479,17317945.251953125,972778.3702549655
random_sample_1600_points_seed_1.pkl,random_sampling,1600,-0.05318891559256323,-0.02499219116020307,-0.025556125648850275,-0.030631536046675106,-0.07574629513845135,-0.0808217055362762,-0.08138564002492342,25208868.815429688,2061302.2356120031
random_sample_2500_points_seed_1.pkl,random_sampling,2500,-0.04205617361789085,-0.01999600119960014,-0.020437204647965956,-0.024408035683258285,-0.05970431155252343,-0.06367514258781576,-0.06411634603618158,39397512.318847656,5034720.435057137
random_sample_2300_points_seed_1.pkl,random_sampling,2300,-0.0439859159207073,-0.020846909961254163,-0.021309690080443224,-0.02547471115314479,-0.062497120688269805,-0.06666214176097136,-0.06712492188016043,36275788.080566406,4268318.446062883
random_sample_2900_points_seed_1.pkl,random_sampling,2900,-0.0387013038814992,-0.018566333001716968,-0.018969032419312613,-0.022593327177673414,-0.05480928058532499,-0.05843357534368579,-0.058836274761281435,45694378.74316406,6772390.261468578
random_sample_100_points_seed_1.pkl,random_sampling,100,-0.2078316911613057,-0.09950371902099892,-0.10167027846380504,-0.12116931344906026,-0.2944940688735511,-0.31399310385880635,-0.31615966330161255,1570137.0419921875,8012.409088209271
random_sample_700_points_seed_1.pkl,random_sampling,700,-0.08177884572971994,-0.0377694787300249,-0.038649666070018796,-0.04657135212996392,-0.116986339329476,-0.1249080253894211,-0.125788212729415,11014469.890625,393723.2891440466
random_sample_3000_points_seed_1.pkl,random_sampling,3000,-0.0380392741245978,-0.01825437644092281,-0.018650074394596313,-0.02221135597765781,-0.053867192271537793,-0.05742847385459929,-0.05782417180827279,47256189.16699219,7243226.094042421
random_sample_900_points_seed_1.pkl,random_sampling,900,-0.0711108329010195,-0.03331483023263848,-0.034070750286006105,-0.040874030766314684,-0.1013476350357243,-0.1081509155160329,-0.1089068355694005,14152473.041503906,649772.1876671109
random_sample_1300_points_seed_1.pkl,random_sampling,1300,-0.05812435361562591,-0.02772434865007139,-0.028332348749382473,-0.03380434964318229,-0.08244435758806953,-0.08791635848186935,-0.08852435858118042,20453051.939941406,1356844.1468097884
random_sample_2000_points_seed_1.pkl,random_sampling,2000,-0.04703526736320905,-0.022355091700494795,-0.022848695213749083,-0.027291126833037645,-0.06677940789338047,-0.07122183951266904,-0.07171544302592331,31543332.75048828,3227459.935674319
random_sample_1700_points_seed_1.pkl,random_sampling,1700,-0.0511604426086757,-0.024246432248443597,-0.024784712455648242,-0.02962923432049002,-0.07269165089686137,-0.07753617276170317,-0.07807445296890782,26774375.235839844,2325278.690369012
random_sample_300_points_seed_1.pkl,random_sampling,300,-0.11858155981330223,-0.057639041770423505,-0.05885789213128108,-0.06982754537899924,-0.1673355742476052,-0.1783052274953234,-0.179524077856181,4717437.69140625,72266.33764647692
random_sample_2100_points_seed_1.pkl,random_sampling,2100,-0.04620744865669302,-0.021816595214404266,-0.022304412283250037,-0.02669476590286202,-0.06572013141052402,-0.070110485030136,-0.07059830209898177,33126514.40576172,3559639.397107685
random_sample_600_points_seed_1.pkl,random_sampling,600,-0.0871277598279406,-0.04079085082240021,-0.04171758900251101,-0.050058232623508295,-0.12419728703237294,-0.13253793065337022,-0.13346466883348104,9436956.009765625,289077.66689270735
random_sample_1900_points_seed_1.pkl,random_sampling,1900,-0.04800623580646659,-0.02293553851298437,-0.02343695245885401,-0.02794967797168082,-0.06806279364125238,-0.07257551915407917,-0.07307693309994881,29949837.981933594,2909774.1773365904
random_sample_1000_points_seed_1.pkl,random_sampling,1000,-0.06727047269594563,-0.0316069770620507,-0.0323202469747286,-0.03873967618882969,-0.09580126920306158,-0.10222069841716265,-0.10293396832984054,15747870.386230469,804507.1065137703
random_sample_2200_points_seed_1.pkl,random_sampling,2200,-0.04533972892646395,-0.021315227815974374,-0.021795717838184164,-0.02612012803807229,-0.0645593298148556,-0.06888374001474372,-0.06936423003695351,34709952.529296875,3907884.1422504913
random_sample_200_points_seed_1.pkl,random_sampling,200,-0.14183947159892396,-0.07053456158585984,-0.07196065978612112,-0.08479554358847265,-0.19888339960937526,-0.21171828341172677,-0.21314438161198804,3148167.0009765625,32196.161000296474
random_sample_500_points_seed_1.pkl,random_sampling,500,-0.09519624661950185,-0.04467670516087703,-0.045687095990049525,-0.054780613452601996,-0.13561187978640168,-0.14470539724895415,-0.14571578807812666,7861564.1904296875,200630.41481824964
random_sample_1500_points_seed_1.pkl,random_sampling,1500,-0.054312195693777876,-0.025811286645983367,-0.026381304826939254,-0.031511468455542264,-0.07711292293201348,-0.08224308656061649,-0.08281310474157239,23626779.995117188,1810672.5744881462
random_sample_1200_points_seed_1.pkl,random_sampling,1200,-0.061765097394042665,-0.028855492841238065,-0.029513684932294153,-0.035437413751798985,-0.08809278103628637,-0.09401650985579119,-0.09467470194684727,18895028.62939453,1157985.4053670634
