sampled_path,sampling_type,size,pop_risk_0.5,pop_risk_0,pop_risk_0.01,pop_risk_0.1,pop_risk_0.9,pop_risk_0.99,pop_risk_1,similarity,diversity
IDs_state_strata_county_clusters_5_points_per_cluster_900_size_seed_1.pkl,cluster_sampling,900,-0.05590419153871889,-0.03331483023263848,-0.033766617458760084,-0.037832702493854564,-0.07397568058358321,-0.0780417656186777,-0.0784935528447993,14324144.630859375,669905.3779645301
IDs_state_strata_county_clusters_10_points_per_cluster_300_size_seed_1.pkl,cluster_sampling,300,-0.09452279104421146,-0.05763904177042349,-0.05837671675589926,-0.0650157916251811,-0.12402979046324182,-0.1306688653325237,-0.1314065403179994,4825035.2890625,76144.89321610332
IDs_state_strata_county_clusters_10_points_per_cluster_900_size_seed_1.pkl,cluster_sampling,900,-0.055324292230674185,-0.03331483023263848,-0.03375501947259918,-0.03771672263224563,-0.07293186182910275,-0.07689356498874916,-0.07733375422870989,14413593.997070312,679767.6696137041
IDs_state_strata_county_clusters_2_points_per_cluster_900_size_seed_1.pkl,cluster_sampling,900,-0.0561438824672579,-0.03331483023263848,-0.03377141127733086,-0.03788064067956236,-0.07440712425495345,-0.07851635365718496,-0.07897293470187733,14348110.744140625,673469.8433890715
IDs_state_strata_county_clusters_5_points_per_cluster_800_size_seed_1.pkl,cluster_sampling,800,-0.0595543765368221,-0.03533326266687867,-0.035817684944277534,-0.04017748544086735,-0.07893126763277684,-0.08329106812936664,-0.08377549040676553,12756238.315917969,531103.8929143064
IDs_state_strata_county_clusters_2_points_per_cluster_100_size_seed_1.pkl,cluster_sampling,100,-0.15404578305692804,-0.09950371902099892,-0.10059456030171748,-0.11041213182818475,-0.19767943428567133,-0.20749700581213862,-0.20858784709285721,1591185.9296875,8335.051953077316
IDs_state_strata_county_clusters_2_points_per_cluster_700_size_seed_1.pkl,cluster_sampling,700,-0.0629839825965832,-0.0377694787300249,-0.03827376880735606,-0.042812379503336565,-0.08315558568982982,-0.0876941963858103,-0.08819848646314148,11139275.334960938,405764.6025507599
IDs_state_strata_county_clusters_10_points_per_cluster_1000_size_seed_1.pkl,cluster_sampling,1000,-0.05265907610174267,-0.031606977062050706,-0.03202801904284453,-0.035817396869989096,-0.06950075533349623,-0.0732901331606408,-0.07371117514143463,16023745.234375,839983.92102997
IDs_state_strata_county_clusters_5_points_per_cluster_500_size_seed_1.pkl,cluster_sampling,500,-0.07510088571653672,-0.044676705160877024,-0.04528518877199022,-0.050761541272008964,-0.0994402301610645,-0.10491658266108322,-0.10552506627219642,8011687.4345703125,209751.5136756301
IDs_state_strata_county_clusters_25_points_per_cluster_900_size_seed_1.pkl,cluster_sampling,900,-0.05578774992646418,-0.03331483023263849,-0.03376428862651499,-0.03780941417140362,-0.07376608568152473,-0.07781121122641338,-0.0782606696202899,14247414.833007812,665278.2648021355
IDs_state_strata_county_clusters_5_points_per_cluster_300_size_seed_1.pkl,cluster_sampling,300,-0.10101429606614001,-0.057639041770423505,-0.05850654685633783,-0.0663140926295668,-0.13571449950271322,-0.1435220452759422,-0.14438955036185658,4799168.2275390625,75324.7398288697
IDs_state_strata_county_clusters_2_points_per_cluster_500_size_seed_1.pkl,cluster_sampling,500,-0.07539743619700656,-0.04467670516087703,-0.04529111978159962,-0.05082085136810293,-0.09997402102591019,-0.1055037526124135,-0.10611816723313608,7985144.3623046875,208704.7287594229
IDs_state_strata_county_clusters_2_points_per_cluster_600_size_seed_1.pkl,cluster_sampling,600,-0.06879803209214717,-0.04079085082240021,-0.04135099444779514,-0.0463922870763496,-0.09120377710794471,-0.09624506973649918,-0.09680521336189411,9578382.727050781,300168.480784066
