,Sample Size
elevation;budget100.0,99.8
elevation;budget1000.0,1000.0
elevation;budget1100.0,1099.2
elevation;budget1200.0,1199.6
elevation;budget1300.0,1299.6
elevation;budget1400.0,1399.2
elevation;budget1500.0,1500.2
elevation;budget1600.0,1600.8
elevation;budget1700.0,1699.8
elevation;budget1800.0,1799.8
elevation;budget1900.0,1899.2
elevation;budget200.0,200.8
elevation;budget2000.0,1999.8
elevation;budget300.0,299.4
elevation;budget400.0,400.0
elevation;budget500.0,499.6
elevation;budget600.0,599.6
elevation;budget700.0,700.0
elevation;budget800.0,800.0
elevation;budget900.0,900.6
population;budget100.0,98.8
population;budget1000.0,999.8
population;budget1100.0,1099.0
population;budget1200.0,1200.0
population;budget1300.0,1300.0
population;budget1400.0,1400.0
population;budget1500.0,1500.6
population;budget1600.0,1600.0
population;budget1700.0,1700.4
population;budget1800.0,1799.8
population;budget1900.0,1900.4
population;budget200.0,200.2
population;budget2000.0,1999.4
population;budget300.0,300.2
population;budget400.0,400.2
population;budget500.0,500.0
population;budget600.0,599.4
population;budget700.0,700.4
population;budget800.0,800.4
population;budget900.0,900.0
treecover;budget100.0,99.8
treecover;budget1000.0,1000.0
treecover;budget1100.0,1099.2
treecover;budget1200.0,1199.6
treecover;budget1300.0,1299.6
treecover;budget1400.0,1399.2
treecover;budget1500.0,1500.2
treecover;budget1600.0,1600.8
treecover;budget1700.0,1699.8
treecover;budget1800.0,1799.8
treecover;budget1900.0,1899.2
treecover;budget200.0,200.8
treecover;budget2000.0,1999.8
treecover;budget300.0,299.4
treecover;budget400.0,400.0
treecover;budget500.0,499.6
treecover;budget600.0,599.6
treecover;budget700.0,700.0
treecover;budget800.0,800.0
treecover;budget900.0,900.6
