,Sample Size
elevation;budget100.0,100.0
elevation;budget1000.0,1000.0
elevation;budget1100.0,1100.0
elevation;budget1200.0,1200.0
elevation;budget1300.0,1300.0
elevation;budget1400.0,1400.0
elevation;budget1500.0,1500.0
elevation;budget1600.0,1600.0
elevation;budget1700.0,1700.0
elevation;budget1800.0,1800.0
elevation;budget1900.0,1900.0
elevation;budget200.0,200.0
elevation;budget2000.0,2000.0
elevation;budget300.0,300.0
elevation;budget400.0,400.0
elevation;budget500.0,500.0
elevation;budget600.0,600.0
elevation;budget700.0,700.0
elevation;budget800.0,800.0
elevation;budget900.0,900.0
population;budget100.0,100.0
population;budget1000.0,1000.0
population;budget1100.0,1100.0
population;budget1200.0,1200.0
population;budget1300.0,1300.0
population;budget1400.0,1400.0
population;budget1500.0,1500.0
population;budget1600.0,1600.0
population;budget1700.0,1700.0
population;budget1800.0,1800.0
population;budget1900.0,1900.0
population;budget200.0,200.0
population;budget2000.0,2000.0
population;budget300.0,300.0
population;budget400.0,400.0
population;budget500.0,500.0
population;budget600.0,600.0
population;budget700.0,700.0
population;budget800.0,800.0
population;budget900.0,900.0
treecover;budget100.0,100.0
treecover;budget1000.0,1000.0
treecover;budget1100.0,1100.0
treecover;budget1200.0,1200.0
treecover;budget1300.0,1300.0
treecover;budget1400.0,1400.0
treecover;budget1500.0,1500.0
treecover;budget1600.0,1600.0
treecover;budget1700.0,1700.0
treecover;budget1800.0,1800.0
treecover;budget1900.0,1900.0
treecover;budget200.0,200.0
treecover;budget2000.0,2000.0
treecover;budget300.0,300.0
treecover;budget400.0,400.0
treecover;budget500.0,500.0
treecover;budget600.0,600.0
treecover;budget700.0,700.0
treecover;budget800.0,800.0
treecover;budget900.0,900.0
