label,Test R2
elevation;cost1005,[0.44664373524607925]
elevation;cost1006,[0.4483216624505423]
elevation;cost1497,[0.4890426402894854]
elevation;cost1498,"[0.4891933476009628, 0.4891933476009628]"
elevation;cost1508,"[0.49048221681786996, 0.49048221681786996]"
elevation;cost1991,[0.5274009846833831]
elevation;cost2001,[0.5242742875160592]
elevation;cost2009,[0.5286485484787351]
elevation;cost2010,"[0.5254264489874781, 0.5249148577969278]"
elevation;cost2493,[0.5586443267068127]
elevation;cost2494,[0.5556228598263373]
elevation;cost2503,[0.5574278141389044]
elevation;cost2504,[0.5571697223305487]
elevation;cost2513,[0.5585373061316576]
elevation;cost2986,[0.5524264968211351]
elevation;cost2997,"[0.5530475038976482, 0.5530475038976482, 0.5526686433602743]"
elevation;cost3005,[0.5530342166011151]
elevation;cost3498,"[0.5688902999490462, 0.5688902999490462]"
elevation;cost3508,[0.5694085155274267]
elevation;cost3509,[0.5690247351688702]
elevation;cost3510,[0.5709619662639001]
elevation;cost3981,[0.5851430450937483]
elevation;cost3992,[0.5850605027336195]
elevation;cost4001,[0.585256511536471]
elevation;cost4002,[0.5829720900460915]
elevation;cost4011,[0.591637549907082]
elevation;cost4493,[0.5914201872196526]
elevation;cost4494,[0.59333282477283]
elevation;cost4504,[0.5926876886140207]
elevation;cost4514,[0.5928294704879712]
elevation;cost4515,[0.592927986084877]
elevation;cost484,[0.39354915462892726]
elevation;cost492,[0.39041013804240854]
elevation;cost4996,"[0.59848169598463, 0.59848169598463]"
elevation;cost4997,[0.5982617485936579]
elevation;cost5006,[0.6000675506793627]
elevation;cost501,[0.38581404143569265]
elevation;cost5017,[0.6013225265612275]
elevation;cost512,[0.4134050724543936]
elevation;cost513,[0.39787996099160083]
elevation;cost995,[0.44532493195180345]
elevation;cost996,"[0.4439811937443576, 0.4439811937443576]"
population;cost1001,[0.5263318188649321]
population;cost1021,[0.5256841971375619]
population;cost1482,[0.543400369233231]
population;cost1493,[0.5471529068162984]
population;cost1500,[0.5412667140687142]
population;cost1512,"[0.5478238474776944, 0.5465933335621689]"
population;cost1991,[0.5628364019554569]
population;cost2001,"[0.5652362475283426, 0.5652362475283426]"
population;cost2002,[0.5651580842086671]
population;cost2011,[0.5691436592459436]
population;cost2492,"[0.5749777700551436, 0.5733587118205805]"
population;cost2502,[0.5716640577655021]
population;cost2503,[0.5779732408174545]
population;cost2512,[0.5773938664879223]
population;cost3002,[0.5806373845413146]
population;cost3003,[0.5871849058976955]
population;cost3012,"[0.5877043222273897, 0.5874477865650123]"
population;cost3014,[0.5880240824404663]
population;cost3492,[0.5920824076714566]
population;cost3495,[0.5944090591076681]
population;cost3502,[0.5889015976174443]
population;cost3504,[0.5927669200749932]
population;cost3505,[0.5952386055410986]
population;cost3993,"[0.596737661977865, 0.5995234431464724]"
population;cost3994,[0.5982339574163297]
population;cost4003,[0.5969076352639955]
population;cost4014,[0.5953762698987088]
population;cost4493,[0.6095598866866005]
population;cost4503,[0.6113204654100366]
population;cost4504,[0.6133838889716072]
population;cost4505,[0.6132886377354827]
population;cost4514,[0.6131368749426137]
population;cost481,[0.42084413090336215]
population;cost491,[0.41912893779134097]
population;cost4984,[0.6224365181134108]
population;cost4995,"[0.6223147210634757, 0.6231810539239462, 0.6213607670099006]"
population;cost500,[0.4276692009030949]
population;cost5005,[0.6157356375005827]
population;cost501,[0.4196236594894118]
population;cost509,[0.42503889883907986]
population;cost989,"[0.5258683440017314, 0.5258683440017314]"
population;cost991,[0.5291888197682362]
treecover;cost1005,[0.7502295301383742]
treecover;cost1006,[0.7506734092333643]
treecover;cost1497,[0.7913367363683883]
treecover;cost1498,"[0.7888036610201972, 0.7888036610201972]"
treecover;cost1508,"[0.7952505447683721, 0.7952505447683721]"
treecover;cost1991,[0.823286310892571]
treecover;cost2001,[0.8217990650511104]
treecover;cost2009,[0.8192628893558496]
treecover;cost2010,"[0.8180699927653408, 0.8181506605580551]"
treecover;cost2493,[0.8394614071965044]
treecover;cost2494,[0.8402379793962961]
treecover;cost2503,[0.8386923816680595]
treecover;cost2504,[0.8394502757288023]
treecover;cost2513,[0.8394683015789651]
treecover;cost2986,[0.8408884337521346]
treecover;cost2997,"[0.8410207509058175, 0.8410207509058175, 0.842326708214574]"
treecover;cost3005,[0.8412169943050445]
treecover;cost3498,"[0.8484176886948056, 0.8484176886948056]"
treecover;cost3508,[0.8499683730700843]
treecover;cost3509,[0.8493125698845545]
treecover;cost3510,[0.8460012640378209]
treecover;cost3981,[0.8490108740572083]
treecover;cost3992,[0.851415202994058]
treecover;cost4001,[0.8516274691826926]
treecover;cost4002,[0.8496968433108649]
treecover;cost4011,[0.8517573435134462]
treecover;cost4493,[0.8497961052053851]
treecover;cost4494,[0.8545281440073367]
treecover;cost4504,[0.852485612087742]
treecover;cost4514,[0.8532909654707286]
treecover;cost4515,[0.8542048737205914]
treecover;cost484,[0.6685419082600876]
treecover;cost492,[0.6715136163135748]
treecover;cost4996,"[0.8591100853351925, 0.8591100853351925]"
treecover;cost4997,[0.8586157252887314]
treecover;cost5006,[0.8599449375995009]
treecover;cost501,[0.671111879160864]
treecover;cost5017,[0.8593001372418944]
treecover;cost512,[0.6864554632768017]
treecover;cost513,[0.6922405471506697]
treecover;cost995,[0.7389184195875791]
treecover;cost996,"[0.7171669532903775, 0.7171669532903775]"
