dataset,initial_set,cost_type,budget,initial_set_size,alpha,initial_r2_mean,initial_r2_std,initial_r2_se,initial_mse_mean,initial_mse_std,initial_mse_se,initial_rmse_mean,initial_rmse_std,initial_rmse_se,initial_mae_mean,initial_mae_std,initial_mae_se,random_updated_r2_mean,random_updated_r2_std,random_updated_r2_se,random_delta_r2_mean,random_delta_r2_se,random_updated_mse_mean,random_updated_mse_std,random_updated_mse_se,random_delta_mse_mean,random_delta_mse_se,random_updated_rmse_mean,random_updated_rmse_std,random_updated_rmse_se,random_delta_rmse_mean,random_delta_rmse_se,random_updated_mae_mean,random_updated_mae_std,random_updated_mae_se,random_delta_mae_mean,random_delta_mae_se
TOGO_PH_H2O,2_strata_desired_25ppc_3000_size,cluster_based_c1_25_c2_35,100,3000,10.0,0.14,0.04,0.014958793771929308,0.2,0.01,0.0033792849342230164,0.44,0.01,0.00384060325122673,0.33,0.01,0.0030011553330897968,0.17,0.05,0.016337033934523664,0.03,0.019508335825145787,0.19,0.01,0.0036982217949231284,0.01,0.004407303282305657,0.43,0.01,0.004210146474094853,0.01,0.005015200228638267,0.32,0.01,0.0034062507900101025,0.01,0.0039007705791434463
