dataset,initial_set,cost_type,budget,initial_set_size,alpha,initial_r2_mean,initial_r2_std,initial_r2_se,initial_mse_mean,initial_mse_std,initial_mse_se,initial_rmse_mean,initial_rmse_std,initial_rmse_se,initial_mae_mean,initial_mae_std,initial_mae_se,random_updated_r2_mean,random_updated_r2_std,random_updated_r2_se,random_delta_r2_mean,random_delta_r2_se,random_updated_mse_mean,random_updated_mse_std,random_updated_mse_se,random_delta_mse_mean,random_delta_mse_se,random_updated_rmse_mean,random_updated_rmse_std,random_updated_rmse_se,random_delta_rmse_mean,random_delta_rmse_se,random_updated_mae_mean,random_updated_mae_std,random_updated_mae_se,random_delta_mae_mean,random_delta_mae_se
TOGO_PH_H2O,2_strata_desired_25ppc_2500_size,cluster_based_c1_25_c2_35,100,2500,10.0,0.16,0.06,0.019384604429518,0.19,0.01,0.004382035295765351,0.44,0.01,0.004949855216737828,0.32,0.01,0.0038016443810540736,0.15,0.05,0.017568153321026972,-0.0,0.009072523231040953,0.19,0.01,0.003974172170961449,-0.0,0.0020490892285761155,0.44,0.01,0.004527270455559043,-0.0,0.0022952608179076794,0.32,0.01,0.003662611393831213,-0.0,0.0016837788189400424
