dataset,initial_set,cost_type,budget,initial_set_size,alpha,initial_r2_mean,initial_r2_std,initial_r2_se,initial_mse_mean,initial_mse_std,initial_mse_se,initial_rmse_mean,initial_rmse_std,initial_rmse_se,initial_mae_mean,initial_mae_std,initial_mae_se,random_updated_r2_mean,random_updated_r2_std,random_updated_r2_se,random_delta_r2_mean,random_delta_r2_se,random_updated_mse_mean,random_updated_mse_std,random_updated_mse_se,random_delta_mse_mean,random_delta_mse_se,random_updated_rmse_mean,random_updated_rmse_std,random_updated_rmse_se,random_delta_rmse_mean,random_delta_rmse_se,random_updated_mae_mean,random_updated_mae_std,random_updated_mae_se,random_delta_mae_mean,random_delta_mae_se
TOGO_PH_H2O,2_strata_desired_25ppc_1000_size,cluster_based_c1_25_c2_35,100,1000,10.0,0.15,0.06,0.021452967678673784,0.19,0.01,0.004852844526666809,0.44,0.02,0.0054192496405560285,0.33,0.01,0.004449175953664526,0.15,0.05,0.017910641157330653,0.01,0.006356837089133068,0.19,0.01,0.004051366024770742,0.0,0.001441388219738181,0.44,0.01,0.0045818106561586434,0.0,0.001569943381852426,0.32,0.01,0.0039070648261265856,0.0,0.0011821308444217682
