dataset,initial_set,cost_type,budget,initial_set_size,alpha,initial_r2_mean,initial_r2_std,initial_r2_se,initial_mse_mean,initial_mse_std,initial_mse_se,initial_rmse_mean,initial_rmse_std,initial_rmse_se,initial_mae_mean,initial_mae_std,initial_mae_se,random_updated_r2_mean,random_updated_r2_std,random_updated_r2_se,random_delta_r2_mean,random_delta_r2_se,random_updated_mse_mean,random_updated_mse_std,random_updated_mse_se,random_delta_mse_mean,random_delta_mse_se,random_updated_rmse_mean,random_updated_rmse_std,random_updated_rmse_se,random_delta_rmse_mean,random_delta_rmse_se,random_updated_mae_mean,random_updated_mae_std,random_updated_mae_se,random_delta_mae_mean,random_delta_mae_se
TOGO_PH_H2O,2_strata_desired_25ppc_100_size,cluster_based_c1_25_c2_35,100,100,10.0,-0.3,0.85,0.2835773387749216,0.29,0.19,0.064145868837275,0.52,0.14,0.04612364409328955,0.4,0.1,0.0334604823303218,0.02,0.11,0.03816017426584946,0.32,0.2851828011995113,0.22,0.03,0.00863158540864114,0.07,0.06451166302822045,0.47,0.03,0.008819811033501039,0.05,0.04623030379403631,0.36,0.02,0.007661129159595207,0.04,0.03359295296470508
