dataset,initial_set,cost_type,budget,initial_r2_mean,initial_r2_std,random_updated_r2_mean,random_updated_r2_std,poprisk_0.5_updated_r2_mean,poprisk_0.5_updated_r2_std,greedycost_updated_r2_mean,greedycost_updated_r2_std
USAVARS_POP,5_fixedstrata_10ppc_200_size,cluster_based_c1_10_c2_20,100,0.31,0.11,0.34,0.09,0.4,0.09,0.38,0.09
USAVARS_POP,5_fixedstrata_10ppc_200_size,cluster_based_c1_10_c2_20,200,0.31,0.11,0.37,0.07,0.44,0.05,0.41,0.06
USAVARS_POP,5_fixedstrata_10ppc_200_size,cluster_based_c1_10_c2_20,300,0.31,0.11,0.4,0.08,0.48,0.04,0.41,0.05
USAVARS_POP,5_fixedstrata_10ppc_200_size,cluster_based_c1_10_c2_20,400,0.31,0.11,0.42,0.06,0.48,0.03,0.44,0.02
USAVARS_POP,5_fixedstrata_10ppc_200_size,cluster_based_c1_10_c2_20,500,0.31,0.11,0.44,0.06,0.5,0.02,0.46,0.03
USAVARS_POP,5_fixedstrata_10ppc_200_size,cluster_based_c1_10_c2_20,1000,0.31,0.11,0.48,0.03,0.53,0.02,0.49,0.03
