dataset,initial_set,cost_type,budget,initial_set_size,alpha,initial_r2_mean,initial_r2_std,initial_r2_se,initial_mse_mean,initial_mse_std,initial_mse_se,initial_rmse_mean,initial_rmse_std,initial_rmse_se,initial_mae_mean,initial_mae_std,initial_mae_se,random_updated_r2_mean,random_updated_r2_std,random_updated_r2_se,random_delta_r2_mean,random_delta_r2_se,poprisk_urban_rural_0.5_updated_r2_mean,poprisk_urban_rural_0.5_updated_r2_std,poprisk_urban_rural_0.5_updated_r2_se,poprisk_urban_rural_0.5_delta_r2_mean,poprisk_urban_rural_0.5_delta_r2_se,poprisk_states_0.5_updated_r2_mean,poprisk_states_0.5_updated_r2_std,poprisk_states_0.5_updated_r2_se,poprisk_states_0.5_delta_r2_mean,poprisk_states_0.5_delta_r2_se,poprisk_states_0.5_updated_mse_mean,poprisk_states_0.5_updated_mse_std,poprisk_states_0.5_updated_mse_se,poprisk_states_0.5_delta_mse_mean,poprisk_states_0.5_delta_mse_se,poprisk_states_0.5_updated_rmse_mean,poprisk_states_0.5_updated_rmse_std,poprisk_states_0.5_updated_rmse_se,poprisk_states_0.5_delta_rmse_mean,poprisk_states_0.5_delta_rmse_se,poprisk_states_0.5_updated_mae_mean,poprisk_states_0.5_updated_mae_std,poprisk_states_0.5_updated_mae_se,poprisk_states_0.5_delta_mae_mean,poprisk_states_0.5_delta_mae_se
INDIA_SECC,10_state_district_desired_20ppc_3000_size,cluster_based_c1_20_c2_30,100,3000,10.0,0.22,0.0,0.0,0.78,0.0,0.0,0.88,0.0,0.0,0.63,0.0,0.0,0.22,0.0,0.00067498148122745,-0.0,0.00067498148122745,0.23,0.01,0.0037803438997001328,0.01,0.0037803438997001328,0.24,0.02,0.007708216395509405,0.02,0.007708216395509405,0.75,0.02,0.007652424452420278,0.02,0.007652424452420278,0.87,0.01,0.004418868633485267,0.01,0.004418868633485267,0.62,0.01,0.002900965356566668,0.01,0.002900965356566668
INDIA_SECC,10_state_district_desired_20ppc_3000_size,cluster_based_c1_20_c2_30,200,3000,10.0,0.22,0.0,0.0,0.78,0.0,0.0,0.88,0.0,0.0,0.63,0.0,0.0,0.22,0.01,0.0037430736033372347,0.0,0.0037430736033372347,0.23,0.01,0.006186711565929028,0.01,0.006186711565929028,0.25,0.02,0.011278492807108579,0.03,0.011278492807108577,0.75,0.02,0.011228739911494975,0.03,0.011228739911494975,0.87,0.01,0.006497645727492393,0.02,0.006497645727492393,0.62,0.01,0.00329887859734183,0.01,0.00329887859734183
INDIA_SECC,10_state_district_desired_20ppc_3000_size,cluster_based_c1_20_c2_30,300,3000,10.0,0.22,0.0,0.0,0.78,0.0,0.0,0.88,0.0,0.0,0.63,0.0,0.0,0.22,0.01,0.004906465122672328,-0.0,0.0049064651226723285,0.23,0.02,0.009869822693442878,0.01,0.009869822693442878,0.24,0.03,0.01647181228644863,0.02,0.01647181228644863,0.75,0.03,0.01639119885792372,0.02,0.01639119885792372,0.87,0.02,0.009492133585237837,0.01,0.009492133585237837,0.62,0.01,0.003126563608820388,0.01,0.003126563608820388
INDIA_SECC,10_state_district_desired_20ppc_3000_size,cluster_based_c1_20_c2_30,400,3000,10.0,0.22,0.0,0.0,0.78,0.0,0.0,0.88,0.0,0.0,0.63,0.0,0.0,0.22,0.01,0.004990891703894205,0.0,0.004990891703894204,0.24,0.04,0.01959817338427232,0.02,0.019598173384272322,0.23,0.03,0.014469844505038744,0.01,0.014469844505038748,0.76,0.03,0.014390392628417044,0.01,0.01439039262841704,0.87,0.02,0.008203389543353394,0.01,0.008203389543353394,0.62,0.0,0.0017136510730017321,0.01,0.0017136510730017321
INDIA_SECC,10_state_district_desired_20ppc_3000_size,cluster_based_c1_20_c2_30,500,3000,10.0,0.22,0.0,0.0,0.78,0.0,0.0,0.88,0.0,0.0,0.63,0.0,0.0,0.23,0.01,0.00402894527140789,0.01,0.00402894527140789,0.27,0.02,0.0076650244618004975,0.05,0.007665024461800496,0.27,0.04,0.018834399379858122,0.06,0.018834399379858122,0.72,0.04,0.018727770823031765,0.05,0.018727770823031765,0.85,0.02,0.011062612711290241,0.03,0.011062612711290241,0.61,0.01,0.004042449752316041,0.02,0.00404244975231604
INDIA_SECC,10_state_district_desired_20ppc_3000_size,cluster_based_c1_20_c2_30,600,3000,10.0,0.22,0.0,0.0,0.78,0.0,0.0,0.88,0.0,0.0,0.63,0.0,0.0,0.23,0.01,0.004623634933685832,0.01,0.004623634933685832,0.27,0.01,0.004558881441757397,0.05,0.004558881441757397,0.28,0.03,0.015809237805789366,0.06,0.01580923780578937,0.71,0.03,0.015717620685078253,0.06,0.01571762068507825,0.84,0.02,0.009190647420067866,0.04,0.009190647420067864,0.61,0.0,0.0009019977827023712,0.03,0.0009019977827023712
INDIA_SECC,10_state_district_desired_20ppc_3000_size,cluster_based_c1_20_c2_30,700,3000,10.0,0.22,0.0,0.0,0.78,0.0,0.0,0.88,0.0,0.0,0.63,0.0,0.0,0.23,0.01,0.004129576249447394,0.01,0.004129576249447394,0.28,0.01,0.007458109680073089,0.06,0.007458109680073089,0.31,0.02,0.009418311950662922,0.09,0.009418311950662922,0.68,0.02,0.009375478654447463,0.09,0.009375478654447463,0.83,0.01,0.0056749977973563955,0.05,0.0056749977973563955,0.6,0.01,0.0029952295404526118,0.03,0.002995229540452612
INDIA_SECC,10_state_district_desired_20ppc_3000_size,cluster_based_c1_20_c2_30,800,3000,10.0,0.22,0.0,0.0,0.78,0.0,0.0,0.88,0.0,0.0,0.63,0.0,0.0,0.23,0.01,0.006893301095991672,0.01,0.006893301095991672,0.26,0.01,0.006294203682754476,0.04,0.006294203682754476,0.3,0.03,0.017454838870639856,0.08,0.017454838870639856,0.7,0.03,0.017362246398435904,0.08,0.017362246398435904,0.83,0.02,0.010299106757384349,0.05,0.010299106757384349,0.6,0.0,0.0012258058573852582,0.03,0.0012258058573852582
INDIA_SECC,10_state_district_desired_20ppc_3000_size,cluster_based_c1_20_c2_30,900,3000,10.0,0.22,0.0,0.0,0.78,0.0,0.0,0.88,0.0,0.0,0.63,0.0,0.0,0.23,0.02,0.0075897562543206926,0.01,0.0075897562543206926,0.26,0.02,0.011447052022245729,0.04,0.011447052022245729,0.3,0.02,0.009662018422669245,0.08,0.009662018422669245,0.7,0.02,0.009595967903239352,0.08,0.009595967903239352,0.84,0.01,0.005734230549951763,0.05,0.005734230549951763,0.6,0.0,0.0009230384607371466,0.04,0.0009230384607371466
INDIA_SECC,10_state_district_desired_20ppc_3000_size,cluster_based_c1_20_c2_30,1000,3000,10.0,0.22,0.0,0.0,0.78,0.0,0.0,0.88,0.0,0.0,0.63,0.0,0.0,0.23,0.02,0.007578390330406585,0.01,0.007578390330406585,0.26,0.02,0.011171409937872656,0.04,0.011171409937872656,0.32,0.02,0.008502093859750082,0.1,0.008502093859750082,0.68,0.02,0.008458451394906752,0.1,0.008458451394906752,0.82,0.01,0.005127611529747553,0.06,0.005127611529747552,0.59,0.0,0.0008218272324521648,0.04,0.0008218272324521648
