dataset,initial_set,cost_type,budget,initial_set_size,alpha,initial_r2_mean,initial_r2_std,initial_r2_se,initial_mse_mean,initial_mse_std,initial_mse_se,initial_rmse_mean,initial_rmse_std,initial_rmse_se,initial_mae_mean,initial_mae_std,initial_mae_se,random_updated_r2_mean,random_updated_r2_std,random_updated_r2_se,random_delta_r2_mean,random_delta_r2_se,poprisk_urban_rural_0.5_updated_r2_mean,poprisk_urban_rural_0.5_updated_r2_std,poprisk_urban_rural_0.5_updated_r2_se,poprisk_urban_rural_0.5_delta_r2_mean,poprisk_urban_rural_0.5_delta_r2_se,poprisk_states_0.5_updated_r2_mean,poprisk_states_0.5_updated_r2_std,poprisk_states_0.5_updated_r2_se,poprisk_states_0.5_delta_r2_mean,poprisk_states_0.5_delta_r2_se,poprisk_states_0.5_updated_mse_mean,poprisk_states_0.5_updated_mse_std,poprisk_states_0.5_updated_mse_se,poprisk_states_0.5_delta_mse_mean,poprisk_states_0.5_delta_mse_se,poprisk_states_0.5_updated_rmse_mean,poprisk_states_0.5_updated_rmse_std,poprisk_states_0.5_updated_rmse_se,poprisk_states_0.5_delta_rmse_mean,poprisk_states_0.5_delta_rmse_se,poprisk_states_0.5_updated_mae_mean,poprisk_states_0.5_updated_mae_std,poprisk_states_0.5_updated_mae_se,poprisk_states_0.5_delta_mae_mean,poprisk_states_0.5_delta_mae_se
INDIA_SECC,10_state_district_desired_20ppc_5000_size,cluster_based_c1_20_c2_30,100,5000,10.0,0.25,0.0,1.3877787807814457e-17,0.75,0.0,0.0,0.87,0.0,5.551115123125783e-17,0.63,0.0,0.0,0.25,0.0,0.00038548670534792583,-0.0,0.00038548670534792583,0.26,0.0,0.0011534296684236937,0.01,0.0011534296684236937,0.27,0.01,0.004379315014930985,0.02,0.004379315014930985,0.73,0.01,0.004365432395536559,0.02,0.004365432395536559,0.85,0.01,0.002565423941573781,0.01,0.002565423941573781,0.62,0.01,0.002530691605075572,0.01,0.0025306916050755715
INDIA_SECC,10_state_district_desired_20ppc_5000_size,cluster_based_c1_20_c2_30,200,5000,10.0,0.25,0.0,1.3877787807814457e-17,0.75,0.0,0.0,0.87,0.0,5.551115123125783e-17,0.63,0.0,0.0,0.25,0.01,0.004594931990791593,0.0,0.004594931990791592,0.26,0.01,0.004230650068251922,0.01,0.004230650068251922,0.28,0.01,0.006989177347871489,0.03,0.00698917734787149,0.72,0.01,0.006946553102078758,0.03,0.006946553102078758,0.85,0.01,0.004083699303327802,0.02,0.004083699303327802,0.62,0.0,0.002357625924526614,0.01,0.002357625924526614
INDIA_SECC,10_state_district_desired_20ppc_5000_size,cluster_based_c1_20_c2_30,300,5000,10.0,0.25,0.0,1.3877787807814457e-17,0.75,0.0,0.0,0.87,0.0,5.551115123125783e-17,0.63,0.0,0.0,0.25,0.0,0.0016020611723651472,0.0,0.0016020611723651472,0.28,0.0,0.0021077476129745644,0.03,0.002107747612974564,0.28,0.02,0.008598988312586545,0.03,0.008598988312586545,0.72,0.02,0.008570087514138933,0.03,0.008570087514138933,0.85,0.01,0.005075096058204216,0.02,0.005075096058204216,0.62,0.01,0.00336502600287131,0.01,0.0033650260028713097
INDIA_SECC,10_state_district_desired_20ppc_5000_size,cluster_based_c1_20_c2_30,400,5000,10.0,0.25,0.0,1.3877787807814457e-17,0.75,0.0,0.0,0.87,0.0,5.551115123125783e-17,0.63,0.0,0.0,0.25,0.0,0.001594866765595168,0.01,0.001594866765595168,0.29,0.01,0.005586054063469131,0.05,0.005586054063469131,0.28,0.01,0.007105772301446196,0.03,0.007105772301446196,0.72,0.01,0.007059135924459879,0.03,0.007059135924459879,0.85,0.01,0.004154948856484293,0.02,0.0041549488564842935,0.62,0.0,0.0017385051049680488,0.02,0.0017385051049680488
INDIA_SECC,10_state_district_desired_20ppc_5000_size,cluster_based_c1_20_c2_30,500,5000,10.0,0.25,0.0,1.3877787807814457e-17,0.75,0.0,0.0,0.87,0.0,5.551115123125783e-17,0.63,0.0,0.0,0.25,0.0,0.002148162005063861,0.0,0.002148162005063861,0.3,0.01,0.004180980746188625,0.05,0.004180980746188625,0.29,0.02,0.007862760329553487,0.05,0.007862760329553487,0.7,0.02,0.007819654723835319,0.05,0.007819654723835319,0.84,0.01,0.004664397067145966,0.03,0.0046643970671459666,0.61,0.01,0.0028735692091891576,0.02,0.0028735692091891576
INDIA_SECC,10_state_district_desired_20ppc_5000_size,cluster_based_c1_20_c2_30,600,5000,10.0,0.25,0.0,1.3877787807814457e-17,0.75,0.0,0.0,0.87,0.0,5.551115123125783e-17,0.63,0.0,0.0,0.25,0.0,0.001830682932678403,0.01,0.001830682932678403,0.3,0.01,0.006594649346250337,0.06,0.006594649346250337,0.31,0.01,0.006560990778838209,0.06,0.006560990778838209,0.69,0.01,0.0065301914213903335,0.06,0.0065301914213903335,0.83,0.01,0.003938527643676002,0.04,0.003938527643676002,0.61,0.0,0.001112384825498815,0.03,0.001112384825498815
INDIA_SECC,10_state_district_desired_20ppc_5000_size,cluster_based_c1_20_c2_30,700,5000,10.0,0.25,0.0,1.3877787807814457e-17,0.75,0.0,0.0,0.87,0.0,5.551115123125783e-17,0.63,0.0,0.0,0.25,0.0,0.002246419373135827,0.01,0.002246419373135827,0.3,0.02,0.007958492319528871,0.06,0.007958492319528873,0.33,0.01,0.0048196887866334285,0.08,0.0048196887866334285,0.67,0.01,0.004806870083536682,0.08,0.004806870083536682,0.82,0.01,0.002933939331342745,0.05,0.0029339393313427453,0.6,0.0,0.0020286941612771524,0.03,0.002028694161277152
INDIA_SECC,10_state_district_desired_20ppc_5000_size,cluster_based_c1_20_c2_30,800,5000,10.0,0.25,0.0,1.3877787807814457e-17,0.75,0.0,0.0,0.87,0.0,5.551115123125783e-17,0.63,0.0,0.0,0.25,0.0,0.002119575429183873,0.01,0.002119575429183873,0.3,0.02,0.009561798993913226,0.06,0.009561798993913226,0.32,0.02,0.00857680593228039,0.07,0.00857680593228039,0.68,0.02,0.008538442480921227,0.07,0.008538442480921227,0.82,0.01,0.005189373757978908,0.04,0.005189373757978908,0.6,0.0,0.000899221885854644,0.03,0.000899221885854644
INDIA_SECC,10_state_district_desired_20ppc_5000_size,cluster_based_c1_20_c2_30,900,5000,10.0,0.25,0.0,1.3877787807814457e-17,0.75,0.0,0.0,0.87,0.0,5.551115123125783e-17,0.63,0.0,0.0,0.25,0.0,0.0020570367036103158,0.01,0.0020570367036103153,0.3,0.02,0.009076309822829974,0.05,0.009076309822829974,0.33,0.01,0.00749669260407548,0.08,0.00749669260407548,0.67,0.01,0.007467087785743519,0.08,0.007467087785743519,0.82,0.01,0.004539779730339353,0.05,0.004539779730339353,0.6,0.0,0.0012347469376353876,0.04,0.0012347469376353876
INDIA_SECC,10_state_district_desired_20ppc_5000_size,cluster_based_c1_20_c2_30,1000,5000,10.0,0.25,0.0,1.3877787807814457e-17,0.75,0.0,0.0,0.87,0.0,5.551115123125783e-17,0.63,0.0,0.0,0.25,0.01,0.005726377563521283,0.0,0.005726377563521283,0.3,0.02,0.008156494344998953,0.05,0.008156494344998953,0.35,0.01,0.0028974816651706338,0.1,0.0028974816651706338,0.65,0.01,0.00288489167907567,0.1,0.00288489167907567,0.8,0.0,0.0017962182495454304,0.06,0.0017962182495454304,0.59,0.0,0.0011720068259186828,0.04,0.0011720068259186826
