dataset,initial_set,cost_type,budget,initial_set_size,alpha,poprisk_states_0.5_updated_r2_mean,poprisk_states_0.5_updated_r2_std,poprisk_states_0.5_updated_r2_se,poprisk_states_0.5_updated_mse_mean,poprisk_states_0.5_updated_mse_std,poprisk_states_0.5_updated_mse_se,poprisk_states_0.5_updated_rmse_mean,poprisk_states_0.5_updated_rmse_std,poprisk_states_0.5_updated_rmse_se,poprisk_states_0.5_updated_mae_mean,poprisk_states_0.5_updated_mae_std,poprisk_states_0.5_updated_mae_se,initial_r2_mean,initial_r2_std,initial_r2_se,random_updated_r2_mean,random_updated_r2_std,random_updated_r2_se,random_delta_r2_mean,random_delta_r2_se,poprisk_urban_rural_0.5_updated_r2_mean,poprisk_urban_rural_0.5_updated_r2_std,poprisk_urban_rural_0.5_updated_r2_se,poprisk_urban_rural_0.5_delta_r2_mean,poprisk_urban_rural_0.5_delta_r2_se,initial_mse_mean,initial_mse_std,initial_mse_se,initial_rmse_mean,initial_rmse_std,initial_rmse_se,initial_mae_mean,initial_mae_std,initial_mae_se,poprisk_states_0.5_delta_r2_mean,poprisk_states_0.5_delta_r2_se,poprisk_states_0.5_delta_mse_mean,poprisk_states_0.5_delta_mse_se,poprisk_states_0.5_delta_rmse_mean,poprisk_states_0.5_delta_rmse_se,poprisk_states_0.5_delta_mae_mean,poprisk_states_0.5_delta_mae_se
INDIA_SECC,10_state_district_desired_20ppc_2000_size,cluster_based_c1_20_c2_30,100,2000,10.0,0.13,0.07,0.035832284325730615,0.87,0.07,0.035621642297906465,0.93,0.04,0.01895266208214561,0.65,0.01,0.003640521940601378,0.11,0.0,6.938893903907228e-18,0.11,0.0,0.001999349894340658,0.0,0.001999349894340658,0.09,0.07,0.03742435837793348,-0.02,0.03742435837793348,0.88,0.0,0.0,0.94,0.0,0.0,0.66,0.0,0.0,0.02,0.035832284325730615,0.02,0.035621642297906465,0.01,0.01895266208214561,0.02,0.003640521940601378
INDIA_SECC,10_state_district_desired_20ppc_2000_size,cluster_based_c1_20_c2_30,200,2000,10.0,0.12,0.06,0.03039337756814796,0.87,0.06,0.030239186496994266,0.93,0.03,0.016543318893136278,0.65,0.01,0.0029517113680032976,0.11,0.0,6.938893903907228e-18,0.12,0.0,0.0016195678435928502,0.0,0.0016195678435928502,0.15,0.02,0.01007854156115854,0.04,0.01007854156115854,0.88,0.0,0.0,0.94,0.0,0.0,0.66,0.0,0.0,0.01,0.03039337756814796,0.01,0.030239186496994266,0.01,0.01654331889313628,0.01,0.0029517113680032976
INDIA_SECC,10_state_district_desired_20ppc_2000_size,cluster_based_c1_20_c2_30,300,2000,10.0,0.12,0.1,0.04880404286532008,0.87,0.1,0.04855733312281472,0.93,0.05,0.026357871689497242,0.64,0.01,0.004898264998956263,0.11,0.0,6.938893903907228e-18,0.12,0.0,0.0019417517864031967,0.0,0.0019417517864031967,0.14,0.06,0.031074095320700813,0.03,0.031074095320700813,0.88,0.0,0.0,0.94,0.0,0.0,0.66,0.0,0.0,0.01,0.048804042865320085,0.01,0.048557333122814725,0.01,0.026357871689497242,0.02,0.004898264998956263
INDIA_SECC,10_state_district_desired_20ppc_2000_size,cluster_based_c1_20_c2_30,400,2000,10.0,0.12,0.07,0.033864001535553946,0.87,0.07,0.033698655759540314,0.93,0.04,0.018011923828397683,0.65,0.01,0.005058221031153148,0.11,0.0,6.938893903907228e-18,0.12,0.0,0.0022071248265560337,0.0,0.0022071248265560337,0.18,0.02,0.012251775381551845,0.07,0.012251775381551845,0.88,0.0,0.0,0.94,0.0,0.0,0.66,0.0,0.0,0.01,0.033864001535553946,0.01,0.033698655759540314,0.0,0.018011923828397683,0.02,0.005058221031153148
INDIA_SECC,10_state_district_desired_20ppc_2000_size,cluster_based_c1_20_c2_30,500,2000,10.0,0.19,0.08,0.03971555614617526,0.8,0.08,0.03950498196430419,0.9,0.04,0.0220612103022477,0.63,0.01,0.003337424156441609,0.11,0.0,6.938893903907228e-18,0.12,0.01,0.005576970503777116,0.01,0.005576970503777116,0.17,0.03,0.01539851940934582,0.06,0.015398519409345822,0.88,0.0,0.0,0.94,0.0,0.0,0.66,0.0,0.0,0.08,0.039715556146175265,0.08,0.039504981964304194,0.04,0.0220612103022477,0.03,0.003337424156441609
INDIA_SECC,10_state_district_desired_20ppc_2000_size,cluster_based_c1_20_c2_30,600,2000,10.0,0.12,0.04,0.020819980787695265,0.88,0.04,0.02071249381412097,0.94,0.02,0.011092276592296103,0.63,0.0,0.0015182226450688979,0.11,0.0,6.938893903907228e-18,0.13,0.01,0.0048057673684854954,0.02,0.0048057673684854954,0.18,0.04,0.018364460242544563,0.06,0.018364460242544567,0.88,0.0,0.0,0.94,0.0,0.0,0.66,0.0,0.0,0.0,0.020819980787695265,0.0,0.02071249381412097,0.0,0.011092276592296103,0.03,0.0015182226450688979
INDIA_SECC,10_state_district_desired_20ppc_2000_size,cluster_based_c1_20_c2_30,700,2000,10.0,0.29,0.03,0.012716784184690721,0.71,0.03,0.012650098813843312,0.84,0.01,0.007424755888243068,0.62,0.0,0.001818075906006143,0.11,0.0,6.938893903907228e-18,0.13,0.01,0.004066693988979255,0.02,0.004066693988979254,0.17,0.03,0.015288472781805253,0.06,0.01528847278180525,0.88,0.0,0.0,0.94,0.0,0.0,0.66,0.0,0.0,0.17,0.012716784184690723,0.17,0.012650098813843314,0.1,0.007424755888243068,0.04,0.001818075906006143
INDIA_SECC,10_state_district_desired_20ppc_2000_size,cluster_based_c1_20_c2_30,800,2000,10.0,0.26,0.05,0.025368996826835702,0.74,0.05,0.02524278114630003,0.86,0.03,0.014506598498614357,0.62,0.0,0.0015841085821369724,0.11,0.0,6.938893903907228e-18,0.12,0.03,0.01525376674792164,0.01,0.01525376674792164,0.17,0.07,0.03577527637908615,0.05,0.03577527637908615,0.88,0.0,0.0,0.94,0.0,0.0,0.66,0.0,0.0,0.14,0.025368996826835705,0.14,0.02524278114630003,0.08,0.014506598498614357,0.05,0.0015841085821369722
INDIA_SECC,10_state_district_desired_20ppc_2000_size,cluster_based_c1_20_c2_30,900,2000,10.0,0.25,0.05,0.025535418539745926,0.75,0.05,0.0254068770217829,0.87,0.03,0.014466983099457886,0.62,0.0,0.0024597967395701584,0.11,0.0,6.938893903907228e-18,0.14,0.01,0.006384559499292023,0.03,0.006384559499292023,0.19,0.03,0.013318310703689114,0.07,0.013318310703689112,0.88,0.0,0.0,0.94,0.0,0.0,0.66,0.0,0.0,0.13,0.025535418539745926,0.13,0.0254068770217829,0.07,0.014466983099457882,0.05,0.002459796739570159
INDIA_SECC,10_state_district_desired_20ppc_2000_size,cluster_based_c1_20_c2_30,1000,2000,10.0,0.25,0.1,0.04913744600607564,0.75,0.1,0.04887589385371892,0.86,0.05,0.027043361477449516,0.61,0.0,0.0008298192574289998,0.11,0.0,6.938893903907228e-18,0.14,0.01,0.006570205476238927,0.03,0.006570205476238926,0.2,0.04,0.02226631087540098,0.08,0.02226631087540098,0.88,0.0,0.0,0.94,0.0,0.0,0.66,0.0,0.0,0.13,0.04913744600607564,0.13,0.04887589385371892,0.08,0.027043361477449516,0.05,0.0008298192574289996
INDIA_SECC,10_state_district_desired_20ppc_2000_size,cluster_based_c1_20_c2_30,1100,2000,10.0,0.3,0.01,0.006274073636800895,0.69,0.01,0.006240624968703064,0.83,0.01,0.0037370576661325426,0.61,0.0,0.0010644247272588064,0.11,0.0,6.938893903907228e-18,,,,,,,,,,,0.88,0.0,0.0,0.94,0.0,0.0,0.66,0.0,0.0,0.19,0.006274073636800895,0.19,0.006240624968703064,0.11,0.0037370576661325426,0.06,0.0010644247272588064
INDIA_SECC,10_state_district_desired_20ppc_2000_size,cluster_based_c1_20_c2_30,2000,2000,10.0,,,,,,,,,,,,,0.11,0.0,6.938893903907228e-18,0.12,0.05,0.02649615821208803,0.01,0.026496158212088027,0.28,0.01,0.00609233945213167,0.17,0.00609233945213167,,,,,,,,,,,,,,,,,
INDIA_SECC,10_state_district_desired_20ppc_3000_size,cluster_based_c1_20_c2_30,100,3000,10.0,0.24,0.02,0.007708216395509405,0.75,0.02,0.007652424452420278,0.87,0.01,0.004418868633485267,0.62,0.01,0.002900965356566668,0.22,0.0,0.0,0.22,0.0,0.00067498148122745,-0.0,0.00067498148122745,0.23,0.01,0.0037803438997001328,0.01,0.0037803438997001328,0.78,0.0,0.0,0.88,0.0,0.0,0.63,0.0,0.0,0.02,0.007708216395509405,0.02,0.007652424452420278,0.01,0.004418868633485267,0.01,0.002900965356566668
INDIA_SECC,10_state_district_desired_20ppc_3000_size,cluster_based_c1_20_c2_30,200,3000,10.0,0.25,0.02,0.011278492807108579,0.75,0.02,0.011228739911494975,0.87,0.01,0.006497645727492393,0.62,0.01,0.00329887859734183,0.22,0.0,0.0,0.22,0.01,0.0037430736033372347,0.0,0.0037430736033372347,0.23,0.01,0.006186711565929028,0.01,0.006186711565929028,0.78,0.0,0.0,0.88,0.0,0.0,0.63,0.0,0.0,0.03,0.011278492807108577,0.03,0.011228739911494975,0.02,0.006497645727492393,0.01,0.00329887859734183
INDIA_SECC,10_state_district_desired_20ppc_3000_size,cluster_based_c1_20_c2_30,300,3000,10.0,0.24,0.03,0.01647181228644863,0.75,0.03,0.01639119885792372,0.87,0.02,0.009492133585237837,0.62,0.01,0.003126563608820388,0.22,0.0,0.0,0.22,0.01,0.004906465122672328,-0.0,0.0049064651226723285,0.23,0.02,0.009869822693442878,0.01,0.009869822693442878,0.78,0.0,0.0,0.88,0.0,0.0,0.63,0.0,0.0,0.02,0.01647181228644863,0.02,0.01639119885792372,0.01,0.009492133585237837,0.01,0.003126563608820388
INDIA_SECC,10_state_district_desired_20ppc_3000_size,cluster_based_c1_20_c2_30,400,3000,10.0,0.23,0.03,0.014469844505038744,0.76,0.03,0.014390392628417044,0.87,0.02,0.008203389543353394,0.62,0.0,0.0017136510730017321,0.22,0.0,0.0,0.22,0.01,0.004990891703894205,0.0,0.004990891703894204,0.24,0.04,0.01959817338427232,0.02,0.019598173384272322,0.78,0.0,0.0,0.88,0.0,0.0,0.63,0.0,0.0,0.01,0.014469844505038748,0.01,0.01439039262841704,0.01,0.008203389543353394,0.01,0.0017136510730017321
INDIA_SECC,10_state_district_desired_20ppc_3000_size,cluster_based_c1_20_c2_30,500,3000,10.0,0.27,0.04,0.018834399379858122,0.72,0.04,0.018727770823031765,0.85,0.02,0.011062612711290241,0.61,0.01,0.004042449752316041,0.22,0.0,0.0,0.23,0.01,0.00402894527140789,0.01,0.00402894527140789,0.27,0.02,0.0076650244618004975,0.05,0.007665024461800496,0.78,0.0,0.0,0.88,0.0,0.0,0.63,0.0,0.0,0.06,0.018834399379858122,0.05,0.018727770823031765,0.03,0.011062612711290241,0.02,0.00404244975231604
INDIA_SECC,10_state_district_desired_20ppc_3000_size,cluster_based_c1_20_c2_30,600,3000,10.0,0.28,0.03,0.015809237805789366,0.71,0.03,0.015717620685078253,0.84,0.02,0.009190647420067866,0.61,0.0,0.0009019977827023712,0.22,0.0,0.0,0.23,0.01,0.004623634933685832,0.01,0.004623634933685832,0.27,0.01,0.004558881441757397,0.05,0.004558881441757397,0.78,0.0,0.0,0.88,0.0,0.0,0.63,0.0,0.0,0.06,0.01580923780578937,0.06,0.01571762068507825,0.04,0.009190647420067864,0.03,0.0009019977827023712
INDIA_SECC,10_state_district_desired_20ppc_3000_size,cluster_based_c1_20_c2_30,700,3000,10.0,0.31,0.02,0.009418311950662922,0.68,0.02,0.009375478654447463,0.83,0.01,0.0056749977973563955,0.6,0.01,0.0029952295404526118,0.22,0.0,0.0,0.23,0.01,0.004129576249447394,0.01,0.004129576249447394,0.28,0.01,0.007458109680073089,0.06,0.007458109680073089,0.78,0.0,0.0,0.88,0.0,0.0,0.63,0.0,0.0,0.09,0.009418311950662922,0.09,0.009375478654447463,0.05,0.0056749977973563955,0.03,0.002995229540452612
INDIA_SECC,10_state_district_desired_20ppc_3000_size,cluster_based_c1_20_c2_30,800,3000,10.0,0.3,0.03,0.017454838870639856,0.7,0.03,0.017362246398435904,0.83,0.02,0.010299106757384349,0.6,0.0,0.0012258058573852582,0.22,0.0,0.0,0.23,0.01,0.006893301095991672,0.01,0.006893301095991672,0.26,0.01,0.006294203682754476,0.04,0.006294203682754476,0.78,0.0,0.0,0.88,0.0,0.0,0.63,0.0,0.0,0.08,0.017454838870639856,0.08,0.017362246398435904,0.05,0.010299106757384349,0.03,0.0012258058573852582
INDIA_SECC,10_state_district_desired_20ppc_3000_size,cluster_based_c1_20_c2_30,900,3000,10.0,0.3,0.02,0.009662018422669245,0.7,0.02,0.009595967903239352,0.84,0.01,0.005734230549951763,0.6,0.0,0.0009230384607371466,0.22,0.0,0.0,0.23,0.02,0.0075897562543206926,0.01,0.0075897562543206926,0.26,0.02,0.011447052022245729,0.04,0.011447052022245729,0.78,0.0,0.0,0.88,0.0,0.0,0.63,0.0,0.0,0.08,0.009662018422669245,0.08,0.009595967903239352,0.05,0.005734230549951763,0.04,0.0009230384607371466
INDIA_SECC,10_state_district_desired_20ppc_3000_size,cluster_based_c1_20_c2_30,1000,3000,10.0,0.32,0.02,0.008502093859750082,0.68,0.02,0.008458451394906752,0.82,0.01,0.005127611529747553,0.59,0.0,0.0008218272324521648,0.22,0.0,0.0,0.23,0.02,0.007578390330406585,0.01,0.007578390330406585,0.26,0.02,0.011171409937872656,0.04,0.011171409937872656,0.78,0.0,0.0,0.88,0.0,0.0,0.63,0.0,0.0,0.1,0.008502093859750082,0.1,0.008458451394906752,0.06,0.005127611529747552,0.04,0.0008218272324521648
INDIA_SECC,10_state_district_desired_20ppc_3000_size,cluster_based_c1_20_c2_30,1100,3000,10.0,0.31,0.03,0.015128033580079067,0.69,0.03,0.015062449999917005,0.83,0.02,0.009078788465428646,0.59,0.0,0.001343502884254447,0.22,0.0,0.0,,,,,,,,,,,0.78,0.0,0.0,0.88,0.0,0.0,0.63,0.0,0.0,0.09,0.015128033580079067,0.09,0.015062449999917005,0.05,0.009078788465428644,0.04,0.001343502884254447
INDIA_SECC,10_state_district_desired_20ppc_3000_size,cluster_based_c1_20_c2_30,2000,3000,10.0,,,,,,,,,,,,,0.22,0.0,0.0,0.24,0.01,0.005688497165332858,0.02,0.0056884971653328575,0.3,0.01,0.00484922674248173,0.08,0.00484922674248173,,,,,,,,,,,,,,,,,
INDIA_SECC,10_state_district_desired_20ppc_4000_size,cluster_based_c1_20_c2_30,100,4000,10.0,0.25,0.01,0.007179136438319027,0.75,0.01,0.007140210080942996,0.87,0.01,0.004143669871020137,0.63,0.01,0.004442454276635842,0.22,0.0,1.3877787807814457e-17,0.22,0.0,0.0008992218858546547,0.0,0.0008992218858546547,0.23,0.0,0.0012720062892926246,0.01,0.0012720062892926248,0.77,0.0,0.0,0.88,0.0,5.551115123125783e-17,0.64,0.0,0.0,0.02,0.007179136438319025,0.02,0.007140210080942996,0.01,0.004143669871020137,0.0,0.004442454276635842
INDIA_SECC,10_state_district_desired_20ppc_4000_size,cluster_based_c1_20_c2_30,200,4000,10.0,0.25,0.02,0.007953024581880784,0.74,0.02,0.007903252495017467,0.86,0.01,0.004576133739304397,0.62,0.0,0.0024036222664969645,0.22,0.0,1.3877787807814457e-17,0.23,0.0,0.0023896861718644183,0.0,0.0023896861718644183,0.24,0.01,0.005624233281079298,0.01,0.005624233281079298,0.77,0.0,0.0,0.88,0.0,5.551115123125783e-17,0.64,0.0,0.0,0.03,0.007953024581880784,0.03,0.007903252495017467,0.02,0.004576133739304397,0.01,0.002403622266496965
INDIA_SECC,10_state_district_desired_20ppc_4000_size,cluster_based_c1_20_c2_30,300,4000,10.0,0.26,0.03,0.013165462392183575,0.73,0.03,0.013098572441300613,0.86,0.02,0.007668272295634783,0.62,0.01,0.003696430710834436,0.22,0.0,1.3877787807814457e-17,0.23,0.01,0.003662976931404293,0.0,0.003662976931404293,0.26,0.01,0.00452232241221255,0.04,0.00452232241221255,0.77,0.0,0.0,0.88,0.0,5.551115123125783e-17,0.64,0.0,0.0,0.04,0.013165462392183577,0.04,0.013098572441300612,0.02,0.007668272295634782,0.01,0.003696430710834436
INDIA_SECC,10_state_district_desired_20ppc_4000_size,cluster_based_c1_20_c2_30,400,4000,10.0,0.25,0.02,0.007934885002317295,0.74,0.02,0.007887293578915395,0.86,0.01,0.004562521232827305,0.62,0.0,0.0019311654512236872,0.22,0.0,1.3877787807814457e-17,0.23,0.01,0.004242216401835248,0.01,0.004242216401835248,0.27,0.02,0.0077088261103750375,0.04,0.0077088261103750375,0.77,0.0,0.0,0.88,0.0,5.551115123125783e-17,0.64,0.0,0.0,0.03,0.007934885002317295,0.03,0.007887293578915395,0.02,0.004562521232827305,0.02,0.0019311654512236872
INDIA_SECC,10_state_district_desired_20ppc_4000_size,cluster_based_c1_20_c2_30,500,4000,10.0,0.28,0.03,0.012533100175136236,0.72,0.02,0.012448196656544277,0.85,0.01,0.00732218546610231,0.62,0.01,0.0034703890271841295,0.22,0.0,1.3877787807814457e-17,0.23,0.01,0.004299116188241486,0.01,0.004299116188241487,0.28,0.01,0.005360559672273034,0.05,0.005360559672273034,0.77,0.0,0.0,0.88,0.0,5.551115123125783e-17,0.64,0.0,0.0,0.05,0.012533100175136236,0.05,0.012448196656544277,0.03,0.00732218546610231,0.02,0.0034703890271841295
