dataset,initial_set,cost_type,budget,initial_set_size,alpha,poprisk_states_0.5_updated_r2_mean,poprisk_states_0.5_updated_r2_std,poprisk_states_0.5_updated_r2_se,poprisk_states_0.5_updated_mse_mean,poprisk_states_0.5_updated_mse_std,poprisk_states_0.5_updated_mse_se,poprisk_states_0.5_updated_rmse_mean,poprisk_states_0.5_updated_rmse_std,poprisk_states_0.5_updated_rmse_se,poprisk_states_0.5_updated_mae_mean,poprisk_states_0.5_updated_mae_std,poprisk_states_0.5_updated_mae_se,initial_r2_mean,initial_r2_std,initial_r2_se,random_updated_r2_mean,random_updated_r2_std,random_updated_r2_se,random_delta_r2_mean,random_delta_r2_se,poprisk_urban_rural_0.5_updated_r2_mean,poprisk_urban_rural_0.5_updated_r2_std,poprisk_urban_rural_0.5_updated_r2_se,poprisk_urban_rural_0.5_delta_r2_mean,poprisk_urban_rural_0.5_delta_r2_se,initial_mse_mean,initial_mse_std,initial_mse_se,initial_rmse_mean,initial_rmse_std,initial_rmse_se,initial_mae_mean,initial_mae_std,initial_mae_se,poprisk_states_0.5_delta_r2_mean,poprisk_states_0.5_delta_r2_se,poprisk_states_0.5_delta_mse_mean,poprisk_states_0.5_delta_mse_se,poprisk_states_0.5_delta_rmse_mean,poprisk_states_0.5_delta_rmse_se,poprisk_states_0.5_delta_mae_mean,poprisk_states_0.5_delta_mae_se
INDIA_SECC,10_state_district_desired_20ppc_4000_size,cluster_based_c1_20_c2_30,600,4000,10.0,0.3,0.02,0.009365980995069335,0.7,0.02,0.009332823795615123,0.84,0.01,0.00556925488732559,0.61,0.0,0.0007445804187594565,0.22,0.0,1.3877787807814457e-17,0.23,0.01,0.00437572851077395,0.01,0.00437572851077395,0.28,0.01,0.005861518574567511,0.06,0.005861518574567511,0.77,0.0,0.0,0.88,0.0,5.551115123125783e-17,0.64,0.0,0.0,0.07,0.009365980995069335,0.07,0.009332823795615123,0.04,0.00556925488732559,0.03,0.0007445804187594565
INDIA_SECC,10_state_district_desired_20ppc_4000_size,cluster_based_c1_20_c2_30,700,4000,10.0,0.32,0.0,0.0023495957099041514,0.68,0.0,0.0023298068589477517,0.83,0.0,0.00140726685458017,0.61,0.01,0.003457253244990885,0.22,0.0,1.3877787807814457e-17,0.24,0.01,0.004605323007129902,0.01,0.004605323007129902,0.28,0.01,0.005638492706388824,0.06,0.005638492706388824,0.77,0.0,0.0,0.88,0.0,5.551115123125783e-17,0.64,0.0,0.0,0.09,0.002349595709904152,0.09,0.0023298068589477517,0.05,0.00140726685458017,0.03,0.003457253244990885
INDIA_SECC,10_state_district_desired_20ppc_4000_size,cluster_based_c1_20_c2_30,800,4000,10.0,0.31,0.03,0.013312828399705295,0.69,0.03,0.01324011329256666,0.83,0.02,0.00790094931005129,0.6,0.0,0.0014230249470757622,0.22,0.0,1.3877787807814457e-17,0.23,0.01,0.003402205167240799,0.01,0.003402205167240799,0.28,0.01,0.006084981511886452,0.05,0.006084981511886452,0.77,0.0,0.0,0.88,0.0,5.551115123125783e-17,0.64,0.0,0.0,0.09,0.013312828399705295,0.08,0.01324011329256666,0.05,0.00790094931005129,0.04,0.0014230249470757622
INDIA_SECC,10_state_district_desired_20ppc_4000_size,cluster_based_c1_20_c2_30,900,4000,10.0,0.31,0.02,0.009631791110691717,0.68,0.02,0.009579686842480804,0.83,0.01,0.00573058461241085,0.6,0.0,0.001312021341289841,0.22,0.0,1.3877787807814457e-17,0.24,0.01,0.005835100684649753,0.01,0.005835100684649754,0.26,0.01,0.007230449501932782,0.04,0.00723044950193278,0.77,0.0,0.0,0.88,0.0,5.551115123125783e-17,0.64,0.0,0.0,0.09,0.009631791110691717,0.09,0.009579686842480804,0.05,0.00573058461241085,0.04,0.001312021341289841
INDIA_SECC,10_state_district_desired_20ppc_4000_size,cluster_based_c1_20_c2_30,1000,4000,10.0,0.34,0.01,0.004934207129823396,0.66,0.01,0.004918983634857921,0.81,0.01,0.0030115444542626463,0.59,0.01,0.0034445028668880465,0.22,0.0,1.3877787807814457e-17,0.24,0.01,0.005487294415283364,0.01,0.005487294415283364,0.28,0.03,0.012603586791068641,0.06,0.012603586791068641,0.77,0.0,0.0,0.88,0.0,5.551115123125783e-17,0.64,0.0,0.0,0.11,0.0049342071298233954,0.11,0.004918983634857921,0.07,0.0030115444542626463,0.04,0.0034445028668880465
INDIA_SECC,10_state_district_desired_20ppc_4000_size,cluster_based_c1_20_c2_30,1100,4000,10.0,0.35,0.02,0.00776463778936275,0.65,0.02,0.007725995081541278,0.81,0.01,0.004778870159357763,0.59,0.0,0.001410106378965773,0.22,0.0,1.3877787807814457e-17,,,,,,,,,,,0.77,0.0,0.0,0.88,0.0,5.551115123125783e-17,0.64,0.0,0.0,0.12,0.00776463778936275,0.12,0.007725995081541278,0.07,0.004778870159357762,0.05,0.0014101063789657732
INDIA_SECC,10_state_district_desired_20ppc_4000_size,cluster_based_c1_20_c2_30,2000,4000,10.0,,,,,,,,,,,,,0.22,0.0,1.3877787807814457e-17,0.26,0.02,0.008283272300244636,0.03,0.008283272300244636,0.33,0.01,0.0030034313709489005,0.1,0.0030034313709489005,,,,,,,,,,,,,,,,,
INDIA_SECC,10_state_district_desired_20ppc_5000_size,cluster_based_c1_20_c2_30,100,5000,10.0,0.27,0.01,0.004379315014930985,0.73,0.01,0.004365432395536559,0.85,0.01,0.002565423941573781,0.62,0.01,0.002530691605075572,0.25,0.0,1.3877787807814457e-17,0.25,0.0,0.00038548670534792583,-0.0,0.00038548670534792583,0.26,0.0,0.0011534296684236937,0.01,0.0011534296684236937,0.75,0.0,0.0,0.87,0.0,5.551115123125783e-17,0.63,0.0,0.0,0.02,0.004379315014930985,0.02,0.004365432395536559,0.01,0.002565423941573781,0.01,0.0025306916050755715
INDIA_SECC,10_state_district_desired_20ppc_5000_size,cluster_based_c1_20_c2_30,200,5000,10.0,0.28,0.01,0.006989177347871489,0.72,0.01,0.006946553102078758,0.85,0.01,0.004083699303327802,0.62,0.0,0.002357625924526614,0.25,0.0,1.3877787807814457e-17,0.25,0.01,0.004594931990791593,0.0,0.004594931990791592,0.26,0.01,0.004230650068251922,0.01,0.004230650068251922,0.75,0.0,0.0,0.87,0.0,5.551115123125783e-17,0.63,0.0,0.0,0.03,0.00698917734787149,0.03,0.006946553102078758,0.02,0.004083699303327802,0.01,0.002357625924526614
INDIA_SECC,10_state_district_desired_20ppc_5000_size,cluster_based_c1_20_c2_30,300,5000,10.0,0.28,0.02,0.008598988312586545,0.72,0.02,0.008570087514138933,0.85,0.01,0.005075096058204216,0.62,0.01,0.00336502600287131,0.25,0.0,1.3877787807814457e-17,0.25,0.0,0.0016020611723651472,0.0,0.0016020611723651472,0.28,0.0,0.0021077476129745644,0.03,0.002107747612974564,0.75,0.0,0.0,0.87,0.0,5.551115123125783e-17,0.63,0.0,0.0,0.03,0.008598988312586545,0.03,0.008570087514138933,0.02,0.005075096058204216,0.01,0.0033650260028713097
INDIA_SECC,10_state_district_desired_20ppc_5000_size,cluster_based_c1_20_c2_30,400,5000,10.0,0.28,0.01,0.007105772301446196,0.72,0.01,0.007059135924459879,0.85,0.01,0.004154948856484293,0.62,0.0,0.0017385051049680488,0.25,0.0,1.3877787807814457e-17,0.25,0.0,0.001594866765595168,0.01,0.001594866765595168,0.29,0.01,0.005586054063469131,0.05,0.005586054063469131,0.75,0.0,0.0,0.87,0.0,5.551115123125783e-17,0.63,0.0,0.0,0.03,0.007105772301446196,0.03,0.007059135924459879,0.02,0.0041549488564842935,0.02,0.0017385051049680488
INDIA_SECC,10_state_district_desired_20ppc_5000_size,cluster_based_c1_20_c2_30,500,5000,10.0,0.29,0.02,0.007862760329553487,0.7,0.02,0.007819654723835319,0.84,0.01,0.004664397067145966,0.61,0.01,0.0028735692091891576,0.25,0.0,1.3877787807814457e-17,0.25,0.0,0.002148162005063861,0.0,0.002148162005063861,0.3,0.01,0.004180980746188625,0.05,0.004180980746188625,0.75,0.0,0.0,0.87,0.0,5.551115123125783e-17,0.63,0.0,0.0,0.05,0.007862760329553487,0.05,0.007819654723835319,0.03,0.0046643970671459666,0.02,0.0028735692091891576
INDIA_SECC,10_state_district_desired_20ppc_5000_size,cluster_based_c1_20_c2_30,600,5000,10.0,0.31,0.01,0.006560990778838209,0.69,0.01,0.0065301914213903335,0.83,0.01,0.003938527643676002,0.61,0.0,0.001112384825498815,0.25,0.0,1.3877787807814457e-17,0.25,0.0,0.001830682932678403,0.01,0.001830682932678403,0.3,0.01,0.006594649346250337,0.06,0.006594649346250337,0.75,0.0,0.0,0.87,0.0,5.551115123125783e-17,0.63,0.0,0.0,0.06,0.006560990778838209,0.06,0.0065301914213903335,0.04,0.003938527643676002,0.03,0.001112384825498815
INDIA_SECC,10_state_district_desired_20ppc_5000_size,cluster_based_c1_20_c2_30,700,5000,10.0,0.33,0.01,0.0048196887866334285,0.67,0.01,0.004806870083536682,0.82,0.01,0.002933939331342745,0.6,0.0,0.0020286941612771524,0.25,0.0,1.3877787807814457e-17,0.25,0.0,0.002246419373135827,0.01,0.002246419373135827,0.3,0.02,0.007958492319528871,0.06,0.007958492319528873,0.75,0.0,0.0,0.87,0.0,5.551115123125783e-17,0.63,0.0,0.0,0.08,0.0048196887866334285,0.08,0.004806870083536682,0.05,0.0029339393313427453,0.03,0.002028694161277152
INDIA_SECC,10_state_district_desired_20ppc_5000_size,cluster_based_c1_20_c2_30,800,5000,10.0,0.32,0.02,0.00857680593228039,0.68,0.02,0.008538442480921227,0.82,0.01,0.005189373757978908,0.6,0.0,0.000899221885854644,0.25,0.0,1.3877787807814457e-17,0.25,0.0,0.002119575429183873,0.01,0.002119575429183873,0.3,0.02,0.009561798993913226,0.06,0.009561798993913226,0.75,0.0,0.0,0.87,0.0,5.551115123125783e-17,0.63,0.0,0.0,0.07,0.00857680593228039,0.07,0.008538442480921227,0.04,0.005189373757978908,0.03,0.000899221885854644
INDIA_SECC,10_state_district_desired_20ppc_5000_size,cluster_based_c1_20_c2_30,900,5000,10.0,0.33,0.01,0.00749669260407548,0.67,0.01,0.007467087785743519,0.82,0.01,0.004539779730339353,0.6,0.0,0.0012347469376353876,0.25,0.0,1.3877787807814457e-17,0.25,0.0,0.0020570367036103158,0.01,0.0020570367036103153,0.3,0.02,0.009076309822829974,0.05,0.009076309822829974,0.75,0.0,0.0,0.87,0.0,5.551115123125783e-17,0.63,0.0,0.0,0.08,0.00749669260407548,0.08,0.007467087785743519,0.05,0.004539779730339353,0.04,0.0012347469376353876
INDIA_SECC,10_state_district_desired_20ppc_5000_size,cluster_based_c1_20_c2_30,1000,5000,10.0,0.35,0.01,0.0028974816651706338,0.65,0.01,0.00288489167907567,0.8,0.0,0.0017962182495454304,0.59,0.0,0.0011720068259186828,0.25,0.0,1.3877787807814457e-17,0.25,0.01,0.005726377563521283,0.0,0.005726377563521283,0.3,0.02,0.008156494344998953,0.05,0.008156494344998953,0.75,0.0,0.0,0.87,0.0,5.551115123125783e-17,0.63,0.0,0.0,0.1,0.0028974816651706338,0.1,0.00288489167907567,0.06,0.0017962182495454304,0.04,0.0011720068259186826
INDIA_SECC,10_state_district_desired_20ppc_5000_size,cluster_based_c1_20_c2_30,1100,5000,10.0,0.36,0.01,0.005013581554138713,0.64,0.01,0.004983673344030476,0.8,0.01,0.0031198717922376294,0.59,0.0,0.0017616469566857002,0.25,0.0,1.3877787807814457e-17,,,,,,,,,,,0.75,0.0,0.0,0.87,0.0,5.551115123125783e-17,0.63,0.0,0.0,0.11,0.005013581554138713,0.11,0.004983673344030476,0.07,0.0031198717922376294,0.04,0.0017616469566857002
INDIA_SECC,10_state_district_desired_20ppc_5000_size,cluster_based_c1_20_c2_30,2000,5000,10.0,,,,,,,,,,,,,0.25,0.0,1.3877787807814457e-17,0.27,0.01,0.006738738754396108,0.03,0.006738738754396108,0.34,0.02,0.010015018721899627,0.09,0.010015018721899627,,,,,,,,,,,,,,,,,
