filename,sample_size,seed,source,r2
IDS_region_28_700_points_seed_1.pkl,700,,region_based,-0.8947634191341209
IDS_region_28_700_points_seed_1213.pkl,700,,region_based,-1.0573713806750726
IDS_region_28_700_points_seed_123.pkl,700,,region_based,-0.6159671679366823
IDS_region_28_700_points_seed_1234.pkl,700,,region_based,-0.8859336621944034
IDS_region_28_700_points_seed_1415.pkl,700,,region_based,-0.9332578928784664
IDS_region_28_700_points_seed_42.pkl,700,,region_based,-0.7030006768529895
IDS_region_28_700_points_seed_456.pkl,700,,region_based,-1.59891926990502
IDS_region_28_700_points_seed_5678.pkl,700,,region_based,-0.8886616261839613
IDS_region_28_700_points_seed_789.pkl,700,,region_based,-0.9998667790224284
IDS_region_28_700_points_seed_9101.pkl,700,,region_based,-0.746916136547243
