filename,sample_size,seed,r2
random_sample_600_points_seed_1.pkl,600,1,0.1806660114763512
random_sample_600_points_seed_1213.pkl,600,1213,0.2390204199536678
random_sample_600_points_seed_123.pkl,600,123,0.1773867591590806
random_sample_600_points_seed_1234.pkl,600,1234,0.2112232878445689
random_sample_600_points_seed_1415.pkl,600,1415,0.1583081101687848
random_sample_600_points_seed_42.pkl,600,42,0.2383970552120456
random_sample_600_points_seed_456.pkl,600,456,-0.0370616386164981
random_sample_600_points_seed_5678.pkl,600,5678,0.2116352137608167
random_sample_600_points_seed_789.pkl,600,789,0.1733969438365072
random_sample_600_points_seed_9101.pkl,600,9101,0.2275391388664392
