filename,sample_size,seed,r2
random_sample_300_points_seed_1.pkl,300,1,-2.1962060551618787
random_sample_300_points_seed_1213.pkl,300,1213,-0.0118345130454224
random_sample_300_points_seed_123.pkl,300,123,0.1541038511265059
random_sample_300_points_seed_1234.pkl,300,1234,-0.1767901340724444
random_sample_300_points_seed_1415.pkl,300,1415,0.0884029194379371
random_sample_300_points_seed_42.pkl,300,42,0.0915292127731176
random_sample_300_points_seed_456.pkl,300,456,0.1864859650573817
random_sample_300_points_seed_5678.pkl,300,5678,0.1662194406350651
random_sample_300_points_seed_789.pkl,300,789,0.1634338944752147
random_sample_300_points_seed_9101.pkl,300,9101,0.1506082214130681
