filename,sample_size,seed,source,r2
IDS_top50_urban_400_points_probabilistic_seed_1.pkl,400,,urban_based,-0.2873635689624703
IDS_top50_urban_400_points_probabilistic_seed_1213.pkl,400,,urban_based,-0.0877865108482625
IDS_top50_urban_400_points_probabilistic_seed_123.pkl,400,,urban_based,-0.2860462664440084
IDS_top50_urban_400_points_probabilistic_seed_1234.pkl,400,,urban_based,-0.2383568060427803
IDS_top50_urban_400_points_probabilistic_seed_1415.pkl,400,,urban_based,0.043931892113734
IDS_top50_urban_400_points_probabilistic_seed_42.pkl,400,,urban_based,0.0193973229366223
IDS_top50_urban_400_points_probabilistic_seed_456.pkl,400,,urban_based,-0.3770869074216803
IDS_top50_urban_400_points_probabilistic_seed_5678.pkl,400,,urban_based,-0.1399499644259121
IDS_top50_urban_400_points_probabilistic_seed_789.pkl,400,,urban_based,-0.9415198911212934
IDS_top50_urban_400_points_probabilistic_seed_9101.pkl,400,,urban_based,-0.0405351683421602
