filename,sample_size,seed,r2
random_sample_400_points_seed_1.pkl,400,1,-0.2218521067090737
random_sample_400_points_seed_1213.pkl,400,1213,0.0190729164852674
random_sample_400_points_seed_123.pkl,400,123,0.1477334684302352
random_sample_400_points_seed_1234.pkl,400,1234,0.1287123486687164
random_sample_400_points_seed_1415.pkl,400,1415,0.1059558518567435
random_sample_400_points_seed_42.pkl,400,42,0.148429776935643
random_sample_400_points_seed_456.pkl,400,456,0.212255591404932
random_sample_400_points_seed_5678.pkl,400,5678,0.1666875885002805
random_sample_400_points_seed_789.pkl,400,789,0.1279428461420454
random_sample_400_points_seed_9101.pkl,400,9101,0.2157815434490857
