filename,sample_size,seed,source,r2
IDS_top50_urban_300_points_probabilistic_seed_1.pkl,300,,urban_based,0.007887160825196
IDS_top50_urban_300_points_probabilistic_seed_1213.pkl,300,,urban_based,-0.4884405546945036
IDS_top50_urban_300_points_probabilistic_seed_123.pkl,300,,urban_based,-0.3096199896380436
IDS_top50_urban_300_points_probabilistic_seed_1234.pkl,300,,urban_based,-4.237217090122843
IDS_top50_urban_300_points_probabilistic_seed_1415.pkl,300,,urban_based,-0.0863303493756768
IDS_top50_urban_300_points_probabilistic_seed_42.pkl,300,,urban_based,-1.228802291532277
IDS_top50_urban_300_points_probabilistic_seed_456.pkl,300,,urban_based,0.0026554055898955
IDS_top50_urban_300_points_probabilistic_seed_5678.pkl,300,,urban_based,-0.2558076170441108
IDS_top50_urban_300_points_probabilistic_seed_789.pkl,300,,urban_based,-0.7846824911940504
IDS_top50_urban_300_points_probabilistic_seed_9101.pkl,300,,urban_based,-0.0323034462592597
