label,Test R2
elevation;cost100.0,[-3.444466088136908]
elevation;cost1000.0,[-2.939287147384247]
elevation;cost1001.0,[-2.9370158859798297]
elevation;cost1002.0,"[-2.8979071304962947, -2.9077096108309584]"
elevation;cost101.0,"[-3.4693873263179347, -3.4693873263179347, -2.7508114951944296]"
elevation;cost2572.0,"[-3.2852671527602144, -3.2852671527602144, -3.2852671527602144, -3.2852671527602144, -3.2852671527602144]"
elevation;cost49.0,[-4.617680250316004]
elevation;cost497.0,[-3.5191583332044427]
elevation;cost50.0,"[-4.467266840124167, -3.7963513184919337, -4.467266840124167, -4.3051695954757845]"
elevation;cost500.0,[-3.531878805757745]
elevation;cost501.0,"[-3.5001041083361217, -3.534622920914723]"
elevation;cost502.0,[-3.5095327223929527]
elevation;cost98.0,[-2.7653918930615213]
elevation;cost999.0,[-2.9330141306075275]
population;cost100.0,"[0.14734357011365184, 0.15153611756965757, 0.15217448400302025]"
population;cost1002.0,[0.17516380779242136]
population;cost102.0,[0.10297099587670733]
population;cost1753.0,"[0.26685649059662353, 0.26685649059662353, 0.26685649059662353, 0.26685649059662353, 0.26685649059662353]"
population;cost49.0,[0.025792665857001462]
population;cost498.0,"[0.27509507830290825, 0.2806416482691998]"
population;cost50.0,"[0.02173729159109339, 0.02173729159109339, 0.02173729159109339]"
population;cost500.0,"[0.2700027993598558, 0.2890185933285807]"
population;cost501.0,[0.28374206329310503]
population;cost51.0,[0.021272052294558974]
population;cost99.0,[0.20020745596164014]
population;cost998.0,"[0.17862634191925875, 0.17862634191925875]"
population;cost999.0,"[0.17833072109215808, 0.17833072109215808]"
treecover;cost100.0,[0.48541778093181775]
treecover;cost1000.0,[0.5673664928097638]
treecover;cost1001.0,[0.5668813505682837]
treecover;cost1002.0,"[0.5593105724393101, 0.5618498843442834]"
treecover;cost101.0,"[0.48539664103816216, 0.48539664103816216, 0.46387164385910107]"
treecover;cost2572.0,"[0.6190739068974938, 0.6190739068974938, 0.6190739068974938, 0.6190739068974938, 0.6190739068974938]"
treecover;cost49.0,[0.33234145608252474]
treecover;cost497.0,[0.6162047724558332]
treecover;cost50.0,"[0.35415941073790647, 0.3445122631391988, 0.35415941073790647, 0.33202383651690026]"
treecover;cost500.0,[0.5875462220341795]
treecover;cost501.0,"[0.5859000214300699, 0.6047599088771303]"
treecover;cost502.0,[0.5954342419934964]
treecover;cost98.0,[0.4859644079526081]
treecover;cost999.0,[0.5696118888908821]
