filename,sample_size,seed,r2
random_sample_600_points_seed_1.pkl,600,1,0.8072129537249914
random_sample_600_points_seed_1213.pkl,600,1213,0.8248856468898236
random_sample_600_points_seed_123.pkl,600,123,0.8252877810806021
random_sample_600_points_seed_1234.pkl,600,1234,0.8335167122194509
random_sample_600_points_seed_1415.pkl,600,1415,0.8294996696085786
random_sample_600_points_seed_42.pkl,600,42,0.8428768003494986
random_sample_600_points_seed_456.pkl,600,456,0.8325717101624268
random_sample_600_points_seed_5678.pkl,600,5678,0.826997657453042
random_sample_600_points_seed_789.pkl,600,789,0.8354115099895525
random_sample_600_points_seed_9101.pkl,600,9101,0.8316302702281104
