initial_set_str,sample_size,seed,r2
top20_urban_300_points,300,5678,0.7017329101762835
top20_urban_300_points,300,1213,0.6808241877121628
top20_urban_300_points,300,1415,0.6329816030465061
top20_urban_300_points,300,9101,0.6594680085521591
top20_urban_300_points,300,1234,0.6582928442294427
