filename,sample_size,seed,r2
random_sample_900_points_seed_1.pkl,900,1,0.8465673406704038
random_sample_900_points_seed_1213.pkl,900,1213,0.8568776534147787
random_sample_900_points_seed_123.pkl,900,123,0.8399761581190013
random_sample_900_points_seed_1234.pkl,900,1234,0.8539810087149636
random_sample_900_points_seed_1415.pkl,900,1415,0.8423553824729848
random_sample_900_points_seed_42.pkl,900,42,0.8572530131709528
random_sample_900_points_seed_456.pkl,900,456,0.845947053571496
random_sample_900_points_seed_5678.pkl,900,5678,0.849895781035434
random_sample_900_points_seed_789.pkl,900,789,0.8560429482304646
random_sample_900_points_seed_9101.pkl,900,9101,0.859095726816888
