filename,sample_size,seed,r2
random_sample_300_points_seed_1.pkl,300,1,0.8063102795556096
random_sample_300_points_seed_1213.pkl,300,1213,0.7729642149900944
random_sample_300_points_seed_123.pkl,300,123,0.785233895906108
random_sample_300_points_seed_1234.pkl,300,1234,0.801058314808317
random_sample_300_points_seed_1415.pkl,300,1415,0.8029254878542256
random_sample_300_points_seed_42.pkl,300,42,0.8161881377967986
random_sample_300_points_seed_456.pkl,300,456,0.7955441939832771
random_sample_300_points_seed_5678.pkl,300,5678,0.8036365275139528
random_sample_300_points_seed_789.pkl,300,789,0.7989381746143143
random_sample_300_points_seed_9101.pkl,300,9101,0.8010968279416355
