filename,sample_size,seed,r2
random_sample_800_points_seed_1.pkl,800,1,0.8367966941154523
random_sample_800_points_seed_1213.pkl,800,1213,0.8487467983725061
random_sample_800_points_seed_123.pkl,800,123,0.8379420611160758
random_sample_800_points_seed_1234.pkl,800,1234,0.8422190247465604
random_sample_800_points_seed_1415.pkl,800,1415,0.8357763158309929
random_sample_800_points_seed_42.pkl,800,42,0.8526089999202604
random_sample_800_points_seed_456.pkl,800,456,0.8395132626393503
random_sample_800_points_seed_5678.pkl,800,5678,0.8370452060624798
random_sample_800_points_seed_789.pkl,800,789,0.8530623875220548
random_sample_800_points_seed_9101.pkl,800,9101,0.8553092246161973
