filename,sample_size,seed,r2
random_sample_100_points_seed_1.pkl,100,1,0.6478549489296059
random_sample_100_points_seed_1213.pkl,100,1213,0.7908582280904879
random_sample_100_points_seed_123.pkl,100,123,0.7239398833897498
random_sample_100_points_seed_1234.pkl,100,1234,0.7249299269940965
random_sample_100_points_seed_1415.pkl,100,1415,0.593195260281942
random_sample_100_points_seed_42.pkl,100,42,0.6850304050815208
random_sample_100_points_seed_456.pkl,100,456,0.5727261423191568
random_sample_100_points_seed_5678.pkl,100,5678,0.7316409526821659
random_sample_100_points_seed_789.pkl,100,789,0.6430312455224158
random_sample_100_points_seed_9101.pkl,100,9101,0.7543881716565751
