dataset,initial_set,cost_type,budget,initial_r2_mean,initial_r2_std,random_updated_r2_mean,random_updated_r2_std
INDIA_SECC,urban_based_top20_urban_4000_points,uniform,100,0.16,0.0,0.2,0.0
INDIA_SECC,urban_based_top20_urban_4000_points,uniform,500,0.16,0.0,0.28,0.0
INDIA_SECC,urban_based_top20_urban_4000_points,uniform,1000,0.16,0.0,0.32,0.0
INDIA_SECC,urban_based_top20_urban_4000_points,uniform,1500,0.16,0.0,0.36,0.0
INDIA_SECC,urban_based_top20_urban_4000_points,uniform,2000,0.16,0.0,0.34,0.0
INDIA_SECC,urban_based_top20_urban_4000_points,uniform,3000,0.16,0.0,0.4,0.0
INDIA_SECC,urban_based_top20_urban_4000_points,uniform,4000,0.16,0.0,0.41,0.0
INDIA_SECC,urban_based_top20_urban_4000_points,uniform,5000,0.16,0.0,0.42,0.0
