dataset,initial_set,cost_type,budget,initial_r2_mean,initial_r2_std,random_updated_r2_mean,random_updated_r2_std,poprisk_urban_rural_0.5_updated_r2_mean,poprisk_urban_rural_0.5_updated_r2_std
INDIA_SECC_MULTIPLE,urban_based_top20_urban_1000_points,convenience_based,1000,0.0,0.14,0.0,0.03,0.05,0.02
INDIA_SECC_MULTIPLE,urban_based_top20_urban_1000_points,convenience_based,2000,0.0,0.14,0.08,0.04,0.01,0.03
INDIA_SECC_MULTIPLE,urban_based_top20_urban_1000_points,convenience_based,5000,0.0,0.14,0.25,0.03,0.04,0.02
