label,Test R2
elevation;cost1008,[0.4039919047821253]
elevation;cost1498,"[0.46098235319089564, 0.46098235319089564]"
elevation;cost1507,"[0.45992813119152753, 0.45992813119152753]"
elevation;cost1508,[0.4618239323848067]
elevation;cost1997,"[0.47274359723683723, 0.47274359723683723]"
elevation;cost2006,"[0.47290443004342797, 0.47290443004342797]"
elevation;cost2007,[0.4820568490612843]
elevation;cost2496,"[0.49023176064093255, 0.49023176064093255, 0.49023176064093255]"
elevation;cost2497,[0.48846465858942634]
elevation;cost2506,[0.489313233098574]
elevation;cost2995,[0.5017775518799209]
elevation;cost3005,"[0.49981364659333594, 0.49981364659333594, 0.49981364659333594]"
elevation;cost3006,[0.5028735148966569]
elevation;cost3494,[0.5227840099981174]
elevation;cost3495,"[0.5231124284378399, 0.5231124284378399]"
elevation;cost3505,"[0.520834365249472, 0.520834365249472]"
elevation;cost3994,[0.5335781730736318]
elevation;cost3995,"[0.5397716771554579, 0.5397716771554579]"
elevation;cost4004,"[0.5413021430960776, 0.5413021430960776]"
elevation;cost4495,"[0.5435000894980753, 0.5435000894980753]"
elevation;cost4505,"[0.5495232200662714, 0.5495232200662714, 0.5495232200662714]"
elevation;cost499,"[0.24159133002769806, 0.24159133002769806, 0.24159133002769806, 0.24159133002769806]"
elevation;cost4992,[0.555354541549122]
elevation;cost4993,[0.5461269659209416]
elevation;cost500,[0.1713092454319004]
elevation;cost5003,"[0.5493151108204797, 0.5493151108204797, 0.5493151108204797]"
elevation;cost998,"[0.4223427804179306, 0.4223427804179306]"
elevation;cost999,"[0.40644185232398033, 0.40644185232398033]"
population;cost1494,"[0.46522571118435596, 0.46522571118435596, 0.46522571118435596]"
population;cost1504,"[0.4690408551561627, 0.4690408551561627]"
population;cost1999,"[0.47690178873597444, 0.47690178873597444, 0.47690178873597444, 0.47690178873597444]"
population;cost2009,[0.4857648955243512]
population;cost2503,"[0.5148505720480179, 0.5148505720480179, 0.5148505720480179]"
population;cost2504,"[0.5149863386507674, 0.5149863386507674]"
population;cost2999,"[0.528291186349636, 0.528291186349636, 0.528291186349636, 0.528291186349636, 0.528291186349636]"
population;cost3493,[0.5330021721530345]
population;cost3503,"[0.5189608600343638, 0.5189608600343638, 0.5189608600343638]"
population;cost3504,[0.536529740913648]
population;cost3998,"[0.539045798079953, 0.539045798079953, 0.539045798079953, 0.539045798079953]"
population;cost4008,[0.5394420260827459]
population;cost4502,"[0.5476710352120691, 0.5476710352120691, 0.5476710352120691, 0.5476710352120691, 0.5476710352120691]"
population;cost494,"[0.36946070630287864, 0.36946070630287864]"
population;cost495,"[0.37003064802294583, 0.37003064802294583]"
population;cost4997,"[0.5549105163031216, 0.5549105163031216, 0.5549105163031216]"
population;cost4998,[0.5509265653310157]
population;cost5008,[0.5548657277909717]
population;cost505,[0.34690778679782475]
population;cost999,"[0.39923482291239065, 0.39923482291239065, 0.39923482291239065, 0.39923482291239065, 0.39923482291239065]"
treecover;cost1008,[0.7824102456684227]
treecover;cost1498,"[0.7941388256573155, 0.7941388256573155]"
treecover;cost1507,"[0.7942779437858845, 0.7942779437858845]"
treecover;cost1508,[0.7947441430292106]
treecover;cost1997,"[0.7978017506989458, 0.7978017506989458]"
treecover;cost2006,"[0.8044582787808404, 0.8044582787808404]"
treecover;cost2007,[0.8123496092841356]
treecover;cost2496,"[0.821744820174293, 0.821744820174293, 0.821744820174293]"
treecover;cost2497,[0.8217424686150658]
treecover;cost2506,[0.8239686762912941]
treecover;cost2995,[0.8171327148431164]
treecover;cost3005,"[0.8222941033915677, 0.8222941033915677, 0.8222941033915677]"
treecover;cost3006,[0.814269121305629]
treecover;cost3494,[0.837641653917486]
treecover;cost3495,"[0.8279578688391497, 0.8279578688391497]"
treecover;cost3505,"[0.8312891140873013, 0.8312891140873013]"
treecover;cost3994,[0.8414839410315801]
treecover;cost3995,"[0.841519203598263, 0.841519203598263]"
treecover;cost4004,"[0.8432310766163026, 0.8432310766163026]"
treecover;cost4495,"[0.8482825112033511, 0.8482825112033511]"
treecover;cost4505,"[0.8496392248411351, 0.8496392248411351, 0.8496392248411351]"
treecover;cost499,"[0.7541888208175478, 0.7541888208175478, 0.7541888208175478, 0.7541888208175478]"
treecover;cost4992,[0.8517506187620792]
treecover;cost4993,[0.8517573243636447]
treecover;cost500,[0.7543200396707012]
treecover;cost5003,"[0.851783102529128, 0.851783102529128, 0.851783102529128]"
treecover;cost998,"[0.7784383815773854, 0.7784383815773854]"
treecover;cost999,"[0.7801439563266044, 0.7801439563266044]"
