label,Test R2
elevation;cost1000,"[0.39353057093993926, 0.39353057093993926, 0.39353057093993926]"
elevation;cost1499,"[0.45061144699669664, 0.45061144699669664, 0.45061144699669664, 0.45061144699669664]"
elevation;cost1509,[0.4503747334268233]
elevation;cost1999,"[0.45022705497644533, 0.45022705497644533, 0.45022705497644533, 0.45022705497644533]"
elevation;cost2009,[0.45029491563946256]
elevation;cost2500,"[0.4900843575679167, 0.4900843575679167, 0.4900843575679167, 0.4900843575679167]"
elevation;cost2501,[0.48784602971911406]
elevation;cost2998,"[0.49510595107353894, 0.49510595107353894]"
elevation;cost2999,"[0.49510946017022706, 0.49510946017022706, 0.49510946017022706]"
elevation;cost3497,[0.5083138267545564]
elevation;cost3498,"[0.5117163604706825, 0.5117163604706825]"
elevation;cost3507,"[0.5110974194074034, 0.5110974194074034]"
elevation;cost3997,"[0.5289916512980044, 0.5289916512980044, 0.5289916512980044]"
elevation;cost4007,"[0.5287225207988282, 0.5287225207988282]"
elevation;cost4496,[0.5399534506261896]
elevation;cost4497,"[0.5455977809255492, 0.5455977809255492]"
elevation;cost4506,[0.5418828197404857]
elevation;cost4507,[0.5422276532456369]
elevation;cost499,"[0.33968184665474854, 0.33968184665474854]"
elevation;cost4996,[0.5461796256036179]
elevation;cost4997,"[0.5425390933001759, 0.5425390933001759, 0.5425390933001759]"
elevation;cost500,"[0.3396795361631292, 0.3396795361631292, 0.3396795361631292]"
elevation;cost5006,[0.5500076471595485]
elevation;cost999,"[0.3767238608540737, 0.3767238608540737]"
population;cost1005,"[0.32588178321821737, 0.32588178321821737, 0.32588178321821737]"
population;cost1496,[0.34917750998290675]
population;cost1497,"[0.3469986960128634, 0.3469986960128634, 0.3469986960128634, 0.3469986960128634]"
population;cost1998,[0.36102385370503576]
population;cost1999,"[0.3652528351444281, 0.3652528351444281, 0.3652528351444281, 0.3652528351444281]"
population;cost2500,[0.4107076754156951]
population;cost2501,"[0.40978232244727675, 0.40978232244727675, 0.40978232244727675, 0.40978232244727675]"
population;cost2993,[0.4325536248964523]
population;cost2994,[0.4344872446624404]
population;cost3003,[0.4345446681045836]
population;cost3004,"[0.4349090730222869, 0.4349090730222869]"
population;cost3496,"[0.4243905933258617, 0.4243905933258617, 0.4243905933258617]"
population;cost3506,"[0.4239820392534306, 0.4239820392534306]"
population;cost3998,"[0.4399649194862656, 0.4399649194862656, 0.4399649194862656, 0.4399649194862656]"
population;cost4008,[0.43571554922653144]
population;cost4499,[0.4508251017973893]
population;cost4500,"[0.45356199041787804, 0.45356199041787804, 0.45356199041787804, 0.45356199041787804]"
population;cost492,"[0.1961758716909141, 0.1961758716909141]"
population;cost4991,[0.46057784718443096]
population;cost4992,[0.4570212024175889]
population;cost5001,"[0.46053973823854466, 0.46053973823854466]"
population;cost5002,[0.4598859317984615]
population;cost502,"[0.17927351467104136, 0.17927351467104136]"
population;cost503,[0.23225392819807356]
population;cost995,"[0.3256521046435922, 0.3256521046435922]"
treecover;cost1000,"[0.7943281867902015, 0.7943281867902015, 0.7943281867902015]"
treecover;cost1499,"[0.8051877863570849, 0.8051877863570849, 0.8051877863570849, 0.8051877863570849]"
treecover;cost1509,[0.8020789613291228]
treecover;cost1999,"[0.8271817897535545, 0.8271817897535545, 0.8271817897535545, 0.8271817897535545]"
treecover;cost2009,[0.8262750178900667]
treecover;cost2500,"[0.8332194234900603, 0.8332194234900603, 0.8332194234900603, 0.8332194234900603]"
treecover;cost2501,[0.8316487466436908]
treecover;cost2998,"[0.8346043356830044, 0.8346043356830044]"
treecover;cost2999,"[0.8346507717491065, 0.8346507717491065, 0.8346507717491065]"
treecover;cost3497,[0.8407618476343797]
treecover;cost3498,"[0.838199458306171, 0.838199458306171]"
treecover;cost3507,"[0.8408863450601874, 0.8408863450601874]"
treecover;cost3997,"[0.8460716381017852, 0.8460716381017852, 0.8460716381017852]"
treecover;cost4007,"[0.8433683285936591, 0.8433683285936591]"
treecover;cost4496,[0.8482759502583667]
treecover;cost4497,"[0.8493543208361625, 0.8493543208361625]"
treecover;cost4506,[0.8483036808532696]
treecover;cost4507,[0.8493850083478338]
treecover;cost499,"[0.74812508070073, 0.74812508070073]"
treecover;cost4996,[0.8566906556316966]
treecover;cost4997,"[0.8566642787450391, 0.8566642787450391, 0.8566642787450391]"
treecover;cost500,"[0.73774330899534, 0.73774330899534, 0.73774330899534]"
treecover;cost5006,[0.856147412406488]
treecover;cost999,"[0.793926718978857, 0.793926718978857]"
